證券代碼,Data Field,2016/11/30,2016/12/30,2017/1/24,2017/2/24,2017/3/31,2017/4/28,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/30,2017/10/31
3221 台嘉碩,月報酬率 %,-8.116,-8.1835,4.7826,4.3567,-11.3318,-4.0359,-10.9812,3.4118,1.7767,-1.6425,2.9335,-6.7359
3221 台嘉碩,現股當沖比重,1.35,2.1,4.43,11.19,0,3.25,3.04,0,4.57,6.33,1.21,8.33
3224 三顧,月報酬率 %,-6.6896,22.6104,22.9386,15.0002,-8.1654,8.5449,-6.0637,-5.0963,-0.4774,-4.5564,-3.8946,0.7843
3224 三顧,現股當沖比重,5.17,16.29,14.85,10.72,13.15,26.97,24.32,30.14,19.06,50.34,22.86,10.1
3226 至寶電,月報酬率 %,-1.7442,-3.5502,-0.307,-2.4615,-4.2587,2.1414,-2.5808,-1.159,2.3449,-11.3562,5.3434,0.5433
3226 至寶電,現股當沖比重,0,0,4.61,13.51,12,16.67,0,0,22.14,24.71,0,0
3227 原相,月報酬率 %,-6.1404,4.3613,3.2836,14.7399,-3.2744,2.8645,1.1393,-1.2516,9.2524,50.8685,-7.8126,13.1357
3227 原相,現股當沖比重,5.97,6.89,5.94,7.17,9.92,15.98,13.29,13.41,24.03,42.5,30.47,40.4
3228 金麗科,月報酬率 %,-10.7146,-0.6667,-1.3424,10.7363,-8.6418,-1.3513,10.959,40.432,-7.6923,-9.7622,1.3193,-5.4689
3228 金麗科,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3230 錦明,月報酬率 %,-7.3506,0,9.0406,4.5685,-1.6181,33.059,-9.0234,-1.3588,-5.5096,-9.7667,2.5849,0.1575
3230 錦明,現股當沖比重,4.4,25,32.22,13.21,2.68,15.91,5.97,30.05,40.51,2.42,1.96,21.9
3232 昱捷,月報酬率 %,-10.886,14.7725,-5.4455,1.5707,-2.3195,-6.5964,30.226,-3.9047,-2.0315,36.8663,8.5859,13.7987
3232 昱捷,現股當沖比重,5.71,0,0,1.23,6.52,8.57,0,0,0,17.08,42.33,19.56
3234 光環,月報酬率 %,-2.1978,7.865,-6.0764,13.3086,-6.1989,-19.9999,-12.3912,-3.3499,-2.9686,-13.0436,20.625,-11.917
3234 光環,現股當沖比重,20.16,14.14,10.26,8.65,8.34,30.43,20.24,14.36,23.01,12.29,45.79,22.2
3236 千如,月報酬率 %,-11.1335,-2.5058,0.4672,36.0465,2.2224,2.0068,5.0818,8.1123,14.2859,8.1762,1.6291,-1.1097
3236 千如,現股當沖比重,12.08,5.53,4.54,18.12,17.06,12.22,33,11.35,35.29,13.84,20.08,10.48
3252 海灣,月報酬率 %,2.2963,-2.4489,0.6278,37.2139,-17.7272,-13.2595,-12.9513,4.1467,0.9366,-1.8563,0.0001,-5.4373
3252 海灣,現股當沖比重,16.05,4,0.48,24.2,4.16,26.61,4.02,12.86,4,11.86,20,0
3259 鑫創,月報酬率 %,-14.2856,-20.6249,-5.2493,14.1275,-11.6504,-3.2968,12.5,-6.5653,2.7023,-8.158,21.7763,-2.3528
3259 鑫創,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3260 威剛,月報酬率 %,10.7944,-3.1251,-0.9486,2.1073,46.7166,-8.5679,5.035,-0.5326,8.939,-2.5941,10.519,5.6628
3260 威剛,現股當沖比重,10.42,7.21,3.8,6.41,13.47,22.9,19.74,5.29,11.79,8.89,20.34,21.2
3264 欣銓,月報酬率 %,1.0614,0.42,-2.7195,13.1183,-5.8932,0.202,3.8307,4.8546,3.7036,9.3074,-7.5083,5.3505
3264 欣銓,現股當沖比重,9.05,0.95,3.57,3.29,1.52,2.16,2.84,6.08,12.76,12.2,5.78,4.14
3265 台星科,月報酬率 %,-12.2903,-2.5477,6.3178,14.5494,-0.5367,-8.2734,0.3922,-4.297,-0.0291,-4.4397,-3.7612,14.2529
3265 台星科,現股當沖比重,2.97,0,5.99,4.83,3.51,11.93,3.46,0,0.52,0.79,3.21,19.26
3268 海德威,月報酬率 %,-7.3471,-0.8813,1.3334,31.1405,1.6721,3.9476,-3.7973,-1.6448,-11.7056,1.1364,-1.4983,-1.9012
3268 海德威,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3272 東碩,月報酬率 %,-15.0942,2.6263,-5.0195,4.0414,-7.769,-7.1274,7.7907,9.3851,0.5918,24.2401,-0.1624,8.3061
3272 東碩,現股當沖比重,18.67,6.52,2.62,4.69,5.62,12.94,25.62,25.66,11.97,16.47,15.04,28.78
3276 宇環,月報酬率 %,-14.8789,-9.3495,8.9686,6.1729,21.3177,-14.377,0.7464,19.9997,-0.1205,-9.5849,9.8941,-2.8942
3276 宇環,現股當沖比重,0,0.99,3.93,3.13,13.63,7.79,3.78,35.99,13.11,8.84,0,12.79
3284 太普高,月報酬率 %,1.0363,3.3333,-0.7446,14,-10.9648,-1.7242,0.5013,-0.0002,-5.237,3.4115,-1.3192,2.1391
3284 太普高,現股當沖比重,5.19,2.23,0.63,3.96,0.35,4.17,1.39,0.85,0,1.32,16.39,4.76
3285 微端,月報酬率 %,-13.8321,13.6841,-6.0185,15.2711,-10.8975,-2.6379,-3.6946,1.023,2.2785,8.4842,1.199,-6.872
3285 微端,現股當沖比重,0,25.73,2.17,4.09,2.51,9.37,27.78,0,0,10.89,22.71,2.56
3287 廣寰科,月報酬率 %,-9.2237,14.5161,-1.1269,2.5643,-4.1666,-2.6089,4.1667,1.2858,-1.5516,-4.0115,2.5374,-2.4747
3287 廣寰科,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3288 點晶,月報酬率 %,-26.1439,-2.6548,-10,0.7576,42.1051,11.1109,-5.0794,-35.6187,-1.2988,-10.7894,21.829,-17.6754
3288 點晶,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3289 宜特,月報酬率 %,2.8807,4.6153,-8.3333,8.0214,6.9307,-8.8888,1.3212,6.8206,11.7369,-4.2016,-1.7684,3.6364
3289 宜特,現股當沖比重,17.27,8.41,8.83,6.61,13.98,10.65,8.36,14.87,34.17,11.82,17.76,20.01
3290 東浦,月報酬率 %,19.5402,1.9231,-3.7737,15.0327,-7.1021,-0.6115,4.3077,-3.8348,4.3225,-5.0899,3.4699,-3.3537
3290 東浦,現股當沖比重,0,0,0,1.44,11.44,4.56,2.08,1.14,0,5.15,0,0
3293 鈊象,月報酬率 %,10.4224,1.5305,3.5176,0.0001,-7.0391,1.0443,5.9431,-22.683,0.3153,9.0622,1.529,-4.2168
3293 鈊象,現股當沖比重,31.22,24.71,20.08,13.15,22.62,38.88,19.66,45.75,18.19,14.93,20.25,21.13
3294 英濟,月報酬率 %,-0.0002,1.5529,1.223,2.7189,-1.1766,-4.7618,-6.8749,7.3826,3.2499,59.2593,4.6512,5.3705
3294 英濟,現股當沖比重,0,2.94,0,12.57,2.1,9.23,3.17,33.65,0.85,0,9.33,17.05
3297 杭特,月報酬率 %,-1.6393,-5.2777,1.466,-0.2889,-6.6667,-2.174,-7.3014,6.1644,-3.8711,0.3169,-1.0239,0.345
3297 杭特,現股當沖比重,0.56,0,0,13.33,3.84,0,4.35,0,0,4.16,0,16.52
3303 岱稜,月報酬率 %,-1.2819,1.2986,1.7948,10.3275,-4.5662,-0.4784,-5.7692,1.5304,-2.6163,3.3519,2.1623,1.0581
3303 岱稜,現股當沖比重,0,5.74,1.43,10.35,3.92,2.1,2.17,0,1.22,0,4.91,16.22
3306 鼎天,月報酬率 %,-3.0433,17.0401,-4.5977,5.4217,-4.5715,-8.1839,2.8262,-1.48,0.6439,-0.9032,3.9562,-3.5941
3306 鼎天,現股當沖比重,0,13.37,6.63,5,1.59,0,0,0,0,16.13,13.96,0
3310 佳穎,月報酬率 %,16.883,5.8334,37.5329,1.9084,2.8091,-12.5683,-2.4998,-6.8376,-5.1645,8.9107,0.909,7.6578
3310 佳穎,現股當沖比重,5.36,6.91,23.59,8.48,12.08,13.15,10.31,0,1.33,2.73,14.68,12.53
3313 斐成,月報酬率 %,1.1081,32.8767,8.0413,37.4045,0.139,-11.2344,-0.4687,-1.8838,5.2799,10.6381,-6.3186,19.5013
3313 斐成,現股當沖比重,13.22,12.29,6.35,19.24,18.36,14.66,2.05,8.73,0,18.03,1,27.05
3317 尼克森,月報酬率 %,-15.5844,5.3844,5.1095,6.9446,30.5194,8.4578,-11.0092,-4.6393,4.054,15.8445,-0.6726,66.3656
3317 尼克森,現股當沖比重,13.68,3.84,0,3.51,18.17,39.24,24.18,10.65,27.34,22.02,32.26,0
3322 建舜電,月報酬率 %,-3.1251,-1.8065,-0.9199,13.395,-5.8482,-0.621,-1.2499,-0.3797,-1.1435,-4.4989,21.9382,29.1392
3322 建舜電,現股當沖比重,0,0,0,1.54,0,0,3.57,4,16.25,4.76,7.07,19.24
3323 加百裕,月報酬率 %,-3.0725,1.7291,3.116,2.1976,18.5485,-3.6281,5.1765,11.6334,7.4188,41.7475,29.0412,-2.9726
3323 加百裕,現股當沖比重,0,16.65,1.37,16.03,5.4,5.81,15.66,15.34,9.57,47.4,41.61,38.37
3324 雙鴻,月報酬率 %,-1.5002,0.6093,-6.2563,6.6739,-7.3664,-10.3484,-19.8056,32.1212,-0.4902,10.577,-7.9348,-5.9034
3324 雙鴻,現股當沖比重,19.1,15.25,10.12,14.23,8.64,18.85,20.38,34.58,11.64,38.77,20.71,29.86
3325 旭品,月報酬率 %,12.4,-8.007,-6.5764,-1.0352,-1.4642,-7.2188,-3.8902,3.0955,-0.2309,-12.5,-3.3764,-7.5843
3325 旭品,現股當沖比重,6.3,2.78,2.19,0,1.77,3.45,0,0,26.33,60.17,55.02,82.89
3332 幸康,月報酬率 %,3.9548,-4.8913,-2.9329,3.3093,-0.2787,-1.676,7.3863,0.2646,5.8049,16.7977,12.1349,-3.4068
3332 幸康,現股當沖比重,39.68,49.46,0,0,0,0,0,0,1,0,3.57,0
3339 泰谷,月報酬率 %,-14.6379,6.1372,-3.0613,-3.3333,3.8113,18.7061,-31.6641,1.2933,30.8507,-10.5692,-0.0002,-6.3635
3339 泰谷,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3354 律勝,月報酬率 %,-9.0435,-2.1459,0.9901,0.0001,25.2726,3.9129,-8.7866,-5.5046,4.5425,1.4085,12.9631,0.4098
3354 律勝,現股當沖比重,0,0,3.45,0,0,8.82,14.29,27.27,0,25.29,1.64,1.69
3360 尚立,月報酬率 %,11.2676,6.5823,-4.9882,6.2499,5.6471,4.677,-2.3405,-3.2679,-15.4542,0.8453,-1.9555,-8.8318
3360 尚立,現股當沖比重,11.67,11.73,3.61,6.03,10.89,27.48,2.48,7.03,8.07,6.53,4.18,0
3362 先進光,月報酬率 %,18.5996,-11.07,0.2073,27.9503,26.6991,75.9895,-26.415,11.4399,19.3671,13.2637,-14.6054,14.1757
3362 先進光,現股當沖比重,21.66,1.81,1.72,33.32,14.13,0,46.15,32.55,0,50.61,49.77,48.47
3363 上詮,月報酬率 %,4.8507,1.0677,2.4648,0,34.1926,-14.7248,7.2073,-4.7619,10.2941,-10.8215,-9.5599,-5.8725
3363 上詮,現股當沖比重,27.1,14.42,1.09,2.54,15.69,14.97,11.85,6.03,27.9,1.36,7.55,3.53
3372 典範,月報酬率 %,-2.8572,-0.401,-2.0133,2.1919,-0.5361,-5.2561,-7.6813,-3.0817,-4.1335,9.453,-5.1513,-0.9586
3372 典範,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3373 熱映,月報酬率 %,-9.3302,10.2905,-6.4593,9.9744,-4.6512,-4.1464,-7.3791,-1.3735,2.0306,-2.247,-1.4367,3.207
3373 熱映,現股當沖比重,0.98,1.56,1.84,1.84,0,0,0.96,0,2.13,6.98,16.67,5.48
3374 精材,月報酬率 %,-7.6443,9.9663,12.4425,45.3555,-15.4134,0.4445,8.5176,1.529,10.4416,11.6363,-17.5895,17.7866
3374 精材,現股當沖比重,8.6,11.75,15.4,28.75,13.79,28.16,26.56,33.54,28.91,37.22,36.34,31.88
3379 彬台,月報酬率 %,-12.5117,-2.1671,15.1714,4.8077,0.4586,-5.0227,47.1154,-19.9348,3.2651,2.3715,-1.5444,-1.5686
3379 彬台,現股當沖比重,0,5,6.95,2.26,6.27,0,21.85,18.6,14.22,21.8,8.33,17.29
3388 崇越電,月報酬率 %,7.2039,-1.92,0.1631,2.443,0.7947,2.5237,2.4616,-0.6006,3.4476,2.3291,1.0622,1.6518
3388 崇越電,現股當沖比重,0,2.77,0,0,0,0,0,0,0,8.3,6.61,2.12
3390 旭軟,月報酬率 %,-5.8022,10.8698,-1.6339,17.2757,16.4307,15.5717,-9.0529,-2.778,18.8597,-0.2088,-7.5314,4.2987
3390 旭軟,現股當沖比重,3.12,1.12,0,1.85,1.7,34.4,15.57,4.67,0.84,35.11,4.37,2.02
3402 漢科,月報酬率 %,-4.5455,3.8551,1.31,11.638,1.1581,-4.962,0.0002,-1.0038,3.4832,4.6808,4.0651,-1.5625
3402 漢科,現股當沖比重,3.34,2.65,1.48,5.9,2.56,6.03,4.21,0,0.72,1.92,24.76,0.48
3426 台興,月報酬率 %,-2.8874,18.7501,4.8421,18.6749,20.9811,-6.7134,5.0976,-7.7032,9.7372,8.7963,-1.3405,0.2718
3426 台興,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3434 哲固,月報酬率 %,-1.626,0.8266,-1.6393,9.1666,12.2137,3.7417,-8.5247,16.8459,-9.2025,-7.0081,-1.5151,-1.1539
3434 哲固,現股當沖比重,15.78,29.55,33.33,0,31.25,58.05,0,50.32,0,15.25,0,48.17
3438 類比科,月報酬率 %,-11.2022,6.769,2.0173,11.0171,-1.7811,23.316,-6.5126,-4.7189,-3.302,-2.683,9.2733,31.8809
3438 類比科,現股當沖比重,0.89,3.79,7.25,2.47,0.96,24.16,34.19,28.32,11.01,9.08,23.88,60.49
3441 聯一光,月報酬率 %,7.8573,1.9866,28.5716,-1.2628,0.2557,139.7958,-15.0001,3.3792,14.6492,15.9607,-3.9324,-1.5593
3441 聯一光,現股當沖比重,6.5,4.51,9.32,21.8,12.27,0,48.73,49.29,37.7,47.75,49.95,51.38
3444 利機,月報酬率 %,2.6455,-0.5154,-5.6994,5.4943,2.0836,1.0206,-2.7777,-1.8182,3.4533,0.5389,1.0724,34.2175
3444 利機,現股當沖比重,1.13,0,7.64,0,3.26,2.04,6.35,0,0,6.25,2.22,36.99
3452 益通,月報酬率 %,-7.9592,1.2197,7.6669,1.7295,-7.8002,-0.976,-0.7666,-3.6425,-4.811,-2.6472,21.6316,0.4065
3452 益通,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3455 由田,月報酬率 %,13.8507,13.3815,-6.0086,24.201,3.4925,-7.2825,-3.4482,4.5633,2.8464,2.7677,-8.079,2.5389
3455 由田,現股當沖比重,17.11,20.29,3.22,22.32,6.51,7.69,5.09,17.48,5.9,7.58,6.35,4.42
3465 進泰電子,月報酬率 %,-19.697,-15.0943,42.2222,41.7969,1.3773,2.7175,-8.9946,-9.8836,0.6451,-4.1666,-5.0167,-1.4084
3465 進泰電子,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3466 致振,月報酬率 %,-4.6574,-1.1494,0.8721,12.3919,0.2564,-2.8133,0.5265,-0.2616,-6.152,-8.908,1.5773,0
3466 致振,現股當沖比重,0,0,0,0,20,29.03,4.15,8.76,18.18,30.96,0,0
3479 安勤,月報酬率 %,-7.593,8.9163,-5.7785,0.3406,2.3771,-6.965,-9.091,6.5721,0.7875,-2.9299,-3.3199,4.6827
3479 安勤,現股當沖比重,5.64,6.86,2.41,0.7,3.06,3.85,0.76,2.81,15.87,3.13,2.93,2.94
3483 力致,月報酬率 %,-13.1848,-0.9861,0.1992,30.0201,-6.7278,2.1311,-14.7671,0.3766,-0.9382,-7.0075,9.5346,7.431
3483 力致,現股當沖比重,3.55,6.02,0.37,13.22,9.36,3.89,0,11.76,29.41,2.56,3.55,3.05
3484 崧騰,月報酬率 %,-2.5548,-1.2484,-1.8962,5.2834,-0.3674,1.5973,2.4184,-5.3131,0.7481,-0.3245,11.0967,-3.3292
3484 崧騰,現股當沖比重,12.93,2.92,4.68,12.89,4.49,6.12,24.83,5.57,0,10.64,8.19,3.01
3489 森寶,月報酬率 %,7.9718,-2.8038,-3.3654,0.9949,19.2119,-4.1321,-13.3621,-4.0795,1.3915,-0.1079,1.618,-2.017
3489 森寶,現股當沖比重,0,2.38,0,5.13,3.41,0,9.09,0,0,4.55,5.13,4.08
3490 單井,月報酬率 %,14.2651,12.9813,-2.6515,4.0208,-5.8601,-10.7285,-0.5934,-7.1644,-1.4472,-10.7666,9.6891,8.4254
3490 單井,現股當沖比重,21.82,16.25,4.36,4.61,5.56,25.12,17.47,18.13,13.01,9.29,20.65,20.98
3491 昇達科,月報酬率 %,6.0871,6.2296,13.4259,-0.5441,-0.9576,7.3205,5.1481,-0.8567,13.4599,-7.8856,-2.8537,-0.7662
3491 昇達科,現股當沖比重,4.28,4.62,16.06,2.79,3.99,9.7,32.5,15.37,11.68,10.97,6.23,4.67
3492 長盛,月報酬率 %,-4.1531,3.3332,-0.8064,6.5043,0.3054,-5.7839,42.1645,-9.5455,12.9395,-1.6931,-13.7808,1.9122
3492 長盛,現股當沖比重,28.57,10.58,2.69,1.73,12.32,4.02,39.99,12.48,19.06,12.19,2.82,6.06
3498 陽程,月報酬率 %,3.0755,16.4641,0.3794,16.257,-10.7314,-1.275,-4.9815,-0.3882,19.6882,-4.8831,-4.1451,-3.4233
3498 陽程,現股當沖比重,7.03,16.91,2.8,13.02,9.66,9.65,6.47,9.41,35.81,11.87,14.39,10.43
3499 環天科,月報酬率 %,-5.6073,10.8911,-3.8692,0.6192,2.154,-9.036,-0.0002,-1.6557,3.0302,32.353,-4.6913,-1.5544
3499 環天科,現股當沖比重,0,9.04,9.59,4.2,2.1,11.14,29.2,12.47,2.38,36.49,42.51,8.21
3508 位速,月報酬率 %,4.4873,-2.4538,-3.4589,7.4918,-3.0303,-3.7499,-2.2727,1.9932,-1.6289,38.4105,11.0051,76.7241
3508 位速,現股當沖比重,5.61,9.35,6.77,5.26,5.23,0,19.35,9.35,6.11,41.35,23.13,0
3511 矽瑪,月報酬率 %,-9.7625,6.725,8.4934,-3.5354,10.733,-6.6194,0.7598,-3.7687,-7.505,16.7149,-4.6913,-0.7773
3511 矽瑪,現股當沖比重,6.61,6.86,0,5.26,7.06,1.52,0,43.62,9.52,25.73,39.04,15.14
3512 皇龍,月報酬率 %,-4.7271,-1.145,0.9654,12.8107,64.0677,-13.2231,-0.2382,36.9927,23.6932,-31.4789,-8.3245,-5.7174
3512 皇龍,現股當沖比重,0,0,5.41,0,7.04,26.18,1.05,48.42,42.35,15.36,4.79,5.66
3516 亞帝歐,月報酬率 %,-4.4995,4.4759,-0.7891,13.6363,9,-9.2662,-1.9211,3.0928,-0.0001,1.4999,4.4335,5.1888
3516 亞帝歐,現股當沖比重,0,6.67,0,1.22,30.03,0.78,0,1.78,7.07,0,5.26,0
3520 振維,月報酬率 %,6.2502,-2.6257,15.4259,20.5607,-2.3257,-3.9683,1.6529,-10.9757,-48.0365,33.0405,-28.0053,-15.4129
3520 振維,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3521 鴻翊,月報酬率 %,-3.7383,-6.5051,-3.8422,5.8315,-4.4899,-0.7479,-0.5385,-0.5412,-1.5235,-5.3039,-0.1168,-6.7757
3521 鴻翊,現股當沖比重,8.02,0,22.22,0,3.02,0,0,0,0,0,0,0
3522 御頂,月報酬率 %,9.1755,-3.0853,1.6466,-3.0239,1.5593,-9.32,14.0265,-3.1813,-2.7382,-10.8108,-2.399,-6.7271
3522 御頂,現股當沖比重,23.06,0.72,7.77,3.49,1.73,22.53,19.48,6.98,3.96,6.47,30.44,7.69
3523 迎輝,月報酬率 %,-30.7692,-2.5089,0.7353,-1.0949,-9.9631,-22.1312,6.8421,18.2264,-15.8333,-0.9901,0,-2.9999
3523 迎輝,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3526 凡甲,月報酬率 %,9.915,-3.8661,-9.6513,6.6766,-2.5035,-0.2853,3.4334,7.7454,2.422,-12.9681,10.2915,18.9415
3526 凡甲,現股當沖比重,36.23,7.36,6.89,9.29,6.69,10.84,31.98,25.64,12.94,29.1,36.15,29.89
3527 聚積,月報酬率 %,-0.4267,1.8571,-2.1039,3.1517,1.6667,-1.6393,15.9724,-11.6169,2.981,-11.3566,-5.4277,18.2609
3527 聚積,現股當沖比重,8.38,3.64,3.84,1.29,7.05,0.72,22.03,1.92,1.78,5.38,11.24,7.72
3529 力旺,月報酬率 %,-5.9702,24.4444,2.0409,10.0001,-2.3863,-3.2595,-5.6559,3.0867,11.5721,-5.9751,-4.5566,-7.1609
3529 力旺,現股當沖比重,0.77,5.06,14.1,10.39,9.45,9.09,11.16,1.77,37.64,14.45,11.4,8.11
3531 先益,月報酬率 %,2.5862,-3.0813,11.2715,5.9741,9.3136,3.8115,14.0388,3.2197,6.7602,14.1072,-3.9124,-3.2574
3531 先益,現股當沖比重,0,0,0,2.56,0,23.08,0,0,0,10.28,0,4.94
3537 堡達,月報酬率 %,-6.4221,2.451,0.4783,3.3333,5.9908,-4.7827,-1.1417,0.6928,-3.2067,2.757,-1.9511,-1.2438
3537 堡達,現股當沖比重,3.25,3.23,0,2.35,6.82,2.55,9.57,7.69,2,2.36,1.06,4.36
3540 曜越,月報酬率 %,-15.4812,8.4159,-0.9133,-2.7649,-3.7916,-3.9408,18.7178,-8.6394,5.2009,-2.5573,-0.0002,7.2467
3540 曜越,現股當沖比重,13.18,6.97,5.85,3.81,1.86,9.08,32.15,1.19,2.85,1.72,8.46,27.66
3541 西柏,月報酬率 %,0.772,-0.3834,-0.7691,6.5892,17.4545,-8.9784,5.4422,2.5806,6.9183,-7.2157,-10.7143,-1.2001
3541 西柏,現股當沖比重,12.47,17.3,8.5,19.98,6.6,1.08,3.56,18.41,11.18,9.26,8.18,5.82
3546 宇峻,月報酬率 %,-6.2134,-1.1249,7.4589,-7.0589,2.1517,14.0024,6.7393,-8.5539,-1.5677,3.0771,7.214,6.1484
3546 宇峻,現股當沖比重,26.64,4.05,10.86,20.97,7.31,17.36,26.06,20.88,15.38,23.18,15.74,29.7
3548 兆利,月報酬率 %,-0.0001,2.4509,3.6684,-0.3076,-12.3457,-4.4016,10.1292,0.669,6.6485,-2.9754,-8.8587,1.4953
3548 兆利,現股當沖比重,7.48,8.1,3.02,7.56,7.73,7.04,2.63,7.16,18.62,1.87,2.87,7.47
3551 世禾,月報酬率 %,-11.8642,4.1959,-1.1744,8.3192,-5.6427,-0.9966,-2.0134,9.5888,-1.1586,15.4974,1.4123,10.0279
3551 世禾,現股當沖比重,0,9.33,0,0,0,0,0,7.38,0,19.93,15.31,5.17
3552 同致,月報酬率 %,-40.4761,5.273,1.5544,8.3333,-17.8963,-20.8413,-16.1835,8.9338,13.7565,-11.5533,10.4111,-2.9774
3552 同致,現股當沖比重,45.36,23.03,26.16,22.35,12.32,34.02,29.88,24.65,37.64,41.17,31.67,27.74
3555 重鵬,月報酬率 %,-4.0687,3.589,10.2361,-2.2858,2.047,-2.7221,-0.2946,-1.3293,33.4354,-19.326,1.5321,2.0574
3555 重鵬,現股當沖比重,12.74,0,0,8.54,5.96,10.41,0,7.89,17.19,12.19,19.12,0
3556 禾瑞亞,月報酬率 %,-5.6325,3.6649,-2.6262,5.8092,3.7257,-2.2684,1.9344,0.3795,3.6429,6.3009,-5.9274,2.0326
3556 禾瑞亞,現股當沖比重,4.1,2.3,0,1.39,0.41,1.17,0,1.1,19.49,3.49,6.82,0
3558 神準,月報酬率 %,21.2122,-4.3749,3.268,7.5948,-12.647,-5.0506,-3.5461,2.9412,2.3561,-14.7602,12.5543,3.0768
3558 神準,現股當沖比重,19.92,5.7,6.71,7.25,2.36,10.89,7.2,7.09,10.86,11.87,11.57,10.61
3562 頂晶科,月報酬率 %,-25.6505,19,-13.8655,23.4148,5.5055,37.4407,-6.2068,-13.9707,-2.5637,-5.7017,40.9302,-9.2409
3562 頂晶科,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3564 其陽,月報酬率 %,-7.0327,-5.2852,-1.2035,0.0001,-12.071,-5.038,-22.679,1.2005,2.8814,-0.8401,6.2382,-7.1174
3564 其陽,現股當沖比重,5.81,7.04,7.69,4.35,5.69,2.77,0,0,10.53,4.21,9.66,56.71
3567 逸昌,月報酬率 %,15.0235,-2.653,-2.9349,29.5896,-1,-6.9024,5.0634,-4.6471,0.7392,2.8902,0.5617,8.9385
3567 逸昌,現股當沖比重,18.74,3.92,6.41,6.4,12.58,4.54,2.32,0,1.03,0,26.4,26.52
3570 大塚,月報酬率 %,6.3291,2.7776,-2.3165,-2.9644,0.2037,-0.6096,1.5338,11.1781,-1.2682,-4.4958,-6.5305,3.0568
3570 大塚,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3577 泓格,月報酬率 %,-10.921,5.3178,-0.4206,-0.9858,3.5565,1.3735,0.2709,2.973,0.9869,4.692,-5.0418,-5.3097
3577 泓格,現股當沖比重,7.01,9.09,5,0,7.14,0,0,0,0,4.12,0,0
3580 友威科,月報酬率 %,-8.1909,29.9258,7.8685,-16.1803,-14.8733,41.8219,9.1744,-23.1691,6.25,4.4118,-4.2255,28.0929
3580 友威科,現股當沖比重,0,45.43,12.87,20.48,5,36.44,0,32.77,0,0,0,0
3581 博磊,月報酬率 %,-3.6364,1.258,1.8633,-1.8292,16.1491,46.5241,-18.9781,1.5765,-1.6842,-4.9526,-3.9701,3.1006
3581 博磊,現股當沖比重,0,12.5,5.26,0,4.48,55.61,42.79,19.01,21.21,44,19.23,29.41
3587 閎康,月報酬率 %,-5.0125,8.5751,9.2345,29.0321,-3.4481,-7.1427,11.0578,8.2253,-11.9643,-6.542,-3.0001,-9.2538
3587 閎康,現股當沖比重,4.02,0,1.51,7.75,6.51,21.74,6.25,23.18,23.77,14.16,21.25,5.3
3594 磐儀,月報酬率 %,-10.1167,0,1.2987,-2.9915,-1.3214,-3.7947,-1.6242,2.8303,34.8623,16.6668,-13.6628,5.1901
3594 磐儀,現股當沖比重,0,0,5.3,0,0,0,24.12,23.36,36.02,25.28,16.32,17.26
3609 東林,月報酬率 %,1.8987,-4.9687,4.5751,2.4999,0.3049,0.304,-3.6365,-0.0001,-0.6288,-2.2152,0.3235,-2.9032
3609 東林,現股當沖比重,0,0,2.93,14.28,0,7.27,0,0,7.41,7.14,9.09,12.82
3611 鼎翰,月報酬率 %,-10.0003,17.6328,2.6694,0.6002,-8.151,-3.8961,6.0808,-6.5817,-0.0532,8.5716,5.7016,-8.5063
3611 鼎翰,現股當沖比重,8.57,5.62,3.39,4.87,2.77,2.63,15.73,12.78,5.95,10.02,3.01,10.87
3615 安可,月報酬率 %,1.366,33.6927,-6.0484,26.824,-5.2452,-5.5356,-14.7451,7.3173,1.0331,10.057,2.4251,-12.4611
3615 安可,現股當沖比重,3.62,32.84,7.31,7.82,9.42,11.76,9.38,7.4,19.14,47.33,0,10.24
3623 富晶通,月報酬率 %,2.2099,-3.7837,-9.7379,2.2822,15.8213,-6.48,-8.8014,6.1603,-11.7172,-8.9393,-3.6649,5.7066
3623 富晶通,現股當沖比重,4.06,0,0,1.37,7.16,3.29,1.59,31.48,13.51,1.17,0,0
3624 光頡,月報酬率 %,-10.7142,3,-0.9708,7.108,-7.0938,-0.7389,-4.2184,-1.0362,-2.1506,12.0879,4.9021,7.7101
3624 光頡,現股當沖比重,0,0,6.06,0,0,0,0,7.32,6.67,3.84,29.1,35.59
