證券代碼,Data Field,2015/7/3,2015/7/9,2015/7/17,2015/7/24,2015/7/31,2015/8/7,2015/8/14,2015/8/21,2015/8/28,2015/9/4,2015/9/11,2015/9/18,2015/9/25,2015/10/2,2015/10/8,2015/10/16,2015/10/23,2015/10/30,2015/11/6,2015/11/13,2015/11/20,2015/11/27,2015/12/4,2015/12/11,2015/12/18,2015/12/25,2015/12/31,2016/1/8,2016/1/15,2016/1/22,2016/1/30,2016/2/3,2016/2/19,2016/2/26,2016/3/4,2016/3/11,2016/3/18,2016/3/25,2016/4/1,2016/4/8,2016/4/15,2016/4/22,2016/4/29,2016/5/6,2016/5/13,2016/5/20,2016/5/27,2016/6/4,2016/6/8,2016/6/17,2016/6/24,2016/7/1,2016/7/7,2016/7/15,2016/7/22,2016/7/29,2016/8/5,2016/8/12,2016/8/19,2016/8/26
3036 文曄,週報酬率 %,-1.4989,-3.261,4.1573,-4.0993,0.4163,-4.0951,-2.8924,-5.8155,0,0.0001,4.3674,0,-3.7518,1.3493,2.2189,4.9204,0.1379,0.4132,0.4115,-4.3717,0.7143,-1.5602,3.7465,-2.9166,0.1431,1.1429,0.2824,-3.3803,-2.7697,1.1995,2.2222,7.2464,3.1081,1.8349,-0.3861,0.5168,0.5142,-1.2788,0.5181,0.6443,-0.256,-0.6419,0.3877,-1.1582,3.9062,0.2507,0.625,-0.7454,1.8774,-0.2457,-1.9703,4.7739,-0.3596,5.6559,0.2278,-1.0228,-0.1194,9.5607,4.0094,-0.6803
3036 文曄,現股當沖比重,0.64,4.4,0,0,1.15,0.33,2.12,1.32,0.88,0.14,1.12,1.99,2,1.65,1.83,1.21,1.59,2.31,0.16,1.7,1.69,0.2,5.01,3.66,0,2.02,0.7,0,0,0,0,11.96,2.62,4.66,0.93,1.29,1.01,0.08,1.24,2.19,1.52,1.21,0.7,8.13,5.2,1.43,3.44,4.58,2.72,1.75,1.24,1.54,1.42,8.43,2.9,0.12,1.4,4.81,5.82,0.27
3037 欣興,週報酬率 %,0,3.1056,2.4097,-2.9412,-6.7359,-5.0335,-5.6537,-14.9813,9.2511,4.8387,4.2308,4.428,-12.0142,6.8273,4.1353,5.4151,-3.0823,1.0602,7.3427,-6.8404,2.0978,1.7123,0.6734,-4.0133,2.0905,-1.0239,-3.7931,-6.0931,-6.4885,1.6327,12.0483,2.8675,15.6795,1.8073,0.5917,0.5882,-5.848,-4.3478,0.6493,0,3.2257,-4.375,0.9805,-15.2104,0.3817,1.5209,4.8689,-0.7143,0.7194,-2.5001,1.4652,1.805,-1.773,-0.722,1.8183,-0.697,-3.3088,-1.1407,0.3845,0.7663
3037 欣興,現股當沖比重,10.56,11.94,10.61,4.94,6.58,6.97,6.02,4.91,7.68,14.39,5.15,13.17,12.34,9.79,8.59,7.23,9.54,11.31,5.24,10.25,7.31,29.81,4.68,40.32,9.71,10.31,5.27,13.36,5.05,2.43,9.58,3.36,14.52,6.48,6.56,2.51,7.87,9.9,3.17,10.01,5.09,3.81,5.65,4.61,3.18,7.27,2.23,2.16,2.38,1.76,6.25,1.9,5.72,9.12,3.22,4.67,1.68,2.35,3.19,1.89
3038 全台,週報酬率 %,-2.3193,-3.6312,0.7247,-2.7338,-3.1065,10.6871,-0.4137,-10.3878,-1.0819,7.8125,9.1304,2.2576,-1.2987,5.2632,-1.5001,1.5229,4,5.2885,5.9361,0.2154,7.5268,0.5,0.9949,-2.7585,0.8105,0.5025,0,-9.1,-4.2904,4.4827,1.1,0.8705,12.1898,8.1731,6.2222,13.8075,-1.4705,-3.7313,3.876,-1.4926,-3.4091,-8.6274,5.5794,-10.5691,0.9091,0,7.2073,2.1009,-0.8231,-6.2241,-5.7522,6.5727,-3.5243,0.4567,0.9092,-0.0001,8.1081,-10,2.9272,-0.463
3038 全台,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,8.46,1.56,14.28,13.87,4.85,6.21,2.17,2.84,4.63,2.29,2.86,10.4,9.21,2.8,7.55,9.07,5.65,3,8.36,4.65,6.32,2.25,2.3,6.06,1.73,1.69,8.64
3040 遠見,週報酬率 %,-0.9446,-0.8344,0.9616,-1.9048,-0.2427,-1.2166,-0.4926,-5.3218,-23.1372,12.7264,1.6556,-1.303,-0.3299,3.4768,7.2,4.4776,6.8572,-1.0695,2.4324,-8.4433,1.2968,-3.8406,0.5917,-6.3235,-1.0989,0.3174,-3.0064,-5.057,2.5773,0.335,3.1719,-2.9125,0.3334,-0.4985,8.6812,0.6144,-1.374,0.1548,-4.1731,-1.6129,-1.6394,-0.1666,-1.1686,1.3514,-0.6667,0,0,1.0067,2.6578,-1.7799,-0.1648,0.9901,2.1242,3.0087,1.2027,-2.0374,0,-3.2929,-3.0466,3.8818
3040 遠見,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,17.07,0,2.17,5.05,0,5.25,12.8,0,0,12.24,10.09,0,38.2,0,1.38,0,5.8,1.1,5.51,2.43,0,0,0,9.12,1.72,3.06
3041 揚智,週報酬率 %,5.7057,-7.9545,0.9259,-8.2832,-8.0987,-0.7663,4.2472,-6.2963,-3.162,7.7552,19.6969,-1.5823,0.3215,0,0.9616,1.5873,-2.5,7.0513,3.2934,-10.1451,20,-2.9571,0.2771,-6.6298,5.6214,3.6414,1.6215,0.266,-0.5306,7.1999,30.0994,1.1472,-3.5917,2.7451,-0.3817,-2.8735,-2.5642,-5.2632,1.7094,-3.9916,-8.0962,-1.4286,-5.5556,-6.9054,-4.6703,-6.9164,16.7183,-5.3049,0.8404,-5.8334,-3.5398,1.8349,-3.9039,13.1251,-1.6575,0,1.6855,-6.0774,-0.2941,0.295
3041 揚智,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.27,13.39,8.59,19,7.14,7.96,7.04,5.78,6.52,8.61,7.61,6.4,15.07,3.21,5.24,8.31,6.42,9.07,6.75,5.66,7.37,6.01,20.29,7.43,3.24,6.87,6.56,5.04,3.41
3042 晶技,週報酬率 %,-3.6993,-6.8154,-2.1278,-4.0761,-3.3994,-0.2933,2.7941,-6.6559,6.2913,2.0249,2.2901,5.821,-4.5136,3.3974,2.4285,-1.8131,4.8296,2.9811,-3.0263,-3.7991,0.9872,-2.6536,1.4348,-2.4046,3.3334,1.1221,-0.5547,-5.0209,-0.1469,0.2942,1.9061,-1.2949,9.1836,3.8717,1.5425,4.0507,4.6228,2.2093,-1.0238,-3.2183,0.5937,-3.1878,0.244,4.1363,0.4674,1.279,1.0332,-1.9318,4.9826,-1.7661,0.2247,0.3363,1.0057,2.1018,-2.817,-3.6789,4.3981,-0.619,-2.0095,0
3042 晶技,現股當沖比重,2.58,6.52,1.45,1.08,2.37,1.71,3.73,1.61,0.95,3.31,6.72,4.23,3.32,11.22,2.81,3.68,5.02,4.79,1.7,3.93,0.61,1.29,4.26,1.52,1.76,0.43,0.48,2.33,1.35,0,0.78,1.64,2.56,3.01,3.51,6.65,6.8,6.85,5.07,4.49,4.2,2.39,2.68,4.38,10.98,5.03,11.62,2.34,4.19,6.9,6.62,8.2,2.62,1.9,5.41,3.22,2.57,1.54,1.64,0.94
3043 科風,週報酬率 %,-9.5505,-16.1491,12.963,-6.5574,-5.2632,-12.963,-4.681,3.125,5.6277,-0.8197,-0.4132,7.8838,-6.923,4.9587,-7.0867,8.0508,14.9019,18.0887,-4.9132,-14.5897,19.2171,-6.5672,4.4729,-2.7523,-2.5157,0,0.0001,-9.6774,-12.4999,-3.6735,0.8475,2.521,34.8361,-13.9818,-2.8269,-7.2727,-1.1765,-2.7777,-0.8164,-4.9384,-0.433,-0.0001,-0.8696,-3.0702,-4.0724,-3.3019,-19.5122,9.0909,-7.7778,-1.2049,23.1708,30.693,8.7122,-11.1498,0.0001,10.5883,-8.1561,-3.0888,-7.5697,-1.724
3043 科風,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3044 健鼎,週報酬率 %,3.5523,-5.3173,0.1812,-2.9633,-2.7452,-0.9072,-1.3225,-9.7938,-1.1429,7.5144,2.7957,2.615,-2.6505,2.4084,-0.1023,3.173,-1.0913,0.7021,5.1793,4.5454,4.348,-0.8681,-0.1751,-4.3859,5.1376,-1.3961,-0.885,-1.9643,-3.2788,0.1881,2.6316,0.7326,3.6364,3.1579,2.0408,-0.1666,0.3338,-1.1647,-1.6835,1.0275,1.356,-0.8361,-0.3372,-4.2302,-0.7068,0.5338,3.1858,8.7479,-1.2618,-1.2779,-0.1619,1.1345,-0.9616,6.4724,4.7195,-0.4573,0.7658,-0.7599,-0.6126,3.8521
3044 健鼎,現股當沖比重,15.99,8.11,0.73,3.06,1.71,6.11,20.59,1.83,1.84,3.85,2.82,3.46,6.34,1.91,4.48,1.16,4.19,0.4,3.51,6.08,5.81,1.07,6.7,2.93,3.57,1.47,24.92,2.42,3.86,2.95,2.94,2.45,2.38,1.34,1.55,3.32,22.66,6.62,3.48,0.93,4.14,6.07,9.28,6.25,4.55,10.95,1.79,2.97,1.12,0.94,5.23,0.57,3.57,2.84,2.45,3.29,3.78,11.33,2.79,0.71
3045 台灣大,週報酬率 %,-0.0001,-2.9127,2,1.4705,0.9662,0.0001,-1.9139,-2.439,-1.7999,1.6293,1.2024,2.9703,-3.8461,0.5,0,2.4875,-0.9708,0.4903,0,-2.439,1,-0.99,-1.1999,-0.8097,-0.3061,1.0235,1.3171,-2.4999,0.5128,1.3265,0.6042,-0.3003,1.4056,1.4851,-0.4878,0.9804,0,1.4563,0.0001,-0.4785,2.4039,-0.4695,0.4717,0.4696,3.271,0.4525,0,0.4505,2.2422,0.4387,-1.7468,4.9778,0,0,-1.3333,-0.9009,0.9091,4.5046,-3.8793,2.6905
3045 台灣大,現股當沖比重,0.92,5.4,2.19,0.84,0.53,2.1,9.27,5.26,3.39,6.86,3.99,1.5,8.98,3.06,5.49,1.11,3.87,3.75,4.33,4.76,13.67,7.36,1.24,1.41,0.92,2.75,1.19,5.25,5.32,0.83,0.37,0.48,3.96,4.47,1.82,1.38,4.02,0.71,5.41,8.06,0,5.69,2.38,9.1,7.61,1.54,0.64,7.85,3.25,1.74,6,0.46,2.92,5.08,2.43,4.1,8.77,6.84,2.65,9.95
3046 建碁,週報酬率 %,-0.0001,-3.0822,0,-15.1944,7.0833,-6.6147,-2.0834,-9.3617,-7.4178,17.14,5.1947,-0.0001,-1.646,1.2552,1.2396,-2.8571,-1.2605,-3.8298,-3.0973,-4.1096,-0.0001,-0.9525,-0.9616,-6.3106,-1.5544,-4.3158,-0.9901,0.5556,-7.1824,3.5714,8.6208,-4.127,0.4415,1.0989,-3.8044,-1.6949,0.4597,-5.0344,-4.3373,0.126,-1.3837,-16.0714,-0.456,1.8321,-3.2984,-2.3255,2.6984,0.1546,-1.2346,0.7812,-1.7054,0.9464,0.1562,11.7005,1.1173,-1.9336,0.7043,-5.1749,3.0973,-1.4306
3046 建碁,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3047 訊舟,週報酬率 %,0.0001,-3.3816,3,1.0309,-8.1633,-2.7778,1.4857,-12.8378,3.3592,6.7501,8.0796,4.0087,0.8333,-0.2066,7.1429,3.8648,1.8605,0.9132,-1.3575,-5.0458,5.7971,-5.0228,2.8846,-6.5421,0.5,0.4975,6.4356,4.6512,-11.1111,13.0001,12.3894,-9.4488,1.7391,-0.8546,4.3103,-3.3058,-1.7093,0.8695,-5.6035,0.4566,-2.7273,-5.1402,-1.4778,0,-4.5,0.5236,4.0624,2.102,0.4901,0.4878,-1.9417,2.9702,-0.9615,2.4908,0.995,-1.5763,2.1021,7.8432,-1.3636,4.1475
3047 訊舟,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,4.02,6.91,6.7,10.34,5.96,1.02,6.6,2.89,6.13,2.4,0.84,0.31,2.16,1.53,2.49,7.48,4.83,8.43,1.67,8.32,4.33,0.41,0.31,0,0.36,10.19,3.46,26.89
3048 益登,週報酬率 %,-0.5737,-6.1539,2.0491,-3.2128,-4.7718,-6.1963,1.6349,-11.5282,1.5152,12.8358,13.7566,-1.8605,-5.4503,3.0075,-0.2433,4.1464,0.2341,-0.2338,0.7026,-8.8371,-1.5306,0.2591,2.3255,-8.5859,4.9723,4.7369,-4.02,-6.8062,-6.4606,0.9009,5.6548,-1.1268,7.1225,-0.266,1.0667,1.8469,1.8135,-9.6693,-3.0987,-2.0349,1.187,-0.5866,-3.8349,5.5215,-3.7791,-1.8127,2.7692,1.497,-0.295,-0.5917,2.6787,5.2173,-1.3774,0.5587,5.0001,-1.3228,3.4852,0.7772,-3.2707,-0.3086
3048 益登,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,5.26,3.14,3.25,0.28,3.99,3.53,2.8,1.89,1.27,0.96,8.46,1.68,5.27,1.64,0,0,0,2.33,1.77,0.2,0.9,0.55,0.41,0.64,2.82,3.91,1.07
3049 和鑫,週報酬率 %,9.1764,-8.1896,-2.3474,-1.9231,-8.8235,-5.9141,-6.8571,-11.043,26.207,-0.5464,-3.8461,-2.2857,-3.5088,0,7.2869,-9.643,2.174,-1.9343,11.0453,-1.421,7.3874,10.7383,21.9696,-4.3479,-1.039,9.4489,-6.5947,19.6406,-11.8026,-0.4865,5.3789,-0.3481,0.4656,0.5794,-0.6911,-1.2761,-1.9978,-5.1558,-7.7117,-1.9178,-2.2346,1.2857,-0.4231,-5.2407,-17.7878,2.1819,0.3559,4.4326,-2.2072,-2.4305,15.6584,0.4615,8.2695,-2.546,-1.7417,-3.2496,1.3741,-6.7771,3.5541,9.0484
3049 和鑫,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82,7.26,13.1,3.21,3.19,7.79,8.5,2.48,8.45,8.85,4.9,6.25,10.13,6.67,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3050 鈺德,週報酬率 %,-6.3157,-6.8821,-1.5084,2.144,-0.3,-1.0526,0.7599,12.0665,4.1722,4.0051,-0.4969,-2.2472,-6.258,2.5885,-0.664,1.6044,1.5789,1.6839,0.6369,5.8228,16.8661,-9.9285,-1.1364,-2.4138,3.1802,-3.653,0.9479,-1.7606,-9.1995,0.658,3.5295,-1.7676,1.2853,3.2995,4.054,7.7922,9.4196,1.6015,0.4926,0.9804,-2.4271,-0.4975,-1,-9.495,1.5626,0.5494,9.2896,2.5,-1.4634,0,-2.9704,1.8368,-0.3006,6.5326,7.5472,5.2631,10,-4.9243,0.3984,-1.1904
3050 鈺德,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,5.63,6.96,5.33,12.3,5.31,5.65,9.38,5.15,2.2,5.08,4.91,5.18,0,1.77,0,0.52,0,0,0,8.46,1.43,5.6,27.07,18.57,6.57,5.77,3.57
3051 力特,週報酬率 %,-4.1861,-5.8252,6.1855,-26.2136,-15.6579,-3.7442,-2.7551,-11.6666,6.0377,17.4376,-3.0304,9.0625,-10.8883,-4.9839,4.907,-1.2904,25.0001,-4.5751,13.9725,-14.4232,-0.2809,-2.676,-1.1578,-12.1522,1.6666,1.6394,-0.9677,-8.4692,-10.854,-0.7985,5.6338,6.8572,-0.0001,8.3779,4.9342,-1.4107,0.7948,-6.7824,-6.0913,0.9009,-3.75,-3.896,-4.4402,-3.8383,-10.5042,6.8075,1.0989,-0.2175,-8.2789,-1.6627,-2.6569,6.948,-3.4802,-1.923,0.7354,-2.4332,-0.4987,-0.5014,-1.2594,18.3673
3051 力特,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3052 夆典,週報酬率 %,0,-0.4167,-4.1841,-11.7905,0.4951,1.9705,1.9324,-4.2654,0.4951,-1.9135,7.9347,-0.9063,-1.5244,-0.516,-1.7634,1.0559,0,-0.9405,0.3165,7.2556,-0.4902,1.9703,1.9324,-2.8436,-0.9757,-0.4925,0.0001,-2.5742,-3.4553,-2.3158,0.3233,0.3223,0,5.6745,-2.229,-1.2435,-1.8887,-0.321,-1.1801,0.2172,0.2167,-0.8648,-0.7635,-1.9781,-2.9148,-0.0001,0.2309,-0.6913,-0.116,-0.6968,-0.9358,-0.2362,-1.1834,0.3593,1.0741,-0.3543,1.4219,-0.4672,-1.0564,-0.7117
3052 夆典,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44,27.87,2.18,21.18,3.16,0,58.25,20.52,25.25,0,0,1.36,19.74,0,24,0,2.67,5.93,0.52,3.3,0,3.06,39.59,38.54,8.44,0,1.46
3054 立萬利,週報酬率 %,-2.2856,-17.2515,11.6608,-1.8987,-2.2582,11.5511,-7.5397,2.5805,-3.4591,13.0292,9.5102,-0.0001,2.1053,6.701,0.4831,-3.6058,-11.9702,4.5326,1.3551,-4.8128,1.4044,-3.047,0.2858,2.8489,-0.0001,10.2493,5.5277,-4.762,-9.75,-2.4931,3.4091,-2.1979,2.2473,12.6374,1.2195,-2.4096,0.7407,0.4901,-4.878,-4.6154,-5.914,-2,2.3324,3.1339,-1.3811,-2.241,13.4671,-0.7575,1.2722,-1.0051,6.8529,5.9382,3.1391,-1.7391,-9.292,-1.4634,-0.495,-4.2289,2.5973,-1.0126
3054 立萬利,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0.41,0,0.42,0.67,0.54,0,1.17,7.66,1.19,0,1.8,1.18,14.68,5.36,0,0,1.02,20.09,4,9.92,15.24,9.09,3.03,4,18.28,1.08,0
3055 蔚華科,週報酬率 %,-1.3888,-8.45,1.3289,-8.8523,-5.7553,-2.6718,1.9608,-13.0769,2.2124,2.1646,1.2713,4.6025,-4.8,1.6807,4.9586,1.5748,1.1628,38.6973,-1.9336,-8.7325,0.9258,-8.2568,9.6667,0.3039,4.5454,3.1884,0.8427,-0.5571,-6.4425,0.2994,12.8358,2.9101,12.5965,-2.0547,-1.6318,0,-6.635,-2.2842,1.5584,-0.2558,1.5384,-6.5657,-1.0811,0.2733,-7.3568,-2.9412,7.5758,1.9719,1.3812,-2.7249,-0.8404,2.5423,-0.551,0.0231,2.6394,-2.5715,2.6393,3.1428,-2.2161,-0.8498
3055 蔚華科,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,8.31,5.48,4.31,8.46,13.29,3.54,1.53,1.02,6.32,4.11,0.98,0.44,4.5,5.79,3.18,3.95,10.01,2.12,11.72,5.17,0.39,3.38,4.72,0.38,15,1.74,17.7,3.37
3056 總太,週報酬率 %,0.8287,-10.685,3.0674,-2.3809,-2.439,-0.3126,6.5831,-2.0588,-9.1817,20.4725,-5.2289,1.0345,-6.8259,-4.0293,-1.5267,-0.3876,-2.3345,7.5698,1.1111,-1.4653,-1.4568,-2.3166,-3.9525,-6.1728,2.1929,4.7211,4.0983,-3.1495,-6.504,0.8696,3.8792,-0.8299,0.4185,3.75,10.8434,8.6957,-2.6666,13.3562,-0.9063,-1.2195,1.2346,-1.2195,0.3087,-0.6153,-7.1207,-0.3334,3.3444,2.5889,0.3155,7.2327,-1.173,4.1149,-1.6557,0.6734,2.6756,2.28,5.7325,4.2169,0.5781,11.4943
3056 總太,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0.77,1.47,4.74,1.86,15.84,7.48,0,7.14,1.67,2.54,4.31,2.63,2.59,1.57,0,1.03,2.92,3.86,2.71,1.98,0.82,1.05,7.63,10.93,7.34,4.29,9.29
3057 喬鼎,週報酬率 %,2.8,-11.0895,-8.7526,-3.5759,-8.5164,-4.2042,-1.5674,-8.9172,-0.3497,4.9122,3.01,11.6884,-9.3023,13.1411,8.4986,-5.7441,6.3711,-5.2084,3.0218,-9.8667,2.9586,-2.2988,11.7647,-10.5262,0.294,0.2933,12.5731,1.8181,-4.5919,2.6737,10.6771,-2.1176,-0.2404,-6.2651,1.2854,-3.2996,-1.8374,-1.6043,-7.6087,2.0589,-1.7291,-14.9561,4.1378,-1.6556,-4.7139,-1.0601,12.5,-1.9048,-2.2653,0,-2.9802,3.0715,-0.9934,10.3678,4.5456,-0.8695,0.2924,-8.4547,-0.6368,6.7308
3057 喬鼎,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,7,2.86,6.79,6.46,2.46,0.66,5.81,8.05,15.09,5.2,4.7,5.36,3.43,3.15,6.77,0.84,0.19,2.94,1.36,5.1,5.12,8.96,6.99,4.9,9.31,3.23,1.07,1.14
3058 立德,週報酬率 %,-0.9479,-1.9138,0.9755,-2.8986,-5.5721,-1.9901,0.2271,-9.2971,5,8.3333,4.3957,-0.842,-1.1678,0.9667,0.4254,-0.9534,1.4973,1.1591,-0.1042,-3.9624,-0.9772,-4.1666,-2.2884,-1.288,1.7793,0,-0.5828,-2.5792,-3.7305,0.75,3.1017,0.8423,5.1313,0.9081,2.4747,3.0735,4.1533,0.5113,-1.7293,0.207,-2.8926,2.0214,-1.4599,-1.6931,-1.9376,-0.4392,0.9923,0,0.2183,-1.1983,0.9924,0.8733,1.1906,2.139,1.8848,-1.7472,2.2422,-0.4314,-0.325,0.5434
3058 立德,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.62,0,1.47,3.94,4.99,4.64,3.91,2.91,9.92,22.2,0,3.36,4.25,0,33.33,0,0,0,1.93,8.28,1.13,13.11,0,5.99,0,0,0,0,0
3059 華晶科,週報酬率 %,-3.4484,-15.0001,9.6638,4.4061,-7.7064,-3.3798,-0.4115,-6.1983,-10.1322,15.8289,10.4444,-0.8049,9.5335,6.1111,-1.7451,-0.1778,1.4234,-4.9122,6.0885,-6.7826,16.2313,-4.3339,1.5101,-11.405,2.0523,0.1828,-2.1898,0.7463,-14.4444,2.1646,9.9576,1.3487,3.8023,6.2271,1.8965,-2.3688,-4.506,-0.3629,-0.9108,-4.7794,0.7722,-6.8966,-0.2058,-5.9794,-12.2807,-2,7.1428,7.1429,-2.4444,-3.4168,-2.1227,3.8555,-0.2321,4.6512,4.889,-2.7543,4.1394,-8.5773,0,-0.2288
3059 華晶科,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,9.64,19.75,6.31,4.44,13.68,6.95,27.67,8.39,3.95,6.27,11.11,12.5,9.36,9.26,5.77,22.37,3.31,6.79,6.08,11.65,5.48,10.73,3.6,5.55,8.32,4.93,3.87,4.36
3060 銘異,週報酬率 %,0,-22.7578,0.2903,0.1447,-4.4798,-3.3284,-18.634,-1.3946,-2.4242,12.8364,5.1376,-1.5707,-3.7234,5.5248,7.3299,1.6261,-0.64,1.7714,0.1581,-6.951,0.5094,-3.0405,-2.0906,-3.0249,1.101,-1.0889,4.5872,-11.4034,-5.5446,0.8386,4.366,-3.2868,7.9301,-0.7633,3.4614,5.3904,2.6455,-5.3265,-2.1779,-0.1856,-2.0445,-3.6052,-1.1811,-2.5897,-11.8609,-1.276,4.2304,0,-1.5784,-4.8109,-1.805,6.7402,-0.3444,2.8802,1.5912,-1.5661,0.8567,-0.971,-1.7157,-2.2444
3060 銘異,現股當沖比重,16.6,28.06,16.9,12.25,9.2,14.35,21.2,14.42,8.74,23.64,16.87,14.21,20.2,11.29,16.41,13.06,17.81,16.21,8.83,15.78,10.16,10.09,11.92,7.88,14.99,2.93,14.36,16.13,11.51,9.85,5.58,2.03,6,8.01,3.96,10.77,8.53,3.78,4.46,2.47,7.71,5.73,4.18,1.45,14.37,12.41,4.92,4.37,3.3,5.64,7.85,7.92,3.65,2.29,1.46,2.58,2.11,5.73,3.91,3.96
3062 建漢,週報酬率 %,-3.5874,-6.279,-1.4888,-6.5861,1.1204,-3.6012,-6.6092,-14.4615,6.8346,-2.3569,3.4483,4.6667,-3.5032,8.2508,-1.2196,2.7778,1.8019,0.59,1.7596,-7.2046,9.6273,-7.6487,0.6136,-5.4877,0.3227,0.643,3.5144,10.494,-7.8212,11.8182,17.6152,-4.1475,0,0.0001,3.6057,-3.2482,0.7195,-5.7144,0.7575,-1.0024,-6.0759,-4.0431,-6.4607,-3.6037,-0.3115,2.1874,11.6207,0.5479,-0.5449,-2.7398,2.5352,2.4726,3.4852,-1.8135,12.6648,-3.2786,2.1791,-3.4341,-3.0929,7.7127
3062 建漢,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35,9.19,6.64,8.21,3.56,6.18,3.08,10.08,6.72,3.08,2.59,2.16,2.29,4.33,8.9,18.02,3.16,2.97,3.45,7.12,9.38,3.32,3.63,8.86,7.44,3.57,10.01,7.1,12.24
3090 日電貿,週報酬率 %,-0.7634,-2.5001,1.1835,-0.5848,-2.3528,-1.2591,-5.2272,-7.6739,2.3376,7.1066,0.2369,0.4729,-2.353,3.1326,8.8785,2.1459,0,4.8318,-6.2125,0.8547,0.8475,-1.8907,-1.0707,-3.896,1.3513,-1.3333,0.2251,-1.7978,-0.9154,-0.231,2.3147,-0.6787,1.8223,4.2505,2.146,-1.2606,0.6383,5.2854,0.6024,0.1996,-1.5936,-3.239,-1.2552,-1.6949,-0.2155,-0.4319,1.7353,0.6397,2.1187,-0.2075,-0.6237,2.0919,0.0183,1.3393,0,-0.4405,0.885,3.0703,1.7021,0.4184
3090 日電貿,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,1.39,0,0,2.24,0,0.84,3.42,0,4.02,7.34,5.98,1.11,0,0,2.66,0,2.21,0,0.34,0.76,0.6,0,0,2.06,1.23,7.4,0.47,1.4
3094 聯傑,週報酬率 %,0.4526,-11.3761,4.555,-8.7129,-0.6507,-4.1484,0.4555,-15.1928,-0.2674,3.4852,8.8082,4.5238,-6.3782,3.1631,3.7736,4.5454,24.3479,2.6224,3.5775,-12.5,2.0677,-3.8675,6.3218,-7.928,3.7182,2.2641,-0.0001,-6.6421,-13.2411,7.2893,3.6093,-2.459,6.3026,-1.1857,5.2001,1.1407,-2.8196,-1.1606,0.587,-3.502,1.6128,-3.5715,-4.5268,-3.0172,-8.4445,0.4855,7.7295,-0.6726,0,1.5802,-4.8889,5.8878,-1.3954,2.5944,5.5172,0.4357,6.7246,-2.439,-3.125,1.9356
