證券代碼,Data Field,2016/11/4,2016/11/11,2016/11/18,2016/11/25,2016/12/2,2016/12/9,2016/12/16,2016/12/23,2016/12/30,2017/1/6,2017/1/13,2017/1/20,2017/1/24,2017/2/3,2017/2/10,2017/2/18,2017/2/24,2017/3/3,2017/3/10,2017/3/17,2017/3/24,2017/3/31,2017/4/7,2017/4/14,2017/4/21,2017/4/28,2017/5/5,2017/5/12,2017/5/19,2017/5/26,2017/6/3,2017/6/9,2017/6/16,2017/6/23,2017/6/30,2017/7/7,2017/7/14,2017/7/21,2017/7/28,2017/8/4,2017/8/11,2017/8/18,2017/8/25,2017/9/1,2017/9/8,2017/9/15,2017/9/22,2017/9/30,2017/10/6,2017/10/13,2017/10/20,2017/10/27
1303 南亞,週報酬率 %,-1.5267,0.31,1.082,1.3761,3.7707,4.2152,0.2791,-2.0862,1.1364,3.0898,0,-1.3624,1.5193,1.3605,3.6243,-0.6476,-2.7379,-4.9598,-1.8335,2.7299,0.0001,0.5594,-0.5563,0.6993,-0.6945,1.6784,-2.3384,-1.1267,0.7122,0.9901,-0.5603,1.4084,0.0001,1.1112,3.7087,-0.5299,2.9294,2.6343,0.9359,0.3974,-1.3193,0.1336,0.5341,0.6641,-0.3957,0.2649,0.9247,-1.8326,-2.1334,1.0899,1.0782,-1.0666
1303 南亞,現股當沖比重,3.39,5.52,7.57,1.39,6.79,2.55,2.62,1.94,1.98,1.24,2.93,3.99,0.88,2.15,2.38,0.18,1.37,5,4.41,4.24,5.09,0.83,2.08,1.87,1.75,0.99,1.69,1.08,2.66,10.17,0.55,0.49,1.57,0.64,2.22,3.73,0.27,1.42,1.85,2.24,2.64,3.82,1.81,7.36,4.19,4.19,14.38,12.53,3.08,2.81,3.7,8.41
1304 台聚,週報酬率 %,-3.5257,2.99,2.5806,-1.5724,3.1949,1.548,0.9146,-4.8338,0.635,0.631,-0.9403,-1.2659,2.2435,2.1944,5.5214,-2.907,1.1976,-2.071,-2.4169,-0.3097,-1.5528,-0.3154,0.0001,-2.8481,-0.9773,-0.3289,-1.9802,1.0101,0.0001,2,-0.6536,-0.329,0.3301,0.3289,1.6393,-0.6451,0.6493,0.645,0.6068,2.3491,-1.6394,-3.3333,2.069,2.027,1.3245,0.6536,-2.5974,-0.6668,0,0.3355,-1.6722,1.7007
1304 台聚,現股當沖比重,1.78,6.45,2.79,1.47,5.74,1.74,6.17,0.78,2.55,0.07,0.17,0.66,1.6,3.26,12.98,1.12,2.02,6.97,11.75,1.49,0.81,3.29,2.53,2.4,3.23,5.94,1.31,1.86,0.41,1.79,0,2.03,5.55,0.5,2.49,0,0.26,1.3,0.98,5.44,6.69,0.58,2.16,9.36,6.6,3.46,1.59,3.55,1.36,0.23,0.86,9.57
1305 華夏,週報酬率 %,-1.6195,1.4402,5.6795,1.5354,2.0794,-0.926,-3.7383,-6.7962,-0.2083,1.4614,-0.6172,-1.0351,0.8368,8.7136,-1.1451,3.0888,-1.3108,1.7077,2.4254,6.3753,-3.0821,-0.3534,8.6879,-4.5677,-5.1283,-3.964,0.9381,-1.1154,2.8195,2.5593,0.3564,0.7105,0.1763,-0.3522,-0.3534,1.9503,5.5652,3.4595,-2.1038,10.4425,5.7692,-2.2728,10.3876,-1.6854,0.8572,-4.2492,-6.0651,-3.622,-0.817,-2.9654,2.5468,-9.2715
1305 華夏,現股當沖比重,10,12.54,12.7,10.37,14.32,13.02,5.56,8.75,10.56,8.27,4.87,7.61,4.62,10.24,7.15,7.6,8.55,7.53,11.03,12.03,2.24,1.84,12.97,12.19,8.2,4.82,5.01,7.27,5.71,5.12,9.1,3.76,3.92,5.12,4.36,4.35,11.5,4.51,5.38,15.72,24.05,18.53,19.95,24.65,13.64,6.53,9.92,45.77,6.93,16.39,10.98,9.57
1307 三芳,週報酬率 %,-2.4287,-0.732,3.2448,-0.5713,1.4367,1.2748,-1.2587,-0.85,0.9999,0,0.2829,1.2694,0.2785,-0.1388,0.139,-0.139,-0.1392,0.4178,1.5257,3.5519,1.3193,-1.823,0.5305,-1.847,-1.2097,1.6327,-0.5355,-1.2113,0.1362,2.7211,-0.5298,1.0653,-1.4492,1.7379,1.1431,0,-0.8264,-0.2778,-0.2785,0.5586,-0.8333,-0.9803,0.9901,-0.1402,-0.1404,0.4214,-0.6994,-0.7042,-0.1419,-0.284,-0.1426,0.5707
1307 三芳,現股當沖比重,0,0.45,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,5.97,0.36,0,1.73,0,0,0,0,0,0,3.24,5.45,0,7.66,2.29,0.66,0.62,0,0,0,1.26,0,0,17.65,0,1.38,0.99,0,7,0,2.47,0,0
1308 亞聚,週報酬率 %,-2.4258,0.2763,4.4076,-1.0554,1.3332,1.579,3.6269,-5.5,0.7937,0.5249,2.0888,-1.7903,0.7813,2.0672,-1.5189,0.5141,-3.8363,-1.3297,-0.5391,2.71,-2.6385,0,1.626,-1.6,0.8131,-0.2688,-1.3478,-0.8196,0.551,2.4657,-1.3369,0.813,0.8064,1.0667,0.0001,-0.7915,1.5958,0.5236,1.8165,2.9891,-3.1663,-1.3624,1.1051,4.3715,1.309,0.2584,-1.0309,-0.5209,-0.2619,1.0499,-2.3377,0.2659
1308 亞聚,現股當沖比重,0,0.44,2.25,3.78,4.21,5.63,4.38,1.16,0.23,5.07,0.81,4.51,1.48,3.56,10.47,7.92,0.75,0.1,0.53,3.14,0.73,0,0,0,1.11,2.95,4.89,0.43,2.56,3.82,0,1.8,1.04,0.25,0,2.32,2.12,5.15,2.07,11.69,3.49,0.26,0,29.33,6.47,1.4,2.56,0,2.44,0.27,4.28,1.34
1309 台達化,週報酬率 %,-5.5557,2.9412,6.2112,0.4677,18.7426,11.2744,-4.4052,-7.9263,4.6046,4.7847,-0.9132,7.8341,0.4274,8.0851,-9.0551,-1.2987,-3.0702,-5.4299,3.3493,-6.0185,-1.4779,0,2.5,-5.561,-2.7892,1.7004,-1.8809,2.1299,2.7112,0.2029,-1.621,-0.5148,-2.4845,0.8492,3.8947,2.837,1.9704,0.9662,-0.9569,2.8984,2.3474,-7.7981,0.995,8.3744,7.7273,-4.6413,-4.8672,-1.8605,5.2133,-0.4506,-1.81,-1.3825
1309 台達化,現股當沖比重,1.72,1.01,4.96,4.1,18.98,15.97,20.38,3.54,7.19,9.37,11.56,16.42,13.82,16.18,11.53,6.6,9.98,4.83,10.32,7.88,1.64,4.96,6.8,4.64,6.9,3.2,1.83,28.76,1.52,6.42,4.38,13.5,6.55,1.44,3.85,12.68,12.68,13.64,2.49,11.12,11.08,12.92,8.44,27.47,28.09,5.07,7.87,17.58,5.25,8.31,29.96,46.5
1310 台苯,週報酬率 %,-2.0709,1.5105,16.0714,3.5898,6.4355,-0.6976,-2.8103,-6.9879,3.3678,-0.7519,0.505,2.5125,1.2255,10.8959,1.5284,3.2259,-4.9999,-3.9474,6.8494,5.5555,-0.4049,0.813,-1.8144,-4.3121,-1.5022,0.8714,0.2161,0.2154,-0.43,3.0238,-1.2578,-1.0616,4.0774,0.6185,-2.7627,-3.7209,2.8985,-0.939,-1.6588,2.4096,-3.5294,-6.3415,2.0833,7.9082,0.4728,-0.7059,-4.7393,-0.995,0.2513,1.0025,2.9777,-2.1687
1310 台苯,現股當沖比重,1.77,9.03,12.18,10.17,15.19,11.8,7.99,5,5.04,9.8,1.08,8.58,3.09,10.26,7.02,2.68,9.77,8.14,8.28,5.55,7.07,3.09,5.44,4.74,15.92,4.12,3.06,17,5.21,3.67,2.2,2.58,6.87,2.46,8.1,2.28,10.92,6.11,4.21,20.51,14.38,5.15,4.75,16.93,5.73,6.22,6.79,3.64,2.05,8.93,4.6,2.33
1312 國喬,週報酬率 %,1.1428,3.9549,10.326,-0.4927,8.911,2.0455,-6.0134,-2.8436,2.4389,0.238,0,-3.3255,0,12.5307,0.4366,-0.2174,-3.268,-2.2523,-2.5345,1.1821,-2.57,1.199,1.4218,-3.271,-4.5894,0,-0.7595,-0.5101,3.5897,1.2376,1.7115,-0.9615,-1.699,1.9753,2.6635,0,4.717,1.4151,-0.9303,7.9813,5,-5.1761,7.642,2.2313,6.1508,-0.5608,-10.5264,-1.8907,-0.6425,-1.0776,-1.3072,-1.766
1312 國喬,現股當沖比重,3.13,9.25,17.86,7.55,15.4,16.66,5.4,2.55,5.08,6.87,4.09,7.69,5.43,14.06,10.36,3.69,8.69,9.61,9.39,7.34,8.15,4.43,5.62,4.03,10.54,6.17,4.71,8.85,5.95,6.68,11.78,7.42,7.98,9.85,7.46,3.46,12.56,8.04,4.3,13.41,11.21,20.28,16.43,15.55,14.99,10.5,14.32,12.43,21.37,10.22,9.17,6.56
1313 聯成,週報酬率 %,-5.3097,7.0094,5.2403,1.2448,5.7377,2.3256,-0.7576,-3.0534,-1.5748,2.8,-0.3891,1.1718,3.475,7.0896,-3.8328,0.7247,0.3597,-2.509,-2.5735,3.0189,-1.4652,-2.2305,2.2813,-1.1153,-1.8797,-0.7663,-1.9305,-0.0001,1.1811,2.3346,1.9012,-1.1195,0,0.7548,1.4982,0.7379,1.0989,3.6232,-0.3497,0.3508,0.6993,0.6945,5.2978,6.993,4.9019,4.6728,-5.3572,1.5725,-2.7865,1.5924,5.0157,-0.2985
1313 聯成,現股當沖比重,2.22,10.3,3.2,4.57,8.14,3.37,1.73,1.05,0.2,2.52,1.12,13.25,6.84,6.77,5.2,1.5,0.75,2.19,10.78,1.21,1.15,0.36,4.41,2.98,0.42,0.1,1.74,5.41,4.01,1.48,5.83,4.06,10.37,1.94,2.27,4.63,13.26,13.76,3.02,13.06,6.08,9.35,4.97,3.94,5.4,6.09,5.75,2.39,8.56,5.66,3.52,7.5
1314 中石化,週報酬率 %,-3.5049,0.227,2.9445,1.5401,9.4258,-1.1882,5.2104,-5.619,-0.1008,1.5152,1.4925,1.4706,8.2126,11.6071,-0.4,-0.0001,-2.4095,-2.0577,1.6806,-0.8264,-0.8332,-2.5211,0.431,-0.4291,0,-1.7242,-6.579,1.8779,3.2257,1.7857,0,-0.8772,-0.4424,-0.4445,4.0179,0.8583,6.383,0.7999,-0.7936,1.6,-2.7558,-2.834,6.6667,7.8125,3.9856,0.0001,-4.1812,1.8182,-2.1429,1.0949,0,-1.8051
1314 中石化,現股當沖比重,7.36,14.29,10.21,8.7,22.37,26.19,17.11,6.2,9.03,8.95,11.22,27.44,17.92,17.61,20.78,20.11,20.2,4.37,16.14,9.06,7.8,12.52,3.43,5.65,7.23,35.59,16.03,32.32,11.3,6.9,5.11,4.02,2.74,5.6,10.4,27.42,23.49,11.29,30.78,7.97,28.39,9.21,21.8,20.69,31.55,31,23.35,20.76,17.3,34.02,11.22,21.95
1315 達新,週報酬率 %,0,-0.1985,-0.1989,-0.3984,1.4,-0.0001,-0.1972,-0.7904,1.3945,-1.1787,-0.1988,0.7967,1.7787,1.1651,0.7678,0.1905,-0.3802,-0.7633,0.9616,-0.1906,0.1908,-0.0001,-0.1904,-1.1452,-0.7722,0.3891,0.1939,-0.3867,-1.5535,-0.789,0.5964,-0.7905,0.7968,0.3952,5.1181,-0.5617,1.1298,-2.2345,-0.5798,1.6,0,-2.1653,1.4084,2.7777,-1.3514,-0.7828,0.1973,-0.5906,1.5842,-0.5848,0,-0.7842
1315 達新,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,5.88,2.2,0,0,1.76
1316 上曜,週報酬率 %,-1.8433,-0.939,0.474,-0.9434,2.3809,1.8604,0,-0.4567,-1.8349,1.8691,4.5871,0,9.7018,-0.8107,19.3462,-1.1417,-0.2311,17.1297,14.4269,-14.5078,-4.0405,-2.9475,4.9892,2.8926,-1.0041,1.2171,6.6132,-3.0076,-3.4884,2.4095,1.9608,-1.1539,-4.0855,1.2171,-0.2004,4.0161,-0.0001,0.3862,-1.7308,3.3268,-3.409,-0.5883,-0.3945,1.5842,-1.1697,3.1558,8.6042,-2.8169,4.7102,-7.6125,0.0001,-0.1873
1316 上曜,現股當沖比重,0,0,0,0,25.93,2.19,4.75,4.13,0,5.73,0,0,0,3.69,14.88,10.71,10.43,13.34,30.82,16.44,22.86,5.06,5.8,24.93,1.78,14.59,30.27,4.52,18.03,4.34,20.84,13.48,7.03,3.46,2.9,22.06,15.06,8.04,2.45,1.31,0.67,8.05,1.63,13.74,7.53,7.4,29.07,16.88,16.04,13.77,5.15,0.61
1319 東陽,週報酬率 %,-5.6945,-7.9529,0.9599,5.3882,-1.2032,0.9133,-3.3183,-7.4882,7.0826,0,-11.0236,2.4779,-0.5181,-2.4305,6.9395,2.3294,-0.6504,-3.437,-2.8814,2.9668,-3.2205,-7.7059,-0.9488,-0.383,-3.2691,1.7893,1.9531,-2.2988,1.1766,7.1704,-0.3617,-2.7224,1.6791,-1.8349,5.6074,3.7168,0.3755,3.3509,-3.2423,1.2344,-4.0069,-0.9075,4.0293,-1.5844,0.3577,6.4171,2.3451,1.6366,2.4154,-1.2579,2.3885,-2.0217
1319 東陽,現股當沖比重,16.67,11.89,12.44,7.68,15.99,8.7,8.4,12.3,9.83,5.14,11.86,6.98,7.62,11.64,7.11,5.99,4.89,5.02,5.47,2.57,2.66,8.3,4.92,7.22,5.02,2.81,9.26,6.46,6.25,26.56,7.19,5.39,14.82,7.97,6.8,6.27,10.42,11.57,7.31,12.78,10.11,5.76,20.4,17.27,12.62,22.57,14.21,24.88,6.85,9.31,13.62,14.19
1321 大洋,週報酬率 %,0.1945,0.5825,-4.0542,-3.6216,4.8017,-3.1872,2.6749,0.2003,-1,0.202,-0.4032,1.417,4.1916,1.5326,3.0189,1.6484,-2.7027,-1.2963,-0.1878,1.8796,-2.2141,-1.5095,-0.3831,-3.8461,-0.2,-1.4028,3.6585,-0.5882,-1.1834,1.3972,-0.5905,1.3862,0.3907,0.3891,0.969,0.5758,-1.336,-0.3868,1.9417,21.3333,-5.4945,-0.4984,8.5142,-8.4616,-1.5127,1.1945,-0.6746,0.1697,-1.0169,0.3425,0,-1.1946
1321 大洋,現股當沖比重,0,3.33,0,0.45,0,1.34,0,0,0,1.35,0,0.95,6.91,5.38,2.19,3.4,1.23,1.04,0,3.28,0,1.98,0,0,0.7,0.88,3.46,0,3.16,0.87,0,0.53,0,4.26,0,8.95,0,0,1.2,23.03,8.2,2.76,15.6,8,8.22,4.07,0.76,37.5,2.74,5,3.79,6.4
1323 永裕,週報酬率 %,-2.1645,5.3098,-1.5406,1.8493,-2.933,-0.2879,-1.1543,-1.0218,-0.2951,-0.2958,-1.9288,0.4538,-0.1506,1.0558,2.0896,-0.2924,-0.7332,1.3294,-1.8951,1.4858,-1.3177,-0.8901,0.5988,-0.2977,-0.597,0.7508,-2.2355,-2.2866,0.9361,2.0093,1.2121,-0.8982,-0.4531,0.3036,0.3026,0.6033,0.7496,0.9435,-2.4922,1.2779,-1.2617,-2.2365,7.1895,0.6097,-0.9092,2.7524,-3.2738,-2,3.1397,-0.6089,-0.3063,-0.3072
1323 永裕,現股當沖比重,1.91,9.95,1.7,6.54,0.7,1.44,0.73,5.63,0,2.05,0,2.46,1.66,0.88,4.01,0,1.84,0.41,4.18,0,0,0,6.65,0,0,0,0.61,0.38,0,20.3,1.77,2.48,0,0,0,0,3.06,2.85,0,0,3.77,11.39,12.31,5.14,15.57,12.86,2.05,3.22,5.79,2.24,3.51,2.5
1324 地球,週報酬率 %,1.1538,0,0,1.1407,-2.6316,1.9304,-0.7576,0,-0.3818,0.7662,-1.1408,1.1538,0,-0.7605,0.0001,0.3831,0.3817,-0.7605,-0.3831,3.077,-2.2388,-0.0001,-3.0534,-1.5749,0,-1.6,-0.813,-0.4099,9.8766,-0.3746,-0.7519,-0.3788,-0.3803,-0.3817,1.5326,-0.0001,-0.3774,-1.1364,0.7663,1.5209,-2.9963,-0.7722,2.7238,-2.3552,1.5999,0.3937,-0.3921,-1.1811,-0.3984,0.4,6.3744,-1.1237
1324 地球,現股當沖比重,7.86,0,0,0,2.22,0,0,0,2.47,0,0,12.5,0,0,0,0,0,0,0,0,2.17,0,4.54,2.44,0,0,0,0,10.23,8.06,3.85,8.33,20,0,0,10.53,8.33,0,0,0.54,1.52,0,2.7,0,0,0,0,0,0,0,26.26,10.34
1325 恒大,週報酬率 %,-0.7673,-1.0309,0.2604,6.7533,0,-4.3917,-1.171,-0.4739,0.2381,0.2375,-0.4739,0.2381,0.2375,-0.0001,1.8958,3.721,-0.8968,-0.2262,-0.6803,-1.1415,-0.2309,-0.4629,-0.2326,-1.3986,-0.2364,0.7109,0.4707,-0.7026,-0.7076,1.9002,-0.2331,-0.4673,-0.4694,-1.4151,-0.9569,-0.9662,-0.4878,1.7256,-0.5013,-0.7557,-1.2689,0,1.0283,-0.2545,0.5102,-0.2537,-0.509,-0.2558,0.0001,0.5129,-0.5102,-0.7691
1325 恒大,現股當沖比重,0.85,0,1.1,0,0,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,8.87,0,0,0,27.12,2.48,0,1.88,0,7.12,0,0,12,2.63,0,0,0,0,7.2,0,0,0,1.33,0,0,0,0,0,0,0,0
1326 台化,週報酬率 %,-0.4237,1.1702,-0.5258,3.1712,1.127,0.304,-1.7171,-4.2139,3.3261,1.4537,1.0235,-2.7355,0.8333,-1.1364,3.4483,-1.01,-0.8163,-3.1894,-2.2317,2.3913,-0.2123,0.4255,-0.8475,0.4273,-1.1701,-0.1077,-1.4007,-0.1093,-2.0788,1.8994,-0.5482,-0.6614,-0.222,2.4473,3.6917,0.053,1.5554,-0.6563,0.2202,1.3187,-0.7593,0.3279,2.1788,1.2793,0.9475,-2.2941,-0.5337,-1.1802,-0.2172,2.1762,0.1067,-2.1277
1326 台化,現股當沖比重,3.38,3.56,2.78,2.65,2.55,2.59,1.69,2.48,2.87,3.19,0.72,2.46,2.51,2.7,1.87,0.31,0.32,1.46,9.29,1.69,1.53,0.39,3.89,1.45,0.67,0.62,0.68,0.83,0.46,6.53,0.93,2.46,0.05,4.66,2.95,2.99,5.32,3.7,2.53,4.58,5.65,6.3,2.09,6.35,6.22,3.59,10.56,3,4.62,5.96,2.6,5.86
1337 再生-KY,週報酬率 %,-2.0082,0.2932,-0.2924,0.5866,1.7493,-6.0172,3.6585,3.5294,-0.5682,2.5714,0.5571,-3.6012,0.0001,-0.2874,-0.5764,0.2898,1.1561,-0.2858,-4.5846,-1.2012,-1.5198,-0.6173,0,-5.5901,-1.9736,-0.6712,-8.1082,-0.3677,-0.369,2.5926,2.5271,-2.4648,-2.527,0,-0.3703,-1.1153,-0.752,7.9545,-1.7545,2.5,-3.4844,0.361,-1.079,-0.7716,-0.738,-0.7434,-2.2471,-1.1494,1.1628,-1.5326,0.3891,0.7752
1337 再生-KY,現股當沖比重,2.77,1.31,5.35,5.59,3.68,5.64,3.02,2.76,1.19,3.33,17.09,2.15,3.03,8.42,2.19,4.5,4.41,2.61,8.38,2.6,4.09,2.34,0.91,1.95,1.94,3.18,5.15,9.87,16.83,6.44,5.39,1.98,4.59,26.83,9.39,1.15,22.04,22.79,8.8,10.47,4,7.51,5.92,5.52,4.81,2.98,2.94,4.65,53.66,2.16,3.01,6.45
1338 廣華-KY,週報酬率 %,-5.0228,-13.4615,6.1112,-0.8378,-1.0559,2.6681,-2.2868,-3.0851,2.9638,0.6397,-3.3898,-1.0965,0.5543,11.3561,-5.9406,0.6315,0.6276,1.4553,-0.4098,0.3088,5.1282,-3.7073,-1.0132,-1.8425,2.3982,-0.3054,-0.6129,8.9413,-0.4717,-0.474,1.9047,-2.8038,1.9231,1.415,0.0001,-2.3255,4.2858,0,1.4218,0.9346,0.4629,5.0692,-2.1929,2.6906,1.7467,-0.8584,-0.8658,-0.8733,1.3215,-1.3043,0.8811,-0.8733
1338 廣華-KY,現股當沖比重,8.62,7.64,6.89,22.77,11.76,8.06,12.39,17.73,4.32,5.57,7.81,5.14,6.29,12.73,5.52,5.78,12.23,4.46,8.95,7.13,13.53,14.24,6.19,11.43,21.59,17.85,15.26,27.13,16.72,19.48,17.94,9.07,13.89,16.5,17.51,9.6,14.69,9.68,12.59,9.44,14.25,29.09,22.04,31.77,16.77,10.61,14.91,19.9,17.35,8.21,30.03,17.58
1339 昭輝,週報酬率 %,-2.93,-2.7559,-4.1835,0.8451,1.676,4.9451,1.7016,-3.2175,-0.7979,8.9813,-3.3211,-0.3816,-0.1277,1.1509,-0.1264,2.7849,-0.9852,-0.1244,-0.1246,-0.7481,-0.2513,12.9724,8.6957,-17.2307,2.6023,3.3818,-2.3365,2.3924,1.2851,-0.2308,1.9653,-3.1745,6.9086,2.081,-1.2876,1.1956,2.3629,-2.8332,-1.0799,0,-4.9127,1.4926,9.2762,0.1763,-4.9622,-3.0646,-4.9181,-0.3694,3.5846,1.6706,-0.9389,0.9478
1339 昭輝,現股當沖比重,9.59,0.87,5.46,0,6.94,5.32,2.27,0,0,5.18,2.89,0,1.18,0,0,0,0,0,3.09,0,0,13.02,10.07,11.08,3.46,21.37,8.04,5.15,11.86,6.54,10.42,4.92,15.88,5.76,0,0,2.62,1.78,5.45,3.75,5.84,3.88,14.68,6.58,30.07,8.9,11.91,14.84,4.65,2.38,0,5.83
1340 勝悅-KY,週報酬率 %,-2.7922,0.718,0.713,0.1768,3.0036,-1.3721,-5.7392,0.1845,0.1841,3.3087,1.2456,-1.7575,-0.3578,2.693,0.3497,-1.7421,-1.2411,1.7954,0.1764,-2.2887,8.4684,-7.6412,-1.259,-7.1038,-0.7843,-1.1858,-5.2001,-3.3755,0.8735,4.6536,6.3082,-2.7238,2.4,3.9063,-0.188,-1.6949,1.9157,0.5639,-2.4299,-1.3409,7.9611,0.7194,2.3172,-1.7647,3.1936,-4.6421,-3.7527,-2.2127,3.987,0.1037,-1.6563,-0.3158
1340 勝悅-KY,現股當沖比重,8.09,12.2,3.76,8.37,37.15,3.01,0.93,0,1.85,22.91,6.24,1.99,1.04,3.14,0.83,2.26,0,2.83,8.09,2.16,12.18,4.03,4.59,2.59,3.99,4.86,6.39,7.5,4.26,2.3,9.66,4.86,5.07,3.26,7.52,9.56,7.44,6.7,7.97,4.95,9.32,8.17,2.25,8.55,14.37,3.52,3.09,5.49,2.74,4.73,8.29,9.09
1341 富林-KY,週報酬率 %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341 富林-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402 遠東新,週報酬率 %,-2.0577,-1.6807,-2.3504,2.1883,2.5697,3.5489,-1.8146,-1.4374,0.8334,2.2727,1.0101,0.3999,3.5857,3.0769,2.612,0.3637,-0.3623,-3.0909,-0.9381,2.2728,0.3703,-2.9521,-1.1407,-2.8845,-2.3761,3.0425,-0.9843,-2.5846,-2.0408,1.6666,0.4098,-0.8163,-2.0576,1.0504,2.9106,0.202,0.8064,1.3934,1.2219,-1.2072,-0.4074,-1.0225,1.033,-1.227,1.0352,0,0.205,-1.4315,1.0373,1.6427,0.202,4.6371
1402 遠東新,現股當沖比重,4.32,4.34,1.14,0.2,1.72,3.01,0.29,1.03,0.94,1.83,4.21,0.55,0.85,0.62,1.27,0.06,0.16,3.51,3.58,0.47,3.75,1.16,3.94,6.19,0.74,2.78,0.22,1.33,3.69,8.44,0.17,0.46,2.21,4.77,4.15,0.73,3.07,1.78,2.2,3.5,5.94,4.21,3.07,5.89,2.4,3.37,5.46,1.41,2.42,8.73,4.81,10.01
1409 新纖,週報酬率 %,-1.6471,0.7178,2.3753,2.4362,6.9083,-2.0127,1.6216,-4.5745,0.8919,0.663,2.8541,-0.3201,0.7495,9.458,-2.4271,0.4975,0,-0.495,-0.995,3.015,-2.439,-1.7,-1.119,-4.8354,-2.0541,0,-0.5519,-0.6659,-1.3407,1.812,1.3348,-2.1954,-0.4489,1.9164,1.77,-1.4131,2.5358,-1.2903,-0.6536,0.1097,0.7667,-0.4348,0.7643,2.1906,0.109,1.4147,-1.5022,-0.9804,4.6205,2.3133,3.2887,-3.582
1409 新纖,現股當沖比重,1.48,3.8,0.85,20.93,10.85,1.62,1.95,3.04,0.65,5.84,4.36,1.63,1.45,21.81,5.14,1.17,1.06,15.81,1.27,1.88,0.83,2.09,0.33,2,1.38,0.88,0.24,1.59,0.33,0.6,0,0.67,4.32,25.77,3.81,1.62,9.34,0.79,1.75,4.09,3.27,4.23,0,8.46,4.93,1.35,5.63,2.71,18.66,13.72,3.58,5.47
1410 南染,週報酬率 %,0.6173,-0.409,-0.8214,1.0353,-0.4098,1.6461,-0.8096,0.2042,-0.4074,-0.2045,0.8197,2.6422,3.7623,12.0229,-6.644,0.1825,-4.5537,-0.5725,-0.7678,0.1935,1.5445,-1.7109,1.1606,-4.5889,0.8016,-0.5964,1.6,-3.3465,-0.2037,0.8164,1.4171,-0.3992,-1.0021,-0.8097,0.4081,1.0161,-0.4274,0.8584,-0.851,0,-0.8584,-1.0823,3.5011,5.2854,-2.6104,-1.237,-0.6262,-0.2101,1.8948,-0.6198,-0.4158,0.2088
1410 南染,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,32.3,2.89,16.17,1.92,4.47,2.49,4.34,1.09,0,12.95,0,11.42,0,0,0,0,9.74,3.45,1.46,6.56,0,0,2.9,1.62,1.35,0,0,33.56,13.46,0,0,2.12,10.11,2.9,0,8.38,0,2.43,0,2.06,0
1413 宏洲,週報酬率 %,-3.5059,-0.5191,0.1739,0.3472,6.7474,-1.7829,-3.3003,-1.0238,-3.6207,1.0733,-1.416,3.2317,-0.3478,0.1745,-0.5227,-0.8757,1.5901,-2.087,8.1705,-2.7914,-1.1824,2.5642,0.8333,-1.6528,-0.8402,1.695,-0.3333,1.0033,-0.6622,11.5001,-7.1749,0.9662,0.319,3.4975,1.0753,20.3648,1.0101,-6.2499,3.4665,0.5155,0.3846,-4.0868,-0.932,1.3441,2.7851,5.4193,-4.284,-1.6623,-0.6501,0.1309,7.0588,0.9769
1413 宏洲,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414 東和,週報酬率 %,-1.4828,-2.3411,5.6508,-1.6207,6.2603,-2.4806,-0.636,-2.2401,-0.3273,0.821,-0.4886,3.1097,0.7937,2.5197,-0.4608,6.9445,-3.3189,-1.791,1.2159,-1.2012,0.304,-1.6667,-0.4623,-3.2508,-0.32,-0.9631,-0.3241,3.252,0.1575,4.4026,-0.3012,-0.1511,-0.6051,0.4566,0.909,-0.7507,0.1512,-0.2736,-0.6249,1.1006,-2.1773,-0.795,0.9615,0.6349,0.3155,-0.4717,0.1579,0.3155,1.8868,-0.6173,2.0186,-1.3699
1414 東和,現股當沖比重,0,2.06,0,0,9.59,0.99,0,1.48,3.21,17.92,0,3.71,3.62,13.41,0.84,3.02,1.79,0.48,15.97,1.7,0.42,5.84,1.64,0,0,10.66,8.51,7.85,0,10.98,0.58,2.63,4.65,11.33,2.92,7.32,19.74,3.64,6.86,28.56,7.27,42.8,6.94,4.02,5.93,1.02,6.26,0,4.31,1.4,11.73,2.25
