證券代碼,Data Field,2015/7/3,2015/7/9,2015/7/17,2015/7/24,2015/7/31,2015/8/7,2015/8/14,2015/8/21,2015/8/28,2015/9/4,2015/9/11,2015/9/18,2015/9/25,2015/10/2,2015/10/8,2015/10/16,2015/10/23,2015/10/30,2015/11/6,2015/11/13,2015/11/20,2015/11/27,2015/12/4,2015/12/11,2015/12/18,2015/12/25,2015/12/31,2016/1/8,2016/1/15,2016/1/22,2016/1/30,2016/2/3,2016/2/19,2016/2/26,2016/3/4,2016/3/11,2016/3/18,2016/3/25,2016/4/1,2016/4/8,2016/4/15,2016/4/22,2016/4/29,2016/5/6,2016/5/13,2016/5/20,2016/5/27,2016/6/4,2016/6/8,2016/6/17,2016/6/24,2016/7/1,2016/7/7,2016/7/15,2016/7/22,2016/7/29,2016/8/5,2016/8/12,2016/8/19,2016/8/26
3206 志豐,週報酬率 %,6.6667,-15.2244,-2.2685,-11.9093,-9.4117,5.9741,9.5588,-10.962,-1.2562,5.5979,1.6866,4.2654,-7.5,2.7027,13.8756,1.4706,1.8634,-4.4714,2.9787,-5.5785,0.8753,-4.7722,-0.9111,-5.747,3.9023,-2.3475,0.9616,-6.9049,-4.8593,1.613,5.291,1.2562,8.6848,2.5114,2.4499,-0.4349,-3.4935,0.905,-1.1211,0.6803,1.3514,-0.4444,19.6429,-8.3956,-7.7394,-0.0001,4.1942,2.3305,-1.4493,0.4203,-2.5104,2.3605,7.128,5.2838,0.9293,0.022,8.5318,-12.9799,-0.8403,-5.9322
3206 志豐,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,2.27,4.62,3.53,2.27,0,8.44,0,1.18,0,0,25.5,13.37,3.89,1.69,5.87,0,0,4.72,2.85,1.68,5.85,6.09,7.43,1.34,9.86,4.1,1.42,1.7
3207 耀勝,週報酬率 %,3.8463,-3.7037,-1.9232,1.9608,-3.8461,-8,-9.7826,-1.3253,-14.7742,1.7192,9.8592,2.4359,-7.7597,4.3419,-1.8205,1.9868,13.1169,-2.8703,4.8465,-2.3675,-7.6212,-3.5,3.1088,-5.1507,0,-3.3112,4.1096,0.1315,-9.724,4.949,0.1387,-0.1385,-3.19,-2.4356,5.4331,-2.507,1.5714,-3.2349,1.5988,-2.5751,1.4683,0.5789,-1.4388,-2.1897,-9.7014,9.9173,3.7594,1.0145,0.4304,27,-6.974,-3.3857,3.8799,39.7591,-3.4483,-0.893,8.5587,-6.639,-4.4445,3.2558
3207 耀勝,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211 順達,週報酬率 %,-1.5723,-11.438,2.214,-6.6787,-1.3539,-2.9412,1.01,-3.6,-1.7635,2.64,3.0865,3.7924,-3.4615,-0.3984,6.6,-0.0001,-1.1258,1.3283,2.2473,-5.6777,1.3592,-3.4482,0.5952,-3.1559,3.6659,-3.3399,-1.4228,-5.9793,-4.1666,2.174,4.7033,2.0321,-2.3061,3.3263,4.2575,1.1952,-2.1653,0.8048,-0.7984,0.6036,-0.4,1.2047,-3.6706,-3.1927,-2.4469,-0.7633,3.0771,-0.2131,0.641,0.2122,-0.9534,2.4599,-1.2386,2.5086,0.0001,-1.5573,0.791,-0.8969,-1.1312,-0.6865
3211 順達,現股當沖比重,0.92,6.07,1.79,1.87,1.04,1.21,1,0.55,0.77,2.97,6.28,7.69,1,0,6.41,1.67,11.77,10.57,2.72,6.75,2.19,0.85,2.56,1.75,0.7,0,1.48,2.4,1.34,1.79,0,1.7,1.64,1.27,1.89,0.44,4.31,1.58,0,0,0,5.92,6.02,0.74,3.37,1.92,1.04,0,2.14,2.57,1.37,3.75,0.73,0.25,2.82,1.39,1.41,0,2.64,2.69
3213 茂訊,週報酬率 %,0.2084,-10.4818,-3.9802,-3.4974,-5.3691,6.383,2.2667,-4.824,1.5068,1.7543,3.9788,3.8265,-3.6855,2.0409,1.75,-0.86,0.8674,-3.3169,2.6684,0.6189,7.257,0.8029,-1.3652,-2.7682,3.2027,-1.4944,0.35,-4.8837,-4.2787,0.7664,2.408,-2.2277,-1.7722,2.4485,2.7673,-1.836,0.7482,0.9901,-1.4706,0,-3.607,-2.7097,0.7958,-0.5263,0,-0.7937,0.6667,-0.7948,-0.2671,-1.3386,-0.9498,2.1918,-2.5842,0.3007,2.2489,0.4399,-0.1459,0.8772,0.8695,-0.2873
3213 茂訊,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,10.83,0,3.06,0,0,0,2.92,0,0,0
3217 優群,週報酬率 %,-1.9174,-1.4493,3.6765,-0.7093,-3.9285,-5.9479,-1.1858,-9.2,-0.881,0.8889,7.4889,0.8198,-4.878,1.7094,3.7816,2.834,1.9685,0.3861,2.6925,-4.1199,-0.3906,0.3922,1.1719,-1.5444,-0.3921,3.1496,1.1451,-4.5283,-1.9763,-0.8064,2.8456,0,3.5572,0.7633,0.3789,1.8868,2.5926,-1.444,0.7326,-0.7272,1.4652,-0.3609,-0.3624,-2.1818,-1.4869,0.3775,1.1279,-0.3717,0.7462,6.2963,-1.3938,1.9286,-1.4926,4.5454,1.0869,-0.0001,3.5842,5.8824,-0.9803,-0.33
3217 優群,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,1.76,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,6.17,2.24,0,0,0,10.42,0,1.97,10.25,18.92,0
3218 大學光,週報酬率 %,3.4013,-8.5526,8.2145,-4.138,-6.8346,-5.0193,-1.4228,-11.3402,0.2325,1.3921,5.7209,5.4112,-3.4908,7.4468,-4.7525,6.4449,0.1953,-1.3645,3.3598,-9.1778,11.1578,3.0303,-4.0441,-7.2796,0.8265,1.2295,-0.8098,-6.1224,1.3043,-0.2146,3.8711,0.6211,2.0577,-2.0161,2.8807,0.6,-3.181,-2.2587,-0.4201,0.6328,-0.2097,-2.5211,1.9397,-4.4397,2.2124,-0.6493,5.4467,-2.0661,-0.4219,-0.2119,-1.6985,0.0001,2.5918,-0.2105,0.3317,-0.8811,0.6666,-0.6622,-0.889,0.6727
3218 大學光,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.22,0,0.66,4.08,6.01,16.29,0,32.26,26.73,39.24,6.16,37.93,9.78,30.22,19.95,12.8,23.33,27.86,34.29,34.32,5.31,15.49,4.38,0,1.92,5.96,0,3.85,0
3219 倚強股份,週報酬率 %,1.1112,-5.4945,-2.907,-5.988,-7.6432,-4.1379,-4.6762,-13.5849,4.8035,-4.1667,3.913,6.6947,-4.3138,-2.459,3.3613,-0.4064,-4.4898,-5.1283,-8.1082,-0.4902,-0.4926,-0.99,0,0,7.5,-6.0464,2.9703,-6.7308,5.1546,-1.9608,-4.3001,-0.7315,4.2105,-1.1112,-0.9193,-4.0206,4.941,6.9601,-4.7847,-0.4021,5.9535,-5.2382,-1.3066,-2.2403,2.3958,-2.0346,-3.1153,6.6452,-2.8141,0.4136,1.9568,-2.4243,2.0704,-0.3042,3.7639,0.9803,-0.9709,5.8824,-6.4815,0.99
3219 倚強股份,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3221 台嘉碩,週報酬率 %,-3.4653,-6.9231,-2.7549,-12.1813,-6.4564,-3.0303,2.7344,-6.0836,3.6438,4.6874,4.1044,15.0537,1.5577,0.9203,-0.6079,-3.0582,3.1545,-4.893,6.7523,7.229,4.2136,-1.6172,0.8218,-7.337,3.2258,0.2842,14.4476,-2.7227,13.486,-3.3633,8.1206,9.0128,5.7087,-7.4488,2.8169,-4.1096,12.8573,2.8933,-5.7996,-0.1866,-8.4113,1.2245,-4.8386,6.3559,-1.5936,9.5141,6.4696,-6.4235,4.0817,8.7344,-7.7049,5.8615,2.349,-3.7705,1.5333,-4.027,1.7242,0,-5.5161,3.0132
3221 台嘉碩,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.59,15.17,9.88,10.42,8.21,6.93,13.11,20.16,13.21,5.38,7.07,12.19,10.63,16.87,12.05,12.38,10.56,13.88,15.63,17.53,8.82,9.14,7.86,16.28,3.6,4.37,10.89,3.31,14.61
3224 三顧,週報酬率 %,8.7446,-16.8612,-1.4041,-5.6962,7.0471,-10.6584,0.5264,-3.665,0.3622,0.7221,-1.0753,20.6522,-3.153,-0.7752,1.7187,0.4609,2.5994,1.3413,-1.1764,1.6369,13.7627,4.5046,-2.2166,-8.8162,0.4145,-7.1528,-1.9259,-8.1572,-4.6053,-1.0343,-0.6969,-1.7544,16.0715,-4.4615,4.3478,1.5432,-2.7356,4.6875,-3.5821,-0.1548,7.5969,-6.6283,-5.6173,-3.8398,-3.9931,-7.0524,4.0856,-0.1869,-3.1835,-3.2883,2.8,5.4475,5.5351,-2.9721,-1.6217,-1.8316,3.918,5.386,0.8517,-1.0134
3224 三顧,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,3.57,4.83,1.96,0.96,1.9,7.21,4.58,1.28,2.01,5.53,3.31,0,1.13,10,1.77,2.97,7.32,0.89,3.02,3.06,3.23,5.07,1.47,1.43,9.43,7.55,2.32,10.41
3226 至寶電,週報酬率 %,0,-2.1428,-0.1824,-2.3766,-1.6854,-8.9524,2.5104,-3.0612,6.3158,-1.3861,-0.6023,-1.3132,6.039,-2.5097,0,0.594,2.3622,-2.3078,0.1969,5.1081,3.7385,15.6757,-0.1558,0.1559,-2.8037,7.6922,-1.0417,0.0001,2.1053,1.1783,6.9868,-1.9048,0.5548,4.8275,1.8422,-1.1628,-1.5686,1.0624,-2.1025,1.4765,-5.2911,0.5587,-0.0001,-0.6944,-2.2378,0.8584,2.5532,-1.798,-1.4084,0.7144,1.4184,0.6993,-1.25,-1.547,0.5715,-0.5683,-3.2857,2.8064,-1.1494,0.0001
3226 至寶電,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,1.65,1.51,0,6.06,0,0,0,6.59,11.11,0,0,5.13,0,0,0,0,0,8.7,5.88,3.12,0,0,0,0,24.57,0,0
3227 原相,週報酬率 %,-2.7723,-12.6272,0.5827,-13.0939,-4.4,-6.2763,1.488,-16.8965,7.0502,6.9323,10.2107,1.1765,-1.7443,7.9882,-3.9727,4.4223,3.4153,-3.6987,2.1947,-3.6242,2.6463,0.5428,14.0353,-11.006,8.7766,-4.2787,1.9156,-9.1478,-6.8965,3.4073,5.874,-3.9243,8.7324,-1.8135,-0.5278,-1.8568,2.9731,-1.5749,9.3333,-1.7073,-5.0867,-2.7451,-5.5108,-2.7026,-10.6725,-0.3274,10.8375,-1.0372,0.7484,-0.4458,-2.2388,6.4122,-1.7216,9.3431,0.4005,-1.3299,4.0431,-2.5908,0.3988,-2.7808
3227 原相,現股當沖比重,16.16,21.18,17.47,20.41,14.5,19.46,33.8,5.85,17.5,16.32,22.1,15.23,12.72,19.88,9.01,14.29,15.19,15.46,11.05,13.43,6.81,13.59,24.14,10.43,26.02,9.38,16.76,18.13,12.15,12.16,13.45,9.86,18.11,11.64,5,8.02,8.1,8.52,19.48,20.03,8.2,19.15,6.49,4.3,19.48,12.35,10.17,14.16,9.23,6.06,7.76,8.2,5.06,10.51,7.81,3.89,13.6,9.94,12.8,5.22
3228 金麗科,週報酬率 %,-3.4483,-6.4286,7.2519,-6.7615,-1.5266,-3.1008,0,-13.6,-7.1759,-5.7356,6.0847,2.2444,-3.9025,3.0456,0,-1.2316,15.4612,4.9676,-9.0536,3.3937,0.2189,-2.4018,12.3043,-11.5537,-0.6757,3.1745,4.3955,-12,-4.3063,1.5,-4.1872,-2.3137,2.8948,-3.3247,-0.7936,3.7333,-2.8278,-1.5874,-0.8065,-6.504,-1.1594,-0.8798,-1.1834,-9.8802,-3.3223,0.3436,7.5343,8.9172,-0.5848,-7.9412,-1.9169,5.5375,0,3.0865,8.3832,-0.2762,-1.6621,-2.2535,-1.441,-0.5848
3228 金麗科,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3230 錦明,週報酬率 %,3.4646,-3.5007,-8.3596,-7.0568,-9.9999,5.5556,-0.195,-8.3985,7.4628,5.3572,-1.8832,7.4855,-1.2501,3.4359,8.3916,9.1935,-0.7386,-3.2738,5.3846,-10.657,1.7975,-1.2841,2.1139,-3.8216,-3.9735,-0.6896,-0.6944,-2.2727,1.4311,4.233,1.0152,-4.6901,0.3515,-0.7004,3.7037,1.3605,-1.0066,-0.6779,-0.8531,-0.0001,-3.0981,-2.1314,-1.815,-0.9242,-3.918,-0.7767,2.7398,-0.3809,-0.1913,-1.9158,-1.3672,8.911,1.6363,-0.8944,4.5126,-2.418,1.77,-2.9565,1.4336,-0.7067
3230 錦明,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,3.06,0,2.67,0,10.39,0,1.29,0,0,0,0,1.9,0,3.7,3.03,0,15.91,16.09,32.97,14.62,2.56,9.69,0,0,0
3232 昱捷,週報酬率 %,-4.4077,-5.9078,0.4594,-2.4391,-8.9909,2.166,-6.3604,5.0945,-1.7953,-1.6454,-12.0818,-7.8223,-5.0459,-3.3816,-1.4999,12.1827,31.448,8.4337,-6.9841,13.6519,-9.9099,-14,6.3952,-5.6467,1.7374,25.6168,-6.3443,-13.2258,-13.7546,12.069,-3.2693,-5.9642,-0.6342,-3.617,-1.7661,15.0561,4.2968,-11.4232,-14.1649,-0.4926,0,-5.4455,-15.445,-1.8576,2.2082,1.2346,5.1829,36.8116,2.9661,12.1399,-17.0642,7.5222,-3.9095,2.7837,-3.5669,-0.2198,5.7268,-8.1251,-7.9366,-1.4779
3232 昱捷,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,9.26,14.28,2.7,17.24,21.43,3.75,1.43,3.75,13.64,4.29,15.34,7.74,3.47,10.48,0,18.61,19.21,17.96,19.64,11.3,2.31,22.04,0,6.19,17.27,1.84,0.98,3.7
3234 光環,週報酬率 %,-1.005,-8.9341,-3.3444,-20.5491,1.9637,5.4816,3.7922,-9.0663,-4.3155,6.3764,18.2749,8.7762,-0.9091,11.6973,-4.5175,1.828,4.7518,7.8631,7.9439,-14.3722,2.6289,2.463,0.9615,-14.2857,3,-6.041,0.8037,2.6197,-14.5394,3.896,7.75,-2.4361,15.6956,-0.5138,-1.5497,6.5058,-5.4186,2.3959,-2.7468,-7.3222,-8.0136,1.5952,-5.1932,-2.5479,-16.9934,7.0867,11.0293,5.9603,-3.75,-0.0455,-4.7156,2.7657,-2.9746,-0.0001,0.5839,1.8868,0.4274,-2.4113,-5.5232,0
3234 光環,現股當沖比重,22.66,28.33,32.61,19.64,27.32,0,0,0,0,29.49,30.9,28.72,29.67,23.63,17.73,27.85,26.97,29.46,19.35,42.01,20.91,21.39,16,18.01,20.78,25.37,19.97,26.36,21.77,19.29,20.12,13.31,20.66,18.59,12.1,21.73,11.09,14.05,8.96,18.92,17.93,21.45,18.65,19.04,25.61,27.63,26.06,19.32,11.56,13.65,16.94,14.63,15.1,11.21,12.94,17.46,10.78,16.57,0,0
3236 千如,週報酬率 %,-1.9084,-2.7237,1.6,-13.7794,-8.6758,0.0001,3.5001,-11.8842,4.7359,10.6742,6.5989,0,-3.3334,3.4483,5.7143,6.3064,1.2713,14.226,4.0294,-8.4507,3.4617,-2.9741,1.5324,-6.7924,-1.2146,-2.8689,4.6413,6.0485,-11.4069,-0.4291,3.0174,-0.4185,8.4035,2.3256,1.1363,15.3558,-4.2207,-6.4407,-1.8116,6.642,-3.8063,-2.8776,0.0001,-2.2221,1.894,2.6022,2.5362,0.3534,0,17.2535,-4.5045,5.0315,5.988,3.3898,9.2896,4,6.0097,4.0817,6.7539,3.202
3236 千如,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,2.78,2.15,3.91,8.1,3.8,2.61,7.74,10.13,5.56,1.18,2.32,1.22,4.41,12.68,0.66,9.84,3.51,11.63,14.63,8.43,16.11,10.35,15.43,14.02,14.68,22.67,11.47,5.73
3252 海灣,週報酬率 %,-10.7206,0.7875,-6.25,-7.0833,-2.0179,-7.3226,4.1975,0.4741,0.7076,9.6018,-4.9146,-1.1236,-1.5908,-0.4619,-5.5684,-1.7199,0,2.4999,1.4634,-0.4807,-3.3816,0,-5.25,-1.847,11.0215,-10.4117,0,-3.2432,-0.0001,-3.352,-6.9365,1.8634,14.9391,1.3262,-2.3561,-3.7534,-4.1782,0.2907,60.0001,15.9421,-7.8124,-0.5085,-2.8962,-11.579,0.7937,-3.1496,3.6585,1.9609,1.3461,-0.759,-6.6922,3.2786,-1.3889,-2.6158,1.2396,-6.1224,7.3913,-3.4412,-0.2096,-4.4117
3252 海灣,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,13.13,0,0,0,0,21.57,22.55,6.82,7.57,6.45,12,5.95,13.64,6.06,9.64,0,0,15.79,0,0,17.5,13.6,17.59
3259 鑫創,週報酬率 %,-3.3427,-8.6455,1.8926,-11.7647,4.5613,-8.2214,3.8391,-6.1619,-3.3772,2.9127,5.2829,-1.4336,-1.4545,1.6605,1.6335,1.0715,4.947,-3.0302,-0.5207,-2.2688,0.8929,-0.1771,0.1774,-3.3628,1.6484,-1.6216,2.1978,-3.5842,5.2044,3.8869,1.8708,1.3356,8.0725,4.5731,5.2479,2.216,1.8971,-5.0531,-6.1624,-5.3732,0.1577,-2.3622,0.8065,-4.64,-6.0403,0.3571,6.5838,1.1687,-0.66,-2.6578,-3.5835,0.177,-0.5301,-1.5986,1.083,-0.7142,1.7986,1.4134,-0.5226,-0.5255
3259 鑫創,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3260 威剛,週報酬率 %,-0.1174,-10.8566,0.5657,-5.2039,-2.0772,-5.9091,-7.5684,-10.2788,9.1263,3.2028,7.2414,14.3087,-6.3291,3.3033,-2.6164,3.2836,-1.8786,-0.7364,-0.8902,-8.982,0.9869,0.9771,6.129,-8.6626,13.1448,-0.294,-1.7699,-4.054,-3.9124,6.5146,5.5047,-2.8986,0.597,-1.632,5.8823,-0.1425,-8.702,0.1561,0.156,-1.5576,-2.3734,-2.2691,-0.8291,-2.6756,-4.8109,-2.888,24.5355,4.4776,-1.5714,3.7735,14.6853,4.1463,0.817,-0.235,1.7668,3.8194,0.3344,-5.6667,-0.1177,-0.3538
3260 威剛,現股當沖比重,0.53,7.86,4.8,4.86,3.96,3.81,6.99,0.86,5.47,4.93,5.15,18.34,13.82,7.71,4.79,3.58,3.97,3.17,4.09,6.23,3.08,5.8,4.89,3.19,6,13.28,7.38,6.36,7.05,3.77,7.89,2.85,2.2,2.73,3.81,5.66,3.44,3.84,0.33,0.35,1.01,0.94,6.18,3.63,1.2,6.84,14.5,13.32,5.5,8.42,24.19,10.79,16.84,9.57,8.06,15.04,11.79,15.76,25.17,13.7
3264 欣銓,週報酬率 %,-0.9345,-8.6793,0.2065,-4.7423,-8.0086,-5.4117,2.9851,-11.5942,4.3716,7.0661,8.8472,7.3891,-1.1469,2.3201,-2.4944,8.1394,2.1506,4.2104,-0.4041,-4.8683,3.8381,-6.1601,-3.9387,-6.8336,13.9365,3.8626,-1.4462,-11.3207,-1.1821,-2.8709,6.1578,-0.4641,3.9628,-0.8969,5.8824,-3.6324,-0.4434,-3.5634,-0.0001,-1.6166,-0.2347,-2.5882,-2.657,-4.2184,-9.0673,3.1339,5.2487,-3.1496,2.168,-1.3263,0,2.1505,1.5788,3.6269,0.7501,3.7221,5.2632,0.9091,2.7028,6.9375
3264 欣銓,現股當沖比重,3.54,5.31,4.15,3.86,0.85,7.17,5.28,3.24,2.36,5.76,6.4,6.55,7.6,3.99,4.51,7.62,11.22,6.3,2.94,5.93,3,2.19,1.14,2.79,7.43,8.5,4.35,5.25,8.12,6.33,9.8,1.29,5.18,9.39,5.81,1.94,1.52,1.5,0.25,0.87,0.86,0.26,1.25,1.1,3.9,1.79,3.17,3.8,1.84,1.51,6.31,1.27,1.52,0.7,2.35,3.04,7.02,1.86,2.72,2.59
3265 台星科,週報酬率 %,-6.3037,-18.3487,-2.06,-9.7514,-10.8051,3.8005,6.1785,-10.3448,0.4806,7.1771,-2.2321,4.7945,16.3399,11.9849,-9.3646,-0.369,2.9629,-4.6763,8.3019,-16.899,-2.306,-7.7252,3.721,-5.6053,-1.4251,-0.7229,9.4661,-5.3215,-22.7167,3.0302,5.5883,-5.014,10.264,-2.1277,2.1739,8.7767,-1.7116,-2.4876,-1.7858,4.1558,4.2395,-3.8278,-2.7364,0.2557,-11.2245,16.6666,16.2562,0,-5.0847,-0.2233,-1.566,6.1718,5.8442,1.4316,-1.2096,-3.2653,6.7509,10.8696,-1.9608,-0.1818
3265 台星科,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86,1.19,1.57,1.89,6.37,2.02,5.34,0,4.41,13.75,5.86,0.49,1.1,4.73,12.54,11.07,2.86,5.11,2.07,4.37,4.78,22.43,2.34,6.48,0.46,8.12,13.24,5.84,0.68
3268 海德威,週報酬率 %,-4.1238,-18.2796,-1.3158,-10,5.1853,-7.3943,6.8442,-11.032,5.6001,2.332,4.4716,5.8367,2.2058,3.2375,-2.0907,5.3381,4.7297,-5.1612,3.4015,-2.3026,-1.3467,9.5563,5.2959,-10.6509,2.6491,-1.6129,-0.9837,-6.9537,-2.4911,-3.6496,2.2727,-5.9259,9.4489,-2.8777,7.4074,0.6898,0,0.685,-8.1632,-0.7407,-1.8657,-4.1825,0.0001,-6.3491,-1.6948,3.4483,4.1666,0.4,0,-3.5856,-2.0661,5.0633,-1.2048,2.8454,3.9526,-2.6616,-0.0001,0,-1.9532,-4.3825
3268 海德威,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3272 東碩,週報酬率 %,11.215,-14.2857,11.2745,-20.6168,-21.7536,-1.5603,14.6354,-10.3321,-5.3497,16.7392,2.2347,10.5647,-7.4135,13.879,-4.2188,12.7242,1.3023,-3.7143,1.7803,-9.3295,6.1093,1.3636,3.5876,-11.2554,1.626,-4.3201,0.6689,-11.1296,-8.2242,0.3054,8.6295,-5.2336,7.1006,-1.105,18.6218,-2.5118,-7.8906,-2.6224,-5.9246,0,-3.6259,-4.3564,0.4142,-1.6495,-22.4318,11.4865,5.091,-4.2675,-0.7228,-4.369,1.5229,3.8749,-0.8424,7.0388,-2.0408,0.6943,7.5861,-4.8754,-2.8037,0.9615
3272 東碩,現股當沖比重,11.91,14.56,9.67,16.32,0,11.67,4.41,11.18,11.22,14.68,13.8,23.26,13.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,1.9,6.52,11.08,2.98,3.51,4.4,10.07,9.74,5.31,5.82,1.24,5.12,1.35,6.26,5.28,8.63,8.11,16.7,12.32,0,0,4.22,14.72,12.89,11.49,14.01,4.68,1.77,3.88,1.85,4.79,7.14
3276 宇環,週報酬率 %,-1.6846,-3.0567,-4.5045,-4.7169,-8.9109,5.7609,-0.8223,-10.8807,-1.3954,-0.5897,4.2705,6.2572,8.137,-0.99,-2.7999,1.852,-1.01,-1.1225,0.6191,-2.5641,-1.2633,-1.4924,-5.1948,-2.3972,6.4327,-6.2638,1.993,-3.2184,-10.6888,-3.5906,7.4483,2.1823,0.1256,-0.1255,3.015,13.4147,5.3764,-5.102,-0.5376,1.946,-5.6203,0.2248,-1.3452,-2.2727,-4.6512,5.9756,1.2658,5.2273,4.5356,0.8265,1.127,15.5106,0.4425,49.3393,-10.3245,6.9078,11.6923,-13.2231,-0.3175,-0.6369
3276 宇環,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,16.66,0,0,0,11.44,0,11.04,8.85,7.94,0,4.95,4.07,6.52,1.7,0.75,20.23,0,0,11.75,11.68,0.88,20.04
3284 太普高,週報酬率 %,-1.9149,-2.3861,-1,-1.2346,-1.1363,-0.8046,5.2144,0.2203,-0.2198,0.4404,0.7676,-0.7617,-1.3158,2,2.9411,-2.4338,5.2061,-0.5155,-1.9688,-0.4229,0.8493,3.579,0.9146,-2.9205,0.2074,-0.6211,-0.8333,-1.4707,-2.7718,-3.5088,4.3181,0.2179,-0.9783,-1.2075,3.7779,1.2848,12.0507,9.4339,-3.0172,5.3333,-8.8608,-5.5556,0.4901,2.9268,0.474,6.1321,1.3333,-1.7544,1.3394,0.4406,-0.4386,28.6344,3.4248,9.6027,8.3635,3.7791,-4.2017,2.6315,-4.2735,-1.1905
3284 太普高,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,3.06,1.01,0,0.66,1.98,5.73,1.96,2.31,1.78,7.61,0.87,0.69,0,0,0,0,5.57,17.56,9.83,24.36,3.67,5,5.45,3.77,3.2,0.33
3285 微端,週報酬率 %,-6.6153,11.2027,14.2222,-0.5188,8.4746,-22.2356,2.0092,-6.0606,-5.3911,12.3022,-4.5383,5.5736,-4.0373,2.589,-5.3628,1.1666,8.2371,0.3044,2.1246,-7.2809,2.564,1.4062,-0.4622,-8.3591,-3.3783,-0.3497,1.4035,-0.692,-5.4008,-3.1307,-2.4714,0.1949,3.1128,8.3019,6.6202,-0.6536,1.3158,-1.6234,-2.4753,-2.1996,-4.6712,-3.8113,0,-1.3208,0.1912,0,1.3358,-1.13,0.5715,-0.947,-4.3976,4.1999,-0.1919,3.2692,7.6351,-8.3046,4.9057,-5.0359,-3.0302,1.1719
3285 微端,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.8,2.5,1.49,21.07,13.81,7.99,19.16,1.03,4.61,11.96,26.67,0,5.26,3.77,0,9.09,13.33,1.39,0,11.86,3.15,12.31,1.5,7.34,12.9,14.06,2.86
