公司,Data Field,2016/12/30,2017/3/31,2017/6/30,2017/9/30
6499 益安,M負債比率％,0,0,0,0
6506 雙邦,M負債比率％,0,0,0,0
6508 惠光,M負債比率％,0,0,0,0
6509 聚和,M負債比率％,0,0,0,0
6510 精測,M負債比率％,0,0,0,0
6512 啟發電,M負債比率％,0,0,0,0
6514 芮特-KY,M負債比率％,0,0,0,0
6516 勤崴國際,M負債比率％,19.54,0,12.7,12.86
6523 達爾膚,M負債比率％,0,0,0,0
6530 創威,M負債比率％,0,0,0,0
6532 瑞耘,M負債比率％,0,0,0,0
6535 順藥,M負債比率％,0,0,0,0
6538 倉和,M負債比率％,0,0,0,0
6542 隆中,M負債比率％,0,0,0,0
6547 高端疫苗,M負債比率％,0,0,0,0
6548 長科*,M負債比率％,0,0,0,0
6556 勝品,M負債比率％,0,0,0,0
6560 欣普羅,M負債比率％,0,0,0,0
6561 是方,M負債比率％,0,0,0,0
6568 宏觀,M負債比率％,0,0,0,0
6569 醫揚,M負債比率％,0,0,0,0
6570 維田,M負債比率％,0,0,0,0
6574 霈方,M負債比率％,0,0,0,0
6576 逸達,M負債比率％,0,0,0,0
6577 勁豐,M負債比率％,35.77,23.75,36.23,33.33
6578 達邦蛋白,M負債比率％,0,0,0,0
6589 台康生技,M負債比率％,11.28,0,14.4,25.45
6590 普鴻,M負債比率％,29.77,29.11,40.24,42.17
6593 台灣銘板,M負債比率％,0,0,0,0
6594 展匯科,M負債比率％,0,0,0,0
6596 寬宏藝術,M負債比率％,0,0,0,0
6603 富強鑫,M負債比率％,0,0,0,0
6609 瀧澤科,M負債比率％,0,0,0,0
6612 奈米醫材,M負債比率％,0,0,0,0
6613 朋億,M負債比率％,0,0,0,0
6615 慧智,M負債比率％,0,0,0,0
6616 特昇-KY,M負債比率％,0,0,0,0
6624 萬年清,M負債比率％,36.96,0,58.31,52.91
6629 泰金-KY,M負債比率％,56.1,52.39,51.31,49.65
6640 均華,M負債比率％,0,0,0,0
6642 富致,M負債比率％,21.33,0,21.41,0
6643 M31,M負債比率％,0,0,0,0
6649 台生材,M負債比率％,3.37,0,1.22,1.42
6654 天正國際,M負債比率％,0,0,0,0
6662 樂斯科,M負債比率％,19.61,0,30.48,26.16
6664 群翊,M負債比率％,0,0,0,0
6667 信紘科,M負債比率％,0,0,0,0
6679 鈺太,M負債比率％,27.27,0,28.95,26.51
6680 鑫創電子,M負債比率％,34.76,0,41.13,0
6683 雍智科技,M負債比率％,17.64,0,20.05,13.51
6803 崑鼎,M負債比率％,0,0,0,0
7402 邑錡,M負債比率％,0,0,0,0
8024 佑華,M負債比率％,0,0,0,0
8027 鈦昇,M負債比率％,0,0,0,0
8032 光菱,M負債比率％,0,0,0,0
8034 榮群,M負債比率％,0,0,0,0
8038 長園科,M負債比率％,36,0,38.46,0
8040 九暘,M負債比率％,0,0,0,0
8042 金山電,M負債比率％,36.66,0,0,0
8043 蜜望實,M負債比率％,0,0,0,0
8044 網家,M負債比率％,0,0,0,0
8047 星雲,M負債比率％,0,0,0,0
8048 德勝,M負債比率％,0,0,0,0
8049 晶采,M負債比率％,0,0,0,0
8050 廣積,M負債比率％,0,0,0,0
8054 安國,M負債比率％,0,0,0,0
8059 凱碩,M負債比率％,0,0,0,0
8064 東捷,M負債比率％,0,0,0,0
8066 來思達,M負債比率％,0,0,0,0
8067 志旭,M負債比率％,0,0,0,0
8068 全達,M負債比率％,0,0,0,0
8069 元太,M負債比率％,0,0,0,0
8071 能率網通,M負債比率％,0,0,0,0
8074 鉅橡,M負債比率％,0,0,0,0
8076 伍豐,M負債比率％,0,0,0,0
8077 洛,M負債比率％,70.81,0,0,0
8080 永利聯合,M負債比率％,0,0,0,0
8083 瑞穎,M負債比率％,0,0,0,0
8084 巨虹,M負債比率％,41.95,0,0,0
8085 福華,M負債比率％,0,0,0,0
8086 宏捷科,M負債比率％,0,0,0,0
8087 華鎂鑫,M負債比率％,0,0,0,0
8088 品安,M負債比率％,0,0,0,0
8091 翔名,M負債比率％,22.99,0,0,0
8092 建暐,M負債比率％,0,0,0,0
8093 保銳,M負債比率％,0,0,0,0
8096 擎亞,M負債比率％,0,0,0,0
8097 常珵,M負債比率％,0,0,0,0
8099 大世科,M負債比率％,0,0,0,0
8107 大億金茂,M負債比率％,0,0,0,0
8109 博大,M負債比率％,0,0,0,0
8111 立,M負債比率％,0,0,0,0
8121 越峰,M負債比率％,0,0,0,0
8147 正淩,M負債比率％,0,0,0,0
8155 博智,M負債比率％,0,0,0,0
8171 天宇,M負債比率％,0,0,0,0
8176 智捷,M負債比率％,0,0,0,0
8182 加高,M負債比率％,0,0,0,0
8183 精星,M負債比率％,0,0,0,0
8234 新漢,M負債比率％,0,0,0,0
8240 華宏,M負債比率％,0,0,0,0
8255 朋程,M負債比率％,0,0,0,0
8277 商丞,M負債比率％,0,0,0,0
8279 生展,M負債比率％,39.37,34.18,36.05,34.06
8287 英格爾,M負債比率％,0,0,0,0
8289 泰藝,M負債比率％,0,0,0,0
8291 尚茂,M負債比率％,0,0,0,0
8299 群聯,M負債比率％,0,0,0,0
8342 益張,M負債比率％,0,0,0,0
8349 耀,M負債比率％,0,0,0,0
8354 冠好,M負債比率％,0,0,0,0
8358 金居,M負債比率％,0,0,0,0
8383 千附,M負債比率％,0,0,0,0
8390 金益鼎,M負債比率％,0,0,0,0
8401 白紗科,M負債比率％,0,0,0,0
8403 盛弘,M負債比率％,0,0,0,0
8406 金可-KY,M負債比率％,0,0,0,0
8409 商之器,M負債比率％,18.04,0,0,0
8410 森田,M負債比率％,0,0,0,0
8415 大國鋼,M負債比率％,0,0,0,0
8416 實威,M負債比率％,0,0,0,0
8418 捷必勝-KY,M負債比率％,0,0,0,0
8420 明揚,M負債比率％,0,0,0,0
8421 旭源,M負債比率％,0,0,0,0
8423 保綠-KY,M負債比率％,0,0,0,0
8424 惠普,M負債比率％,0,0,0,0
8426 紅木-KY,M負債比率％,36.46,0,0,0
8431 匯鑽科,M負債比率％,0,0,0,0
8432 東生華,M負債比率％,0,0,0,0
8433 弘帆,M負債比率％,0,0,0,0
8435 鉅邁,M負債比率％,0,0,0,0
8436 大江,M負債比率％,0,0,0,0
8437 大地-KY,M負債比率％,0,0,0,0
8440 綠電,M負債比率％,0,0,0,0
8444 綠河-KY,M負債比率％,0,0,0,0
8446 華研,M負債比率％,0,0,0,0
8450 霹靂,M負債比率％,0,0,0,0
8455 大拓-KY,M負債比率％,0,0,0,0
8472 夠麻吉,M負債比率％,0,0,0,0
8476 台境,M負債比率％,0,0,0,0
8477 創業家,M負債比率％,0,0,0,0
8489 三貝德,M負債比率％,25.83,23.62,16.77,23.07
8905 裕國,M負債比率％,0,0,0,0
8906 花王,M負債比率％,0,0,0,0
8908 欣雄,M負債比率％,0,0,0,0
8913 全銓,M負債比率％,0,0,0,0
8916 光隆,M負債比率％,0,0,0,0
8917 欣泰,M負債比率％,0,0,0,0
8921 沈氏,M負債比率％,0,0,0,0
8923 時報,M負債比率％,0,0,0,0
8924 大田,M負債比率％,0,0,0,0
8927 北基,M負債比率％,0,0,0,0
8928 鉅明,M負債比率％,0,0,0,0
8929 富堡,M負債比率％,0,0,0,0
8930 青鋼,M負債比率％,0,0,0,0
8931 大汽電,M負債比率％,0,0,0,0
8932 宏大,M負債比率％,0,0,0,0
8933 愛地雅,M負債比率％,57.76,56.23,56.98,59.45
8934 衡平,M負債比率％,0,0,0,0
8935 邦泰,M負債比率％,0,0,0,0
8936 國統,M負債比率％,56.51,0,0,0
8937 合騏,M負債比率％,0,0,0,0
8938 明安,M負債比率％,0,0,0,0
8941 關中,M負債比率％,52.84,52.34,56.95,40.49
8942 森鉅,M負債比率％,0,0,0,0
911613 特藝-DR,M負債比率％,0,0,0,0
9949 琉園,M負債比率％,0,0,0,0
9950 萬國通,M負債比率％,0,0,0,0
9951 皇田,M負債比率％,0,0,0,0
9960 邁達康,M負債比率％,0,0,0,0
9962 有益,M負債比率％,0,0,0,0
