證券代碼,Data Field,2016/4/29,2016/5/6,2016/5/13,2016/5/20,2016/5/27,2016/6/4,2016/6/8,2016/6/17,2016/6/24,2016/7/1,2016/7/7,2016/7/15,2016/7/22,2016/7/29,2016/8/5,2016/8/12,2016/8/19,2016/8/26,2016/9/2,2016/9/10,2016/9/14,2016/9/23,2016/9/30,2016/10/7,2016/10/14,2016/10/21,2016/10/28,2016/11/4,2016/11/11,2016/11/18,2016/11/25,2016/12/2,2016/12/9,2016/12/16,2016/12/23,2016/12/30,2017/1/6,2017/1/13,2017/1/20,2017/1/24,2017/2/3,2017/2/10,2017/2/18,2017/2/24,2017/3/3,2017/3/10,2017/3/17,2017/3/24,2017/3/31,2017/4/7,2017/4/14,2017/4/21,2017/4/28,2017/5/5,2017/5/12,2017/5/19,2017/5/26,2017/6/3,2017/6/9,2017/6/16,2017/6/23,2017/6/30,2017/7/7,2017/7/14,2017/7/21,2017/7/28,2017/8/4,2017/8/11,2017/8/18,2017/8/25,2017/9/1,2017/9/8,2017/9/15,2017/9/22,2017/9/30,2017/10/6,2017/10/13,2017/10/20,2017/10/27,2017/11/3,2017/11/10,2017/11/17,2017/11/24,2017/12/1,2017/12/8,2017/12/15,2017/12/22,2017/12/29,2018/1/5,2018/1/12,2018/1/19,2018/1/26,2018/2/2,2018/2/9,2018/2/12,2018/2/23,2018/3/2,2018/3/9,2018/3/16,2018/3/23,2018/3/31,2018/4/3,2018/4/13,2018/4/20,2018/4/27
4729 熒茂,週報酬率 %,-4.0322,-3.7815,-0.4367,-0.8771,3.0973,-3.0042,0.4425,3.0837,-2.1368,9.607,1.1953,2.3623,-0.3846,-3.0888,0.7969,-1.1858,25.5999,0.9554,-6.3092,-0.6734,0.339,3.3783,-1.3071,-0.3312,-8.3057,1.4492,12.1428,-7.0064,-2.0548,4.5455,-1.3377,4.4067,-1.2988,24.6711,-5.2771,0.557,1.662,-5.4496,-0.2883,-1.1561,2.924,3.6932,0.274,-0.8197,-0.551,5.2631,1.0526,-7.8125,-1.9774,0.2882,-2.0115,-3.2258,2.1212,-4.451,6.5217,4.9563,1.3889,-0.5481,-0.8264,-3.8889,-0.0001,-0.867,-1.7492,-0.5935,4.4776,-0.857,1.4408,-4.5455,18.1547,13.0982,1.3363,-3.2967,-2.7273,-3.7384,-2.67,8.2294,1.3825,-3.409,3.5293,16.8182,-1.751,-1.7822,2.4194,-0.7874,-9.5239,-2.8509,-1.3543,-0.6864,9.2165,-6.3291,1.8016,-2.8762,-4.5559,-14.0811,0.8333,9.3664,-3.2746,-3.3854,4.5822,-8.2476,11.7979,14.5728,-14.9122,-5.6701,-4.0983
4729 熒茂,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4735 豪展,週報酬率 %,-2.669,2.7423,-1.0677,10.6116,4.3903,0.7787,-1.0819,-6.4063,-2.1702,12.4575,9.164,0.1442,-0.5755,-0.5789,-0.4366,-4.0936,5.4878,-0.867,0.7288,-1.8814,-3.6874,1.0721,-0.4545,2.131,-2.5335,5.1989,3.343,-4.3601,7.7941,2.5921,-3.4574,0,0.8265,-0.6831,-1.513,-0.5586,2.3877,-2.1948,0.5609,1.1158,1.3793,0.6804,1.3513,1.2,-2.8986,-0.5427,4.5022,2.0888,-2.046,8.094,0.7247,-0.8393,1.3301,1.6707,0.7042,-1.1656,3.6557,11.3765,3.7793,-3.2479,13.5299,-2.8674,-7.9206,-0.7284,1.2577,-4.2442,2.9189,-6.5126,-4.7192,-1.4151,7.7752,-0.222,-1.2236,-1.5766,0.4575,9.681,0.5192,0.9298,0.5117,4.6844,-3.5019,-4.8386,2.0127,3.4267,-6.1245,4.1712,2.6694,0.9999,0.198,-1.1858,-1.8,0.2037,-0.7113,-17.0931,0.9877,3.7898,0.4711,2.4619,3.2036,2.1063,0.5429,0.9719,-1.2835,-3.3586,-2.5784
4735 豪展,現股當沖比重,3.79,3.93,2.17,13.78,21.43,1.44,4.52,1.58,1.07,7.81,6.14,6.5,18.3,2.77,3.27,3.39,2.36,7.57,13.83,1.66,1.69,3.08,0,26.93,3.95,2.11,4.5,21.49,17.07,15.18,1.37,2.82,9.46,2.99,9.17,1.3,12.22,5.88,4.3,0.86,4.79,1.99,4.89,3.22,0,1.05,8.08,11.71,7.04,11.37,5.62,2.68,9.18,13.7,6,20.26,24.17,46.78,29.09,28.54,49.23,22.31,11.98,19.87,29.93,12.35,15.12,12.69,12.08,5.55,19.6,5.51,4.31,7.39,2.47,33.59,7.25,9.54,8.16,23.43,15.88,4.41,10.75,19.83,10.88,7.97,21.53,5.86,16.41,1.75,2.69,5.14,2.47,7.26,3.12,1.77,4,0,30.87,20.6,19.29,3.66,18.9,8.16,4.88
4736 泰博,週報酬率 %,5.8334,13.7795,2.076,-1.695,5.8621,-1.3029,-1.3201,-0.6689,-6.734,9.7473,-0.3289,0,-4.6205,-2.076,2.4735,-12.8255,1.2931,-2.5531,6.1135,-2.0575,-1.2605,8.0851,-3.937,-2.0492,-10.4602,2.8038,3.6363,-4.8246,-5.0691,1.9418,-0.4763,0.957,3.3175,-1.3762,-0.4652,1.4019,5.0692,-2.193,-2.6906,-0.9217,0.9303,0.9217,3.6531,-2.6433,0.4525,-0.901,-0.909,-0.4586,-4.1475,0.4807,-4.3062,2.4999,-0.9756,-2.463,-4.0404,2.1053,-2.1649,1.5806,3.6307,-1.4015,6.599,-3.3333,2.4631,-0.9616,1.9418,-1.4285,-3.5749,-4.8096,0.3051,-1.397,4.4864,-1.6948,-2.4138,1.4133,-2.2067,3.3254,1.4943,-2.0384,0.2312,3.1141,0.6712,5.9999,6.9183,-1.4706,-0.597,1.6016,-1.8719,-2.2089,2.3615,-1.304,0.1017,-4.1625,4.661,-4.251,0.4228,1.3684,-2.9076,6.6311,4.8144,-0.4785,12.9809,1.2766,12.6049,6.7162,-1.0489
4736 泰博,現股當沖比重,12.38,15.33,13.82,19.34,7.56,11.13,2.63,11.11,2.66,5.45,6.29,7.04,6.37,8.71,2.97,3.19,8.25,18.85,7.63,5.82,12.74,10.77,2.27,3.02,5.52,2.82,8.42,5.43,9.91,9.81,5.9,0,10.23,4.29,15.52,8.1,12.99,6.91,8.08,3.39,0.53,1.68,7.66,8.26,3.92,7.09,2.66,0,3.99,3.73,3.16,7.44,1.14,7.1,2.98,1.33,1.89,0,16.04,1.99,21.41,6.37,5.27,6.16,37.45,3.98,4.39,5.88,0,1.26,6.1,2.54,3.8,2.43,4.19,2.41,0.91,1.56,3.22,4.98,3.28,14.47,19.17,28.42,12.54,9.29,4.33,3.27,7.45,1.3,3.74,2.16,7.13,6.75,1.39,0.85,1.71,18.6,26.69,13.43,24.79,26.41,33.04,48.87,40.5
4741 泓瀚,週報酬率 %,-2.1864,-0.9412,-4.6912,-0.0125,3.4397,4.8192,1.1494,-2.7387,11.6018,4.1667,-0.995,-2.751,-0.6264,-1.2606,-5.1065,0.3363,-3.3855,1.1257,-4.1571,6.5375,-3.1327,2.6284,1.971,1.6203,-5.7859,4.2915,-1.136,-1.9229,-1.4106,-1.4673,0.2953,2.6749,-2.5572,-0.2943,-1.5989,-3.7625,3.2602,-5.0315,3.3376,1.2561,0.6583,-1.3079,4.4979,1.634,8.2064,-0.2107,4.7778,4.1358,-5.6009,0.8846,-4.0953,4.2367,-1.305,-1.5932,-0.9912,-1.5794,-0.3164,-3.5148,-1.9858,-4.5678,-1.0678,4.127,-3.6706,-0.937,0.3195,-0.2625,1.4687,-0.0921,1.6725,6.5026,1.4352,-3.7769,-3.4392,-0.1291,32.6088,1.0929,1.3514,0.0001,-2.8,3.978,1.5831,-3.7662,-0.8097,-5.7143,-0.4329,1.1594,-0.1433,-3.1564,-1.1853,-1.3494,3.7994,-0.4393,1.9117,-3.0303,1.0417,-0.5891,-1.6296,-0.1507,-1.9607,0,0,-0.6154,0.6192,-2.4615,-2.9968
4741 泓瀚,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4743 合一,週報酬率 %,2.8476,-8.1433,-4.9645,3.7313,3.7769,3.4662,-3.3501,6.7591,-5.8442,3.4483,2.3333,13.5179,17.3601,0.7335,-2.67,-5.985,-2.3873,-2.7173,2.7933,3.2609,-1.0527,3.5904,-2.4391,-3.4211,-8.9918,-0.8982,2.1148,-7.8403,9.4704,2.6393,-0.0001,1.1429,-2.1186,-1.2987,-1.1697,1.4793,-1.1662,-2.2126,-3.4692,0.7812,-0.155,-0.1553,6.6875,-2.7697,-2.2489,0.9202,-2.5836,-0.468,-5.6426,1.6611,-5.8824,-1.5625,-0.8818,-6.2278,1.7078,0.3731,2.2305,-1.2726,1.6575,-2.8985,4.1045,-3.0466,-1.6636,-1.8797,7.8543,-2.6642,-2.1898,-2.985,-5,-0.6074,12.0162,-5.2729,-3.4549,-2.1869,-0.6099,-1.0226,-1.2397,-3.5564,0.8675,-0.4302,-0.864,-4.5752,2.0548,-2.9083,-7.8341,-1,4.5455,-1.9324,1.9704,3.8648,2.3257,-1.8182,-4.1666,-5.0724,1.0178,3.0226,11.9804,3.9302,14.7059,-2.5641,2.6315,0.1832,16.2705,-0.3144,-5.9937
4743 合一,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55,5.04,7.45,9.39,2.72,7.4,21.67,4.02,2.56,3.26,3.38,1.11,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4744 皇將,週報酬率 %,-3.1078,4.7316,-9.3996,-3.0121,0.7591,8.5617,-6.9085,0.8133,-0.5042,6.3176,-0.8261,12.4638,5.4416,2.6749,2.4666,-3.3761,5.753,4.2723,3.9607,-7.751,1.0823,-0.3663,-3.7047,5.4626,-8.3822,4.8025,-8.3818,-3.3872,-1.0485,-0.9935,11.6389,-4.2241,3.2218,-1.3636,8.4486,4.5325,3.3875,-2.2281,1.9036,1.5521,-0.285,-4.3907,0.5435,1.8378,3.5031,-0.2565,2.8277,9.075,1.1689,2.8318,0.5067,-0.8987,-0.9069,-0.2232,-0.8055,10.2391,-1.3707,-1.3897,4.9012,-2.9075,-1.3838,-0.7538,1.7091,-12.863,2,-0.3735,-6.2793,-5.4211,3.784,-1.6354,0.5724,-2.9539,0.0558,-9.1543,5.6835,7.3255,-1.9773,0.0001,-0.4973,9.1365,-2.3409,-4.8723,1.2599,-6.4106,-2.1098,-1.6829,-1.1712,0.2432,3.395,-1.8177,-3.434,-0.7729,1.3712,-3.1664,1.9365,11.4918,-0.8101,0.5631,1.9603,1.4557,-0.5145,-1.8232,3.2982,0,-0.322
4744 皇將,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4745 合富-KY,週報酬率 %,7.2669,-0.7364,-6.825,-2.3885,0.6526,9.4004,-4.4444,2.3256,-1.8181,10.4938,7.4023,-4.5515,0.545,-3.6585,3.0942,-9.4196,-4.3888,-0.9836,-5.298,3.1469,-4.2372,0,-0.885,6.7858,-12.5419,1.1472,-2.0793,-10.7143,0.973,2.7837,-1.0416,1.8948,-0.8264,-1.5625,-0.7407,6.0768,1.5076,-5.4456,-0.5236,-0.2105,-0.7384,5.2071,2.4242,-2.564,-3.0364,-0.9394,-1.2646,-1.6009,0.2169,0.4329,-4.2026,-1.9122,4.0137,-1.2129,-0.8928,-0.2251,1.9187,1.2183,-2.8447,0.7883,1.1173,-1.8785,-2.0271,-2.9886,-1.7774,-2.8951,-3.2298,4.2362,-0.7389,0.7443,12.3164,-2.4166,2.0047,-3.4682,-1.5569,-0.1216,5.3593,-1.0404,1.0514,-6.0116,1.5989,-3.9951,-1.6393,-0.2565,-0.5141,0.5168,2.8277,-2.5,-0.3847,4.2471,1.9754,1.4529,-0.8354,-7.5811,0.1302,2.991,-1.7677,2.9563,6.6167,0.1171,12.3976,1.9771,-2.6532,5.0314,9.3812
4745 合富-KY,現股當沖比重,0.95,8.59,3.1,12.2,4.2,4.45,4.8,4.06,5.2,5.71,14.53,4.02,4.04,3.88,14.99,4.34,12.07,6.97,1.09,3.45,1.98,4.78,4.04,6.1,5.43,4.88,0,3.32,3.65,35.4,2,22.43,6.43,0,4.08,23.54,9.06,3.19,8,3.97,0,2.71,4.34,0,2.71,2.01,0,0,0,0,3.08,0,2.8,4,0,0,3.13,1.4,5,6.23,3.76,0,0,0,5.15,1.03,5.34,3.7,2.33,0,18.94,1.6,10.71,1.87,11.11,0,2.33,11.1,0.66,0,11.56,4.95,7.69,8.7,11.75,14.26,2.13,1.61,2.83,11.67,17.52,6.55,2.57,23.68,3.08,2.82,2,3.23,28.04,22.94,18,35.98,5.75,22.43,43.32
4747 強生,週報酬率 %,-1.8963,-1.1599,-1.5646,3.3113,1.0257,2.2843,-1.9852,1.0126,-1.2531,3.3925,-0.3851,0,0,0.0001,1.031,-1.5306,-0.1295,1.8158,-1.1465,-1.031,0.2604,1.2987,-0.8975,0.9057,-2.5641,1.842,-1.8088,-1.7105,-2.1418,0.1367,1.0929,-0.8108,0.4087,0.1357,-0.6775,-1.0914,0.9655,-0.2732,0.959,-0.1357,1.3587,-0.9383,3.383,-0.6544,-0.6588,0.5305,-0.2638,-1.0582,0.2674,-0.6666,-0.671,-0.5405,0.0001,0.2717,-1.4905,0.6877,0.4098,3.4014,0.2631,-1.9065,1.4085,0,-2.3611,0.1422,0.4262,0.7072,0.8426,-1.1143,1.4085,1.3889,3.2877,0.2653,0.0001,-0.5291,-0.9309,0.5369,0.1335,0.1333,0.0001,0.1331,0.5319,-2.1165,1.7567,-0.5312,0.6675,5.0399,-2.0202,-0.1289,1.6774,1.0153,-1.005,4.3147,-2.4331,-7.232,1.3441,0.7957,2.3684,-0.5141,1.8088,1.1422,12.4216,-0.1117,-3.9106,-5.1164,-0.2451
4747 強生,現股當沖比重,0,0,0,3.12,3.83,0,0,4.86,3.85,0,0,2.7,14.29,0,0,0,0,0,0,0,9.88,25,16.49,6.67,5,0,0,8.27,0,0,0,0,0,0,0,0,0,0,7.69,0,0,2.94,1.45,0,0,10.35,0,0,0,0,0,0,0,0,9.09,0,0,1.58,2.04,0,8.08,0,0,0,4.35,0,0,9.95,0,0,0,0,0,0,0,0,13.99,0,0,25,0,25,0,3.57,0,2.35,0,0,9.82,1.94,0,3.65,24.6,0,0,0,0,0,11.11,4.35,21.51,3.97,11.62,10,23.89
4754 國碳科,週報酬率 %,1.8652,-1.6902,-2.5789,-0.5882,0.5917,2.0294,3.9204,2.6353,-1.3514,0.8219,0.8152,2.4259,6.421,0.104,-3.5863,4.9866,0.1284,2.0513,13.0653,14.6445,6.6098,-3.6364,90.909,4.762,-7.4243,-1.964,-5.5092,-13.0743,7.1138,-0.7591,8.2218,-2.6503,0.5445,-3.2491,-1.4926,0.7576,-0.3759,-5.0943,-0.5963,-1,0,3.4343,1.1717,-0.3861,0,-0.5814,-0.7797,0,1.7683,-2.3166,-1.1858,0.2,-0.3992,-0.8016,-1.0102,-0.9185,-1.1328,-1.0417,-1.0526,-0.4255,-1.7093,-3.0435,0.8969,-0.111,-0.2919,-0.3543,-2.0142,-0.4838,-3.0377,2.6315,4.0292,0.9389,0.2326,-0.232,0.3489,-1.5064,-0.7059,-2.7251,-0.6091,-0.2451,0.86,-0.1218,-0.7318,0.7371,-1.2195,-3.7038,0,2.9487,-0.1245,0.4988,-0.8684,3.129,0.6068,-4.7045,-1.8987,4.516,-1.2346,0.5,-0.9949,1.7588,2.7161,-0.9615,5.4612,-2.4165,-3.302
4754 國碳科,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760 勤凱,週報酬率 %,-0.7892,2.2727,-2.2223,0.2273,0,1.0771,-0.1683,-1.6855,-1.1429,-0.578,-1.1628,1.1765,1.686,-9.8343,3.3608,8.1595,2.1395,-2.0738,0,0,-4.4118,1.8462,0.0001,0.0604,0,-5.1932,5.0955,-3.9394,2.5236,-0.0615,-2.9558,0,10.5331,3.3295,2.5556,4.5504,-3.1088,7.1124,-0.649,-4.3719,-4.1513,5.2083,2.6577,-2.1827,0.8822,-2.3148,6.793,-0.5424,0.6445,4.4335,9.9056,4.3778,-5.0576,0,-0.4331,-3.5233,0,4.1479,0,-4.7186,5.0886,0.0001,0,-0.0432,0.0001,2.5139,13.2,-1.8846,-7.9631,-0.0435,0.0435,0,0,-0.0435,-0.1304,4.5296,0.4583,3.6914,0.8,23.3731,2.927,-10.9374,-8.7368,2.3069,-19.387,17.6191,1.2552,2.3591,-2.3438,0.32,-2.3125,0.4898,2.234,0.3973,4.8674,11.6981,1.6554,-2.8581,2.6343,-2.6666,3.0822,-0.0332,-0.2991,14,-6.4327
4760 勤凱,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4767 誠泰科技,週報酬率 %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.3846,-15.8416,-5.294,-9.4721,2.5729,0.6689,0.3322,-0.6623,0,-0.2667,-1.0695,-0.3378,-1.6949,-1.7241,0,0.3509,-1.2238,0.885,-1.4035,-2.847,0,2.5641,0.7143,-0.0001,-0.3546,0.3559,0,0.3546,-1.06,-0.0001,-2.1428
4767 誠泰科技,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4803 VHQ-KY,週報酬率 %,-4.3716,6.5715,-12.3325,4.893,-2.624,-0.5988,0.6024,0.5989,-8.3333,1.2986,-2.2436,6.2295,-3.7037,-12.1794,3.6496,1.4109,2.098,12.3288,-1.2195,4.0124,6.2314,3.352,1.8919,11.9364,-12.3223,5.9459,3.3164,-10.1234,0.5493,-3.0055,10.7042,-8.6513,2.2285,-2.9972,-5.899,6.2688,-3.9326,-0.5849,-4.1176,-0.9203,4.644,-7.9882,7.0739,0.6006,-1.194,0.6043,4.2042,-5.1874,2.1276,-3.2738,8,1.9943,-0.2793,1.6807,-3.5813,-7.7143,0.3096,-5.247,0.9772,-1.9354,1.3158,0,0.9741,-7.7172,-0.3484,-3.1867,6.227,-1.3793,-4.8951,-2.5735,3.7735,4.3637,0.6969,0.346,-2.7587,2.8369,-3.1035,-1.7793,-2.1739,4.0741,-2.1353,5.8181,5.1546,6.8628,3.0581,-2.6706,-0.3049,3.9755,3.2353,1.4246,-4.2135,6.1583,-4.4199,-6.0694,0.6154,2.4465,3.8806,-2.457,0.6023,-5.0899,5.6781,-0.2985,10.479,18.6992,0.9133
4803 VHQ-KY,現股當沖比重,21.34,27.86,23.57,25.45,25.34,14.73,18.68,27.86,9.1,4.35,9.52,10.45,13.79,11.85,15.23,16.38,9.35,18.33,12.3,8.16,16.36,7.98,17.2,7.37,9.32,26.28,17.71,13.28,19.46,15.89,27.84,8.94,20.21,6.45,12.07,15.44,7.63,14.42,14.7,15.81,10.49,11.47,18.47,3,20.88,12.18,17.01,5.17,12.83,11.21,13.41,25.58,13.88,33.57,16.51,14.42,11.97,10.49,18.24,27.98,22.09,6.92,16.36,26.54,7.78,2.56,7.22,12.71,15.31,13.02,7.14,23.61,15.34,41.87,25,20.33,21.81,18.75,6.12,18.66,14.27,13.67,15.91,25.27,26.2,32.93,15.21,16.05,21.28,17.62,28.85,15.61,13.13,14.1,3.92,13.16,21.18,2.77,2.16,7.41,24.83,26.47,19.59,47.42,36.44
4804 大略-KY,週報酬率 %,-6.1069,3.252,-3.5434,-1.6325,1.2449,4.5082,-2.3529,-3.2129,-4.9792,1.7468,-1.7167,6.9868,0.8164,2.4291,2.3715,11.9239,-0.9011,9.5455,-6.2241,-0.885,-5.3572,4.2453,1.81,2.2221,-9.1305,0,0.4784,-3.3333,-12.4138,-5.9618,1.4354,-7.4292,1.019,2.2698,-3.3293,1.4031,2.3899,-3.1941,-2.4112,0.7802,-0.1291,-0.3876,0.6485,12.7578,-8.3429,-0.2493,0.125,-2.7465,-1.6689,0,-2.0888,-12,0.909,-7.2072,0.3236,-5.3227,2.2146,-2.8334,3.2591,-8.3056,2.1739,-2.8369,0.73,-1.6305,1.2891,-0.5977,-0.1935,-0.9689,-4.501,8.1966,1.5151,-2.6119,1.5324,-3.9622,-7.6621,1.7021,2.7197,-0.9164,-3.3915,0.851,-0.5274,-17.7094,9.5361,-5.1764,-0.2481,-0.4975,-1,-2.0202,2.0618,-1.5151,-0.5128,0.3866,-3.2093,-24.9337,-6.1837,11.4878,-0.169,-2.1996,4.3252,-7.7943,-0.5395,-5.0633,-0.5713,-4.023,-2.5948
4804 大略-KY,現股當沖比重,5.61,21.32,27.61,15.49,23.28,0,13.04,1.45,6.3,1.41,5.38,2.33,0,0,0.85,17.1,5.18,13.15,15.28,0,1.35,9.96,23.96,12.47,4.71,12.08,10.52,19.05,22.12,35.05,12.38,16.37,3.69,13.82,12.91,23.84,17.41,45.32,26.26,22.77,14.98,3.09,2.55,21.4,16.34,26.15,4.04,11.79,15.27,17.52,18.82,7.82,2.56,4.92,8.85,8.15,4.82,0.98,30.42,19.27,13.28,8.9,4.98,27.84,7.21,17.08,25.55,2.72,14.22,13.91,16.35,5.76,8.15,9.05,23.67,10.26,17.22,6.47,19.37,15.05,2.51,36.61,14.44,25.93,12.21,1.46,7.07,5.13,6.9,4.51,5.56,7.96,13.25,22.1,27.82,31.68,24.74,23.89,18.27,14.73,7.58,18.34,51.57,22.03,48.39
4806 昇華,週報酬率 %,2.1231,-2.9105,-1.713,2.1786,-4.0512,-4.3334,-1.7423,-2.1277,0.0001,-3.7578,-1.5346,3.8962,-1.2501,0,0,-2.5316,-1.0389,0.5248,-1.6971,0.1328,-0.5305,3.8667,0.7702,0.5095,-2.5348,-2.4708,-5.3334,-4.2253,-19.2648,7.1038,-5.4421,4.1367,4.145,5.9701,0.626,-0.1555,-3.4329,0.4638,-0.9231,2.1739,-2.7356,-1.7188,-1.4309,-2.4194,4.1323,1.5873,-1.875,-2.8661,-0.4918,-0.8237,1.8272,0.9789,12.6009,-1.5783,-11.2245,-5.7472,-4.1812,-7.0908,-3.4246,-2.3302,32.5727,7.4178,22.4137,11.831,0.7557,-14.375,-6.2772,-9.6573,9.4828,-0.7874,-1.2698,4.1801,-4.0123,-0.9647,-5.1949,-1.8836,0,6.2827,-1.3137,0.6655,0.9917,-9.4926,0.5425,-5.5754,-18,-6.388,7.6923,4.8387,-5.6044,-3.8417,0.8475,-3.6014,-1.1207,0.3778,1.6311,-1.9753,6.5492,-2.8369,5.3528,-3.0022,16.1904,-2.2541,-4.5075,-0.1098,-6.2638
4806 昇華,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,3.51,19.98,6.35,7.85,22.18,43.44,32.13,48.94,43.45,39.78,20.49,28.68,36.81,18.2,29.69,47,22.26,5.48,19.33,32.15,16.93,13.26,9.12,20.81,31.95,10.95,17.06,33.37,27.5,29.93,7.36,26.73,16.96,5.16,9.22,15.01,24.36,16.91,9.59,3.44,5.5,19.19,4.22,2.26,0.56,14.34,6.23,4.98,3.13,11.32
4903 聯光通,週報酬率 %,-3.2051,-0.6622,-3.3332,0.3449,-4.1237,8.9605,-0.9868,-1.6611,-7.4324,-0.365,-3.663,-2.2814,2.7237,-1.5152,-0.3846,15.058,33.8927,17.1288,7.7586,20.4,5.6478,19.6542,-5.3877,1.1111,-17.7197,0.6678,-2.1558,10.5086,-1.227,-1.087,-4.5525,12.171,1.173,-0.2899,-1.7442,-1.0356,1.0463,8.1361,0.9575,11.9241,9.322,22.259,1.8116,-1.0677,6.8345,7.5757,3.2865,-3.3334,-11.2853,-0.1767,-2.478,-7.804,0.5905,1.1742,1.5474,-4.1905,15.9046,-3.0874,6.5486,-7.9734,-5.7762,1.5326,-1.3207,12.8108,-24.8304,-17.9256,-37.912,6.1948,3.5418,19.7182,35.126,-1.7413,-7.5949,-9.7261,-5.7663,0.4831,0.641,-12.5797,-5.2824,13.8461,-2.5338,-0.5199,0.6968,-3.9791,-2.7027,-0.3703,-1.487,-1.8868,0.1924,-2.3033,-1.7682,-11,4.045,-15.5508,-0.2558,1.7949,-6.2972,-1.0754,1.6305,6.1497,-1.7633,-2.0513,12.5654,9.0698,-12.1535
4903 聯光通,現股當沖比重,10.97,8.75,10.91,20.18,5.49,0.39,0,3.95,3.18,1.91,0,8.98,9.33,0,4.14,9.14,30.6,0,0,15.05,12.27,21.44,14.14,8.63,7.69,22.05,17.78,31.9,20.33,5.19,13.05,24.6,13.41,17.33,28.04,13.24,24.88,16.15,16.28,27.28,25.04,28.25,20.72,23.47,32.26,27.52,17.45,8.54,38.15,4.61,17.55,13.42,23.46,20.16,25.93,27.09,24.41,45.43,36.43,71.36,33.52,38.55,45.24,53.44,0.78,53.88,0,0,0,32.62,32.31,21.08,23.35,44.13,43.06,27.92,18.3,26.75,50.58,21.88,40.92,24.76,22.08,19.94,27.05,20.7,22.99,20.92,12.6,24.43,6.37,37.4,18.6,33.7,50.56,29.12,21.02,11.94,22.65,24.56,19.62,59.52,41.62,22.7,20.74
