證券代碼,Data Field,2016/4/29,2016/5/6,2016/5/13,2016/5/20,2016/5/27,2016/6/4,2016/6/8,2016/6/17,2016/6/24,2016/7/1,2016/7/7,2016/7/15,2016/7/22,2016/7/29,2016/8/5,2016/8/12,2016/8/19,2016/8/26,2016/9/2,2016/9/10,2016/9/14,2016/9/23,2016/9/30,2016/10/7,2016/10/14,2016/10/21,2016/10/28,2016/11/4,2016/11/11,2016/11/18,2016/11/25,2016/12/2,2016/12/9,2016/12/16,2016/12/23,2016/12/30,2017/1/6,2017/1/13,2017/1/20,2017/1/24,2017/2/3,2017/2/10,2017/2/18,2017/2/24,2017/3/3,2017/3/10,2017/3/17,2017/3/24,2017/3/31,2017/4/7,2017/4/14,2017/4/21,2017/4/28,2017/5/5,2017/5/12,2017/5/19,2017/5/26,2017/6/3,2017/6/9,2017/6/16,2017/6/23,2017/6/30,2017/7/7,2017/7/14,2017/7/21,2017/7/28,2017/8/4,2017/8/11,2017/8/18,2017/8/25,2017/9/1,2017/9/8,2017/9/15,2017/9/22,2017/9/30,2017/10/6,2017/10/13,2017/10/20,2017/10/27,2017/11/3,2017/11/10,2017/11/17,2017/11/24,2017/12/1,2017/12/8,2017/12/15,2017/12/22,2017/12/29,2018/1/5,2018/1/12,2018/1/19,2018/1/26,2018/2/2,2018/2/9,2018/2/12,2018/2/23,2018/3/2,2018/3/9,2018/3/16,2018/3/23,2018/3/31,2018/4/3,2018/4/13,2018/4/20,2018/4/27
4905 台聯電,週報酬率 %,2.459,0,-3.9,-2.6015,5.342,3.4482,-0.1961,-0.786,-5.3465,1.4644,-0.4125,2.5353,3.125,-1.2121,1.8405,0.4016,-1.5,-3.5533,-0.0001,-1.2632,-3.4114,3.8632,-1.8065,-1.8398,-2.7563,1.1338,-4.26,-7.7284,7.995,-1.9977,4.1966,1.0356,0.2277,0.6818,0.903,0.0001,0.8949,-1.4413,-0.3374,0.1129,14.0924,-7.5099,2.1367,0.7323,-1.7653,-1.9028,1.7241,-1.483,-4.301,-0.6742,-3.6198,-2.5822,1.6867,2.8436,1.3825,4.0909,0.2183,2.1787,-0.4264,-3.2121,0.6637,-1.099,-0.0001,6.2222,1.8827,1.8275,1.2357,1.7294,-1.5,1.929,-0.1991,0.1996,0.5976,11.2872,1.4235,8.772,1.6129,-1.5874,-0.3227,1.2945,13.0991,2.8249,-1.7856,0,-1.5385,-0.1421,0.2846,0.1418,0.5665,0.4225,1.5427,-3.4531,-2.0029,-4.6714,1.072,5.3031,-0.7194,3.4783,-2.3809,0.1434,1.1461,-0.2833,-1.2784,-0.8634,-2.9028
4905 台聯電,現股當沖比重,2.86,0.72,0,2.6,3.7,0,0,0,0,0,0,0,0,0,12.5,0,1.64,11.49,0,0,0,0,0,0,0,0,0,3.33,9.09,0,10.56,0,0,1.89,0,0,2.98,0,0,0,7.11,1.05,0,2.08,3.57,0,5.56,14.03,0,0,3.77,4.3,0,0,0,0,7.13,0,0.35,0,5.44,0,0,1.19,2.18,0.84,0,0.85,0,0,4.13,5.8,3.81,4.36,0,4.46,4,0,0,3.16,9.78,7.83,16.92,6.52,1.33,0,1.79,6.67,5.82,1.87,16.43,2.67,8.06,8.33,9.52,11.1,0,2.94,16.36,0,9.16,12.87,0,8.82,0
4907 富宇,週報酬率 %,-0.939,-3.3175,-2.0588,0,-0.2002,-4.7141,-0.0001,-0.4211,-2.7484,2.5001,-2.333,-0.4343,0.1091,-0.7626,0.7684,-5.2288,4.0231,-0.7735,-1.7817,-1.3605,-0.8045,0.9269,0,0,32.6061,-16.0173,-2.0619,-3.1579,-1.087,5.934,-4.5643,16.8478,5.1162,-2.6549,-1.3636,-0.9217,-2.7907,6.2201,-0.9009,11.8181,-0.813,9.8361,0.7462,1.4815,5.8394,12.069,18.7691,-1.0362,0,1.5707,-1.5464,4.712,1.2501,4.4445,-9.2198,9.8959,-5.6872,0,1.7588,-10.3703,1.9285,1.3515,-0.2666,-1.6043,-1.0869,1.9231,0.2694,-1.0753,0.5435,-1.0812,6.5575,0.5128,40.0509,29.3261,2.8169,0.6849,-13.3333,27.9436,-3.681,3.4395,2.9556,-2.3923,2.6961,1.1933,-7.7831,0.2556,-1.148,-1.5483,5.8977,-2.5991,1.0165,-0.2516,-0.3783,-8.8608,-2.0833,3.5461,0.8219,0.5435,-12.4325,-4.321,-2.0967,-0.9885,1.1647,-7.8948,-0.7142
4907 富宇,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,9.83,4.07,5.19,0,2.78,0,0,0,0,0,0,6.25,0,2.96,0,48.04,0,0,0,19.79,32.13,43.01,36.61,53.96,27.63,39.37,14.18,6.36,35.49,11.85,9.21,30.02,6.47,2.42,0,3.49,7.91,9.43,24.57,17.95,53.1,45.85,47.31,6.08,26.19,0,11.11,27.14
4908 前鼎,週報酬率 %,-3.2345,-4.1783,-7.2674,1.5674,8.9505,0.2833,-0.8475,-2.2792,-2.0407,6.8452,-0.8357,-0.5618,14.1243,-7.4257,-1.337,-6.775,4.0713,0.8572,-0.2833,0.0001,-3.9773,2.071,2.029,-0.8523,-6.0173,0.3048,0,-1.5198,-2.1604,1.8928,1.2384,1.529,0.3012,2.7027,-1.1697,0,1.4793,-0.5832,3.8123,0,1.6949,3.3333,-0.8065,0.542,-0.2695,-2.4324,-0.277,-0.2777,-1.1143,-0.2816,-1.6949,-1.4368,0.8747,-2.3121,-2.3668,1.8182,-1.1904,10.8433,-5.4347,1.7242,1.1299,2.5141,0,0.5449,2.168,-2.6526,4.6321,-7.0313,-0.28,2.2485,3.7037,-0.5494,6.0774,0.2604,3.1168,-0.7558,0.2537,-2.2785,-0.5181,2.6041,-5.5838,4.3012,7.4742,16.0672,-9.7107,7.0939,14.9572,-2.6023,9.9236,-3.8194,0.0001,-12.4548,1.031,-15.102,0.2404,7.1943,-0.6711,-4.054,1.4084,-5.3241,2.4449,-0.9547,-3.6144,-3.75,-3.3766
4908 前鼎,現股當沖比重,0,0,6.77,0,0,0,0,22.57,1.1,0.92,0,7.28,3.46,11.51,5.49,0,0.45,3.46,0.58,5.76,1.08,3.91,4.47,2.63,26.04,1.1,3.63,0,0,1.6,0,7.81,0,0,0,0,14.55,8.12,5.99,3.89,1.74,0.35,0,0,8.95,1.82,0,0,4.58,9.52,1.69,1.4,0,1.8,9.23,0,3.05,37.8,2.09,7.21,19.67,14.23,15.18,3.17,9.97,33.31,5.29,3.83,1.19,4.74,10.03,17.78,6.1,11.76,19.1,12.11,8.56,5.03,9.4,2.97,5.96,3.5,18.46,32.45,23.39,17.34,34.36,41.73,50.75,12.84,16.03,6.36,8.57,16.14,5.68,18.95,9.59,8.96,14.62,12.29,13.07,7.29,9.15,3.7,1.16
4909 新復興,週報酬率 %,-4.4534,-0.4237,-4.2552,0.6666,10.3753,-2,-1.6326,-2.6971,-1.0661,4.7414,1.2346,0.8129,1.008,-0.6316,2.3305,-3.5196,2.3607,1.2577,-0.8282,0.4176,-0.2079,0.0001,-0.8333,1.0503,-7.6924,0.0001,0,-2.4774,-1.6166,2.5822,-0.0001,-1.1442,2.0833,-0.907,-1.1441,-0.463,1.3954,0.0001,0.4587,0.2283,1.5945,0.2243,2.0135,-0.4385,0,-0.8811,2.6667,1.0822,-1.2848,-0.2169,-3.2608,0,1.3482,-1.3304,-4.2697,-0.2349,0.4706,-0.2342,0.4695,-0.4674,0,1.4084,0.926,-1.8347,0.2336,1.1792,-0.2439,-4.401,0.7673,2.538,0.9901,0,-2.6961,0.2519,-0.7537,-0.0001,-2.7848,-1.0417,1.8421,-1.292,-0.5235,2.6316,-1.5386,-1.0416,-0.7894,-0.2653,0.798,0,7.124,3.4483,-3.5714,-1.4815,-2.005,-5.6266,0.271,1.081,1.6043,-1.3157,-1.3333,-0.8108,-0.5449,-0.2739,-1.3736,-3.0641,-2.2988
4909 新復興,現股當沖比重,4.67,0,0.94,0,15.08,1.14,1.3,0,3.33,1.47,11.84,0,1.79,3.28,0,0,4.63,0,0,0,1.52,1.83,0,0.72,1.32,0,0,0,1.46,0,0,0,2.27,0,2.86,0,0.85,0,0,1.07,0,2.03,0,0,0,7.87,0,5.98,1.46,3.39,5.98,0,0,0,3.9,0.58,0,2.73,1.86,14.96,3.05,0,3.83,2.91,0,2.51,0,1.01,0,0,0,0,3.03,0,0,0.82,4.53,0,0,6.51,7.05,0,19.45,1.11,5.71,0,0,56.74,6.38,3.14,5.69,0,0,4.51,0,2.3,0,2.24,3.27,4.16,0,0,0,0,3.56
4911 德英,週報酬率 %,-12.1672,-1.7316,-10.5727,1.9704,1.4492,19.0477,-3.6,-1.2448,-3.7815,4.3668,-3.3473,-1.2987,-0.8772,-6.6373,4.7393,-4.525,-4.2654,-5.6435,0.9445,-0.1039,-1.6649,1.6932,-3.1218,-4.1891,-11.435,2.5317,1.4814,-6.691,2.9987,-0.0001,3.1645,-1.8405,0.1251,1.7478,0,-1.7178,-0.7491,-0.6289,-1.2658,0.5128,-0.6378,-1.9255,5.8902,-4.2026,0.2581,-1.673,-8.2461,-7.9886,6.8216,-1.1611,-5.2863,-3.1009,0,-1.12,-3.0744,1.0017,0.6612,5.0903,1.875,0.6135,5.6403,-6.6378,-1.8547,-0.7875,-0.476,-0.1595,-2.2364,-5.2288,3.4482,-6,3.7233,-5.47,-7.4141,-6.25,-0.625,-0.8386,0,-2.1142,23.5421,-6.1188,1.676,-0.9158,-4.2513,-3.4749,5.9999,-1.1321,0.1908,-1.5238,0.3868,0.7707,-1.3384,-0.5814,-0.9747,-4.5275,1.8557,1.6195,-0.6972,-0.0001,0.7021,-0.7969,11.0442,-0.7233,-0.1822,-0.5474,0.5504
4911 德英,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4924 欣厚-KY,週報酬率 %,-4.1792,-6.0748,-1.3267,-1.6806,4.2734,0.4918,-1.1419,3.7953,-3.3386,-0.9868,-0.8305,1.34,1.3223,-2.447,-2.1739,5.47,0.3242,2.5846,-4.4095,-2.8008,-0.0001,11.0169,9.4656,19.9442,-7.7907,33.0391,-18.3887,-6.504,0.8696,10.468,10.368,5.5556,-3.8277,3.4826,-3.8462,0.0001,-0.1,-4.4044,-8.9006,3.4482,0,0,-0.2222,0.1114,-2.3359,0.4556,5.3288,-1.3994,-1.7469,-1.2222,-2.6997,2.6589,-2.2523,-2.6499,-1.3017,0.12,19.7604,19,7.9832,-15.9532,-1.8519,-6.6981,-3.1344,3.1315,-0.9109,0.7151,-3.3468,-1.469,-13.7381,11.1112,1.7778,-1.7467,-1.1112,1.0112,1.001,-1.1013,-0.2228,-0.6697,-2.8089,1.6185,-1.0239,-5.6321,15.2253,0.4228,-1.579,0,-0.1069,1.499,-1.0549,9.8082,14.563,-9.3221,-5.6074,-9.7029,0.3289,-0.3279,3.1798,4.1445,-6.6327,0.5464,5.1086,1.2409,4.6986,-7.4145,-4.6365
4924 欣厚-KY,現股當沖比重,0,4.35,1.99,0,0,30.95,0,2.01,8.72,14.75,9.8,8.33,6.52,15.87,4.35,5.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4931 新盛力,週報酬率 %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.1539,21.1009,-15.7576,8.8129,0.8265,-4.9999,3.5375,-9.6667,-7.2879,1.8905,-2.3437,6,2.7358,8.4814,-1.77,-7.7477,-3.3203,-4.0404,2.6316,7.1795,15.7896,-7.0247,-1.3334,1.8018,-2.2124,-0.4524,0.9091,0.4505,-0.4485,0,-0.9009,-0.9091,3.6697,0.0001,4.1592,1.9541,0,-0.0001,0,0.8333,-0.7438,1.582,-0.8197,3.3058,16.7999,0,-1.3794,-6.3226,3.6501,0,8.3056,3.0675,-5.9524
4931 新盛力,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933 友輝,週報酬率 %,-2.2027,-2.4775,-5.3118,-0.9757,6.4039,-0.6944,-1.6317,-3.7915,7.3892,4.1284,1.9825,0.216,-0.8622,-0.2175,-0.8714,4.1758,-0.4219,0.6591,-1.3333,0.9008,-1.116,1.8058,0.4434,5.0774,-3.3614,2.6087,-1.0593,-3.6403,-3.9999,0.463,1.8434,-1.3574,-0.2294,1.1493,-0.2273,0.6833,6.3349,-3.1915,1.7583,16.6307,5.1852,5.8099,-3.8269,14.0139,-9.8634,-2.0201,2.4055,-0.8389,-5.7529,5.386,2.8961,-0.6623,2.5001,0.813,-11.9355,-1.2821,-0.5565,1.3059,-1.105,-5.2142,-1.7682,-0.6,-1.6096,-1.2269,0.4139,-2.4742,0.8456,-4.4025,0.3173,4.186,0,2.6786,8.0435,-5.2314,-1.0616,-0.4291,0.0001,-0.6467,-1.0846,1.3157,0,-1.2988,-1.3158,-2.2222,-2.2728,0.9302,0.2304,-1.1494,0.2327,0,1.6242,3.653,-1.1013,-12.6948,0.2551,3.8167,-0.4902,0.4926,1.7158,-2.8916,0.9926,-0.2457,-0.7389,-2.4813,-2.5446
4933 友輝,現股當沖比重,0,0,3.99,6.98,2.13,15.87,3.49,0,2.98,13.97,7.27,10.44,4.71,0,8.22,4.19,3,2.63,0,4.26,1.68,0,1.36,0.46,0,2.34,0.93,11.89,2.84,5.05,0,1.66,0.67,7.43,1.82,6.94,6.65,0,0,19,8.41,21.92,3.73,12.15,7.08,5.75,0.79,9.36,3.38,6.85,14.78,2.75,17.45,3.82,8.04,3.25,0,14.25,5.87,1.27,1.88,6.78,0,28.05,8.33,6.39,1.32,5.63,0.96,24.32,6.19,4.39,46.15,7.97,1.46,13.01,8.18,0.96,0,0,0,4.39,14.65,13.49,2.89,19.08,20.52,12.24,16.93,0,12.82,2.78,0,18.09,4.44,0,0,19.42,0,2.08,4.54,0,6.45,21.05,6.6
4939 亞電,週報酬率 %,-3.6724,-6.7449,-11.0062,-0.7067,16.9038,3.1963,1.0324,-1.6059,-5.6381,-3.3019,7.3171,-0.9091,-2.1407,-3.5938,2.7553,-0.6309,-1.2698,0.9647,23.5668,-8.5052,-0.8451,17.6135,-0.6038,4.6172,-4.2973,0.8495,-1.3237,1.3415,1.6847,10.6509,-4.7058,-2.918,1.1562,-0.3429,-2.6376,1.7668,5.0927,12.8855,-6.3415,-4.6875,4.4809,0.9414,1.7617,14.0529,32.5893,3.0303,10.7844,-11.5044,-4.3334,9.0593,-9.2652,1.0563,6.9686,-4.886,-1.3699,-0.6943,5.5945,0.0001,-1.6555,-2.6935,-1.7302,-1.0564,0.7118,6.007,-2.6667,3.7671,3.6304,-3.1848,0.9869,9.1205,9.2539,-1.6393,-2.5001,-0.8548,-4.885,4.5317,4.0463,1.1111,0.8242,3.5421,0,-3.4211,1.3625,-8.3332,7.9179,1.3586,9.9196,-0.7316,4.9139,-1.8735,2.6252,-5.1163,0.9804,-10.6796,0,5.4348,1.2887,-0.7634,2.5642,-8.75,0.274,-1.0929,11.8785,0,-7.6543
4939 亞電,現股當沖比重,10.01,10,1.7,17.86,0.5,20.74,11.59,0,11.84,7.31,11.61,3.07,1.57,0.97,16.65,1.96,2.98,0,15.81,0,0,5.9,0,4.59,0.65,0,4.29,2.63,0.41,20.64,4.12,0,0,8.26,10.16,0,5.7,5.13,0.77,7.74,0,4.57,0,8.03,0.96,0,0,15.91,12.4,27.4,20.44,12.7,27.78,20.38,21.47,7.84,48.55,20.99,53.01,19.83,54.11,10.02,5.81,29.78,9.32,27.51,12.85,15.91,5.14,21.26,36.28,32.79,16.67,17.05,20.93,34.99,19.1,17.58,32.68,21.89,31.32,11.95,23.51,22.68,46.41,18.22,35.2,20.33,37.32,30.96,24.65,9.68,59.22,17.44,14.53,12.27,14.27,8.79,15.74,4.2,10.41,11.01,34.71,49.63,16.74
4944 兆遠,週報酬率 %,-4.2858,-11.9403,-16.558,7.1875,10.6415,-2.8985,-4.3419,-2.695,3.7901,4.6348,2.8188,-1.1749,8.0582,-7.3349,3.1662,-8.5677,-1.1189,1.273,6.8435,0.5229,-1.8206,20.7947,-4.2763,6.5291,-13.2258,0.2478,0.2471,-6.2885,-4.2105,-1.7858,1.6783,6.0522,-0.1298,7.1429,-3.5152,1.3818,12.5156,-0.9911,9.1212,-6.1162,5.8631,8.2051,-0.9479,-4.3061,-1.2,0.8097,1.4056,-1.2871,3.8115,13.0434,-5.5555,-8.1447,9.3597,-7.6577,-6.7318,-1.9873,-1.0674,1.1866,-0.6396,-2.7898,0.3311,-2.6403,1.2429,-1.5625,3.7415,-3.2787,-0.452,-10.3292,3.1645,5.5215,3.1396,-0.1127,5.6432,30.876,15.1022,8.8652,17.2638,-3.8889,-10.9828,-9.7401,19.7841,-6.3062,12.5001,-7.6924,-7.7161,-1.6723,-6.8027,1.4598,9.7123,-1.9672,-3.01,11.3793,-5.5727,-12.1312,1.4925,9.9266,-1.0032,-1.6893,9.622,-4.0752,-2.2875,-2.6756,1.0309,4.7619,-2.5974
4944 兆遠,現股當沖比重,0.65,6.12,4.77,5.57,4,0.87,8.45,5.18,6.34,7.19,10.09,2.38,13.1,2.24,12.55,8.25,3.59,8.97,15.23,10.06,6.89,23.93,10.5,13.06,9,4.57,2.3,10.12,6.62,4.98,2.54,8.91,8.58,8.29,1.28,4.01,17.23,5.11,21.24,8.56,11.67,6.03,11.28,3.21,2.18,4.18,3.54,0.71,6.8,26.7,26.52,6.99,28.18,16.03,7.88,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4946 辣椒,週報酬率 %,-5.3274,-3.3763,-10.9816,3.9252,9.1727,5.107,0,-0.3134,-6.1322,5.5277,-3.492,-0.9869,5.1495,-3.3176,24.5098,2.3623,-7.4358,-2.4931,-11.6478,3.8586,-3.096,2.7157,-1.3998,-2.0505,-6.9243,3.9793,-3.4941,-1.8965,-0.5271,0.1768,2.822,-0.5147,-1.0346,10.2788,-1.4217,-0.8014,1.7771,-0.635,-0.1598,-3.36,-1.6556,7.0708,-4.5597,-2.8006,1.6949,-2.3334,-0.6826,2.0618,-2.3571,-1.0345,-2.4391,-1.25,3.0741,0.7016,3.31,1.6865,44.2786,-2.9886,10.3081,12.1375,-6.3217,-19.0184,11.111,-5.2272,-5.8752,5.0955,-2.5455,-6.7164,2.8,2.7238,5.3032,-1.6787,-1.5855,18.959,-8.1251,5.5556,-4.404,-2.0225,-1.6055,0.0001,6.9929,-5.2289,2.8735,-1.2291,7.4661,-7.579,0.1138,-0.9102,5.2813,-1.854,3.5555,-2.4679,-4.0704,-9.7479,-3.1766,1.0499,-2.3377,-3.4576,7.8513,-1.6603,4.4156,-0.3732,-2.6217,-1.5384,-4.1667
4946 辣椒,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4947 昂寶-KY,週報酬率 %,2.0958,8.5045,-5.4054,2.8571,10.5555,6.7839,-0.706,2.3696,-3.0093,3.1028,4.3982,9.9779,-0.6048,1.217,-3.006,1.0332,2.086,4.4336,9.9056,0,-3.0042,2.6549,-3.0173,-2.6667,-5.0228,-1.2019,0.0001,-7.2994,0.2624,4.712,2.5,1.7074,5.9952,2.7149,-5.7269,3.271,-2.4888,-2.7842,3.5799,0.2305,3.908,-1.1062,0.6711,-0.4444,-3.125,-5.0691,1.4563,-1.1962,-0.9685,-0.7335,-10.5911,5.5097,-0.7833,6.842,1.7241,1.2107,4.3062,0.6881,-0.9111,-3.908,1.4354,-1.8868,2.6442,-1.171,6.6351,-3.3334,4.5976,-8.5715,-1.9231,4.902,9.6042,6.0949,-2.3404,-0.6536,-2.8509,4.0632,-0.6508,-2.4017,-2.6845,3.2183,-1.5589,3.6199,16.1573,0.7519,-8.209,-1.0163,-1.4373,-5.4166,24.6696,2.6501,1.8932,1.0136,-5.3511,-10.6006,0.3953,4.1338,-1.1343,18.5467,-5.1614,2.0408,3.0001,-8.0905,4.9296,-8.7248,-13.6029
4947 昂寶-KY,現股當沖比重,3.23,12.13,23.75,23.67,15.31,19.17,16.05,23.81,19.08,12.04,19.29,22.64,14.24,14.59,13.04,15.25,11.76,19.59,26.88,21.29,8.35,12.62,10.63,13.64,23.9,6.54,25.23,17.81,16.17,24.08,23.25,16.89,20.28,16.92,14.63,8.17,7.76,8.82,19.98,3.88,11.57,11.31,9,8.85,4.67,10.3,5.21,12.85,8.91,9.34,12.28,13.11,13.49,12.96,28.26,12.7,32.71,19.19,18.3,6.83,19.39,7.64,16.09,18.25,17.27,13.66,30.43,14.47,18.4,8.24,15.66,32.09,21.03,18.78,24.8,22.16,17.92,22.22,34.16,20.28,20.06,19.31,28.5,37.9,38.56,31.03,29.72,19.46,31.19,42.23,31.31,34.03,20.71,44.12,34.86,28.78,20.3,37.9,25.9,32.81,21.25,16.27,27.7,22.59,33.58
4950 牧東,週報酬率 %,3.5588,4.811,0,19.0164,-3.8568,-9.742,0.3175,-5.0633,0.0001,3.3333,-3.2258,1.3333,0.6579,-4.5752,7.0658,24.1722,-7.4667,-5.4756,3.0487,3.5503,-0.2857,0.0001,-0.8596,-1.156,-1.7544,4.1667,0,-2,-0.8747,4.4118,-3.3803,13.7025,-1.282,-2.8571,1.6043,-1.0526,0.7979,-3.4301,-0.5465,1.6484,3.2432,5.7593,-0.9901,-3.9999,-0.7812,-0.7874,0.5292,-1.3158,2.4,1.3021,-0.257,2.5774,0.5025,-2.25,2.046,0,0,-0.2506,-1.005,-1.7766,0.2583,-0.5155,0,-0.2591,-0.2597,6.8989,-1.0309,-0.5208,-0.5236,0,-2.3684,1.3476,-0.7979,0,-1.6085,2.1798,0.2667,-2.6596,-1.093,3.5911,-2.9334,1.0988,-1.6304,-1.105,-0.2792,-0.2801,0.8427,0.5572,5.2632,-3.9474,1.9177,-0.8064,-1.084,-5.4794,2.029,5.1137,-0.5406,0.2717,0.2711,-0.2703,-0.271,-0.8152,-1.3699,-0.2777,-1.3929
4950 牧東,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4953 緯軟,週報酬率 %,-2.1582,-5.1471,-4.6512,0.2711,6.7568,-3.5442,1.8373,3.0928,-3.25,1.292,11.4796,0.6866,-0.9091,0.2293,1.6017,-0.4504,0.905,-0.2242,2.9214,-2.1834,-1.3394,0.905,0.2243,0.7807,-4.6512,-0.7318,0,-2.2113,-1.005,-0.0001,4.3147,-1.4598,5.432,4.4497,-0.6726,-0.2258,-1.5837,-0.2299,-0.9215,1.3953,0.688,1.1388,-0.6757,0.2268,0.905,-3.5875,0.9302,19.8156,-6.923,-1.2397,-4.8117,3.7362,-4.0255,5.0773,-0.6302,-2.7485,9.5653,-0.7937,-1.6,0,-1.0163,0.6159,-4.0816,2.1276,-2.7083,-1.499,1.7392,0.4273,13.617,-1.1236,7.3123,-2.0258,0.1881,-3.7523,1.3646,2.5,-0.5629,1.1321,-2.0523,1.9048,3.1774,-3.9856,0.7547,-0.1873,-0.1876,0.188,0.3752,1.3085,2.9521,12.1863,-2.2365,-0.1634,1.6366,-8.2126,4.7368,2.01,-0.3284,18.9457,-7.8948,-2.7069,6.8006,3.9074,3.0642,-1.8918,-3.8568
4953 緯軟,現股當沖比重,0,0,5.56,8.69,0,5.55,0,0,1.96,0,4.8,0.64,7.33,0,0.81,0,0,15.37,4.13,8.08,0,0,0,1.1,0,0,0,4.55,0,0,16.98,0,0,8.15,2.9,2.5,4.26,0,0,10,0,0,0,0,0,0,0,17.78,7.08,2.15,8.63,1,6.74,3.17,0,4.99,32.77,7.17,8.87,0,0,0,7.76,0,0,0,0,1.88,29.22,11.93,25.16,3.92,2.66,10.78,4.5,1.39,0,3.92,14.34,3.38,6.27,2,11.41,63.38,0,3.44,0,5.34,0,18.76,0.97,1.25,0,4.87,8.95,2.24,6.66,42.2,8.08,3.67,7.81,12.84,30.8,3.91,3.03
4966 譜瑞-KY,週報酬率 %,-11.2426,5,-4.6031,2.163,3.4203,-0.6299,1.4263,-1.7188,-4.6105,1.6666,-3.6065,4.7619,-1.1364,-7.0607,5.1238,-0.3362,2.5295,2.9759,3.8961,2.5,1.0671,1.659,-5.193,1.7215,-0.1538,5.5468,4.2335,-6.1624,-0.2985,2.3952,-1.9006,-7.0046,2.404,-2.3474,-1.1218,3.0794,2.2012,-4.1538,0.6421,2.7113,1.087,1.5361,-0.1514,-1.5151,-0.4616,-1.391,3.1348,5.3191,1.7316,-4.1135,-2.8106,2.5875,5.1929,-3.8083,-0.1465,-1.0279,4.896,0.2829,13.258,-5.3549,1.8422,-3.3591,6.5508,12.1706,1.2304,-1.6575,0.337,-1.6796,0.2278,5.7955,5.2239,1.1447,2.6749,-0.6012,-2.4194,-1.4462,2.5157,-5.5215,5.1948,10.0822,6.7289,3.1523,-2.5466,-4.5296,0,11.6788,-2.2876,-1.5051,2.3769,-3.8143,0.0001,1.8966,-0.1692,-10.6779,1.8975,2.4209,-7.0909,11.546,4.2106,-4.3772,2.1126,-5,-1.0889,-15.5963,0.2174
