證券代碼,Data Field,2016/4/29,2016/5/31,2016/6/30,2016/7/29,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/30,2017/1/24,2017/2/24,2017/3/31,2017/4/28,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/30,2017/10/31,2017/11/30,2017/12/29,2018/1/31,2018/2/27,2018/3/31,2018/4/30
3466 致振,現股當沖比重,0,5,0,0,0,0,0,0,0,0,0,20,29.03,4.15,8.76,18.18,30.96,0,0,15.11,0,0,0,0,33.33
3479 安勤,月報酬率 %,-4.54,-2.6992,-0.0686,-9.4315,1.9908,9.6093,-15.2054,-7.593,8.9163,-5.7785,0.3406,2.3771,-6.965,-9.091,6.5721,0.7875,-2.9299,-3.3199,4.6827,-4.672,-4.6924,7.8773,-5.2739,-0.2139,-2.6823
3479 安勤,現股當沖比重,14.43,12.4,6.65,9.97,4.69,7.36,10.13,5.64,6.86,2.41,0.7,3.06,3.85,0.76,2.81,15.87,3.13,2.93,2.94,1.33,2.81,1.85,3.39,0,1.33
3483 力致,月報酬率 %,6.1539,-10.145,0.9676,16.2937,17.8363,3.0445,32.7276,-13.1848,-0.9861,0.1992,30.0201,-6.7278,2.1311,-14.7671,0.3766,-0.9382,-7.0075,9.5346,7.431,-9.8812,8.5527,-4.8483,3.6094,11.0658,-11.4392
3483 力致,現股當沖比重,3.73,6.93,13.27,5.35,6.32,8.54,21.53,3.55,6.02,0.37,13.22,9.36,3.89,0,11.76,29.41,2.56,3.55,3.05,6.27,16.01,4.14,5.31,32.88,0
3484 崧騰,月報酬率 %,-21.9713,7.1051,-5.8966,13.1856,8.7327,6.9821,-13.4737,-2.5548,-1.2484,-1.8962,5.2834,-0.3674,1.5973,2.4184,-5.3131,0.7481,-0.3245,11.0967,-3.3292,-6.5191,9.2106,-3.6144,-2.25,-2.0458,-3.394
3484 崧騰,現股當沖比重,1.6,3.82,30.79,4.91,4.91,9.94,4.35,12.93,2.92,4.68,12.89,4.49,6.12,24.83,5.57,0,10.64,8.19,3.01,0.74,14.54,8.06,1.25,2.92,1.03
3489 森寶,月報酬率 %,3.4136,-3.7864,4.4398,-5.7971,-5.1284,-2.7027,10.1112,7.9718,-2.8038,-3.3654,0.9949,19.2119,-4.1321,-13.3621,-4.0795,1.3915,-0.1079,1.618,-2.017,0.7585,4.3012,-4.3301,0.5388,1.8223,-2.1053
3489 森寶,現股當沖比重,6.23,0,1.43,0,0,1.95,16.99,0,2.38,0,5.13,3.41,0,9.09,0,0,4.55,5.13,4.08,0,71.49,0,27.19,0,3.85
3490 單井,月報酬率 %,4.8544,1.5431,-26.9096,-12.1086,16.1521,-12.5766,-22.1054,14.2651,12.9813,-2.6515,4.0208,-5.8601,-10.7285,-0.5934,-7.1644,-1.4472,-10.7666,9.6891,8.4254,-5.2382,-5.6951,-0.1775,-9.9646,6.7194,-10.9259
3490 單井,現股當沖比重,14.44,6.35,23.83,16.97,13.17,9.32,6.45,21.82,16.25,4.36,4.61,5.56,25.12,17.47,18.13,13.01,9.29,20.65,20.98,12.85,38.41,5.27,10.61,13.66,6.44
3491 昇達科,月報酬率 %,-10.3356,-5.0899,1.2617,-1.9228,4.2515,-1.6314,-4.6433,6.0871,6.2296,13.4259,-0.5441,-0.9576,7.3205,5.1481,-0.8567,13.4599,-7.8856,-2.8537,-0.7662,-10.9394,9.1041,0.3974,-1.746,-2.8341,-15.9722
3491 昇達科,現股當沖比重,7.53,8.76,2.83,7.72,1.79,2.7,0,4.28,4.62,16.06,2.79,3.99,9.7,32.5,15.37,11.68,10.97,6.23,4.67,3.63,2.96,20.49,7.27,0,4.58
3492 長盛,月報酬率 %,10.5333,-7.6734,-1.3403,11.6921,-4.4027,-0.7897,-16.9761,-4.1531,3.3332,-0.8064,6.5043,0.3054,-5.7839,42.1645,-9.5455,12.9395,-1.6931,-13.7808,1.9122,-12.7346,-9.3703,-3.8982,1.2346,-6.6203,-4.1044
3492 長盛,現股當沖比重,17.81,15.26,7.32,11.83,10.8,2.16,3.75,28.57,10.58,2.69,1.73,12.32,4.02,39.99,12.48,19.06,12.19,2.82,6.06,3.75,0,2.44,12.81,12.5,13.33
3498 陽程,月報酬率 %,-13.6504,-5.8616,3.7736,-6.1819,8.4957,-14.8044,-4.0438,3.0755,16.4641,0.3794,16.257,-10.7314,-1.275,-4.9815,-0.3882,19.6882,-4.8831,-4.1451,-3.4233,-3.5448,-3.2882,5.8003,-11.9091,2.7895,-10.6471
3498 陽程,現股當沖比重,5.96,8.64,8.89,9.06,5.94,4.39,10.77,7.03,16.91,2.8,13.02,9.66,9.65,6.47,9.41,35.81,11.87,14.39,10.43,4.82,6.4,22.27,9.89,46.14,39.65
3499 環天科,月報酬率 %,-13.2274,-7.9269,0.0001,21.5231,-1.3627,-1.3812,-10.0839,-5.6073,10.8911,-3.8692,0.6192,2.154,-9.036,-0.0002,-1.6557,3.0302,32.353,-4.6913,-1.5544,-11.8422,0.8957,-5.0297,-4.6729,-0.9805,-6.6007
3499 環天科,現股當沖比重,2.67,1.03,2.39,11.64,12.6,1.13,21.43,0,9.04,9.59,4.2,2.1,11.14,29.2,12.47,2.38,36.49,42.51,8.21,10.93,13.2,5.03,8.24,15.09,14.29
3508 位速,月報酬率 %,6.6149,-10.2188,1.2195,3.2128,3.1128,16.2266,1.2987,4.4873,-2.4538,-3.4589,7.4918,-3.0303,-3.7499,-2.2727,1.9932,-1.6289,38.4105,11.0051,76.7241,11.0975,7.9035,-1.2207,-9.6809,14.025,-9.0001
3508 位速,現股當沖比重,4.36,17.83,5.82,0,5.3,15.66,15.92,5.61,9.35,6.77,5.26,5.23,0,19.35,9.35,6.11,41.35,23.13,0,53.87,44.44,28.8,24.82,54.03,27.49
3511 矽瑪,月報酬率 %,-1.3086,1.1363,5.6182,-10.6383,-3.4008,-2.7661,-17.0678,-9.7625,6.725,8.4934,-3.5354,10.733,-6.6194,0.7598,-3.7687,-7.505,16.7149,-4.6913,-0.7773,-12.7939,-1.7964,-0.9145,-10.1539,-3.0822,6.7136
3511 矽瑪,現股當沖比重,10.79,2.24,15.78,0.54,10.58,0.99,13.25,6.61,6.86,0,5.26,7.06,1.52,0,43.62,9.52,25.73,39.04,15.14,0,0,20,4.65,10,15.97
3512 皇龍,月報酬率 %,-4.3101,-3.7839,-0.9363,0.1892,-0.7546,-2.4715,7.2125,-4.7271,-1.145,0.9654,12.8107,64.0677,-13.2231,-0.2382,36.9927,23.6932,-31.4789,-8.3245,-5.7174,-9.6315,-9.0791,13.6036,-6.9528,23.4043,-11.0345
3512 皇龍,現股當沖比重,1.79,1.47,0,3.7,0,0,3.08,0,0,5.41,0,7.04,26.18,1.05,48.42,42.35,15.36,4.79,5.66,19.51,5.26,14.44,5.82,48.59,5.83
3516 亞帝歐,月報酬率 %,-2.506,-0.3673,13.022,5.4349,-3.505,-2.7777,-2.3078,-4.4995,4.4759,-0.7891,13.6363,9,-9.2662,-1.9211,3.0928,-0.0001,1.4999,4.4335,5.1888,-3.2882,-0.697,1.4035,-4.1523,9.0251,-1.3246
3516 亞帝歐,現股當沖比重,3.85,5.26,7.1,15.25,11.62,0,58.49,0,6.67,0,1.22,30.03,0.78,0,1.78,7.07,0,5.26,0,0,0,5.71,0,10.38,0
3520 振維,月報酬率 %,-16.54,-6.1681,-0.4309,16.8833,21.7595,-26.3118,-7.5336,6.2502,-2.6257,15.4259,20.5607,-2.3257,-3.9683,1.6529,-10.9757,-48.0365,33.0405,-28.0053,-15.4129,-9.3274,-10.048,-42.5532,-4.6297,-18.2041,-34.7181
3520 振維,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3521 鴻翊,月報酬率 %,-3.9008,-8.487,0.8064,-6.8001,-13.7339,10.4478,-3.6037,-3.7383,-6.5051,-3.8422,5.8315,-4.4899,-0.7479,-0.5385,-0.5412,-1.5235,-5.3039,-0.1168,-6.7757,-1.7542,18.3675,-0.9697,-2.0675,1.2224,45.4442
3521 鴻翊,現股當沖比重,0.72,4.48,4.58,0,0,3.53,7.09,8.02,0,22.22,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0
3522 御頂,月報酬率 %,12.7488,26.855,54.8745,68.5251,12.6999,-7.0075,-12.3219,9.1755,-3.0853,1.6466,-3.0239,1.5593,-9.32,14.0265,-3.1813,-2.7382,-10.8108,-2.399,-6.7271,5.4092,0,6.3157,-8.911,8.4238,-11.2783
3522 御頂,現股當沖比重,1.08,6.43,15.98,23.26,34.36,17.45,20,23.06,0.72,7.77,3.49,1.73,22.53,19.48,6.98,3.96,6.47,30.44,7.69,9.01,7.29,25.38,9.88,0.85,11.48
3523 迎輝,月報酬率 %,-4.4832,-5.5102,-15.5508,-2.3017,-1.5708,-34.8403,64.4897,-30.7692,-2.5089,0.7353,-1.0949,-9.9631,-22.1312,6.8421,18.2264,-15.8333,-0.9901,0,-2.9999,21.1339,-15.3192,-13.6683,8.2654,-13.9784,-1.3751
3523 迎輝,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3526 凡甲,月報酬率 %,26.2048,-10.3819,13.7154,22.6875,70.3557,-8.3524,-10.6329,9.915,-3.8661,-9.6513,6.6766,-2.5035,-0.2853,3.4334,7.7454,2.422,-12.9681,10.2915,18.9415,-12.5293,1.4723,5.9366,-2.8644,-12.3077,-11.2574
3526 凡甲,現股當沖比重,20.06,16.52,16.16,11.63,31.62,40.87,33.57,36.23,7.36,6.89,9.29,6.69,10.84,31.98,25.64,12.94,29.1,36.15,29.89,18.64,18.22,10.68,26.83,6.28,14.84
3527 聚積,月報酬率 %,8.2568,14.407,8.7406,-1.6348,5.3171,-8,5.3971,-0.4267,1.8571,-2.1039,3.1517,1.6667,-1.6393,15.9724,-11.6169,2.981,-11.3566,-5.4277,18.2609,-0.5882,-3.9939,2.7735,13.3434,10.9787,-0.9534
3527 聚積,現股當沖比重,7.44,7.26,20.12,0.83,3.43,1.75,3.39,8.38,3.64,3.84,1.29,7.05,0.72,22.03,1.92,1.78,5.38,11.24,7.72,8.07,7.22,7.72,24.31,16.38,17.25
3529 力旺,月報酬率 %,-4.8385,-7.4859,-1.0685,0.7863,2.964,1.515,-0.0002,-5.9702,24.4444,2.0409,10.0001,-2.3863,-3.2595,-5.6559,3.0867,11.5721,-5.9751,-4.5566,-7.1609,7.1718,7.8283,-2.8101,-5.783,-10.9974,5.4599
3529 力旺,現股當沖比重,6.79,15.13,8.4,3.86,2.7,6.21,0.85,0.77,5.06,14.1,10.39,9.45,9.09,11.16,1.77,37.64,14.45,11.4,8.11,8.98,18.43,11.92,12.75,18.16,16.83
3531 先益,月報酬率 %,-5.9858,31.0861,-10.8572,14.5777,3.6929,-4.1096,-0.5714,2.5862,-3.0813,11.2715,5.9741,9.3136,3.8115,14.0388,3.2197,6.7602,14.1072,-3.9124,-3.2574,-5.5557,1.2477,-0.5282,1.4158,-2.6176,-7.3476
3531 先益,現股當沖比重,14.16,7.64,2.11,0.81,29.19,11.94,7.63,0,0,0,2.56,0,23.08,0,0,0,10.28,0,4.94,9.72,0,2.17,0,19.84,6.67
3537 堡達,月報酬率 %,-7.7482,-1.5749,10.9336,-1.0205,-0.5157,5.9587,6.6016,-6.4221,2.451,0.4783,3.3333,5.9908,-4.7827,-1.1417,0.6928,-3.2067,2.757,-1.9511,-1.2438,10.5793,11.6171,-7.1429,-3.2967,28.6366,8.3041
3537 堡達,現股當沖比重,6.67,3.68,3.19,0,3.7,0.47,3.03,3.25,3.23,0,2.35,6.82,2.55,9.57,7.69,2,2.36,1.06,4.36,27.13,23.12,13.14,0,34.67,26.54
3540 曜越,月報酬率 %,-10.7256,18.0213,13.1734,14.2901,-8.4706,5.6556,16.3016,-15.4812,8.4159,-0.9133,-2.7649,-3.7916,-3.9408,18.7178,-8.6394,5.2009,-2.5573,-0.0002,7.2467,39.6399,-3.387,30.2169,-8.4615,-4.622,-9.2511
3540 曜越,現股當沖比重,5.63,16.58,18.47,4.07,7.61,6.13,23.11,13.18,6.97,5.85,3.81,1.86,9.08,32.15,1.19,2.85,1.72,8.46,27.66,21.3,17.98,57.79,53.97,19.38,13.85
3541 西柏,月報酬率 %,-12.8814,12.97,9.0698,58.9836,12.671,-4.5592,-17.5159,0.772,-0.3834,-0.7691,6.5892,17.4545,-8.9784,5.4422,2.5806,6.9183,-7.2157,-10.7143,-1.2001,-2.8341,-14.1667,-11.0679,-10.262,-1.7033,-11.386
3541 西柏,現股當沖比重,3.95,0,0.78,11.17,7.87,20.99,12.41,12.47,17.3,8.5,19.98,6.6,1.08,3.56,18.41,11.18,9.26,8.18,5.82,0,29.22,1.71,4.18,19.43,0
3546 宇峻,月報酬率 %,-10.3955,16.8302,7.1329,51.4361,7.5865,13.1413,20.8215,-6.2134,-1.1249,7.4589,-7.0589,2.1517,14.0024,6.7393,-8.5539,-1.5677,3.0771,7.214,6.1484,16.3934,-14.3663,4.2762,-7.9916,-0.5713,3.2184
3546 宇峻,現股當沖比重,6,7.62,13.64,27.29,19.87,20.84,42.2,26.64,4.05,10.86,20.97,7.31,17.36,26.06,20.88,15.38,23.18,15.74,29.7,34.79,22.34,23.13,6.33,9.36,21.93
3548 兆利,月報酬率 %,-3.3332,24.8273,8.2875,10.204,18.8271,-8.3697,-9.6013,-0.0001,2.4509,3.6684,-0.3076,-12.3457,-4.4016,10.1292,0.669,6.6485,-2.9754,-8.8587,1.4953,-5.1564,-0.9709,-2.1568,-1.6031,7.5358,-10.0378
3548 兆利,現股當沖比重,12.59,20.55,11.89,21.93,11.24,12.32,11.75,7.48,8.1,3.02,7.56,7.73,7.04,2.63,7.16,18.62,1.87,2.87,7.47,3.02,3.45,3.09,26.13,2.83,1.25
3551 世禾,月報酬率 %,-8.8398,-3.9393,-2.5237,11.0589,0.3088,-0.923,0.7765,-11.8642,4.1959,-1.1744,8.3192,-5.6427,-0.9966,-2.0134,9.5888,-1.1586,15.4974,1.4123,10.0279,4.8098,-1.8118,-0.615,-3.9605,-5.2835,-6.6663
3551 世禾,現股當沖比重,0,0,0,0,8.33,5.88,0,0,9.33,0,0,0,0,0,7.38,0,19.93,15.31,5.17,13.14,6.19,4.05,0.72,8.25,3.67
3552 同致,月報酬率 %,8.8678,-20.9707,12.7192,-15.9532,12.0369,-8.1833,5.2394,-40.4761,5.273,1.5544,8.3333,-17.8963,-20.8413,-16.1835,8.9338,13.7565,-11.5533,10.4111,-2.9774,-21.2275,11.6883,-8.1395,-6.6455,-12.8814,-15.1752
3552 同致,現股當沖比重,45.5,20.47,33.36,42.84,20.47,32.51,26.41,45.36,23.03,26.16,22.35,12.32,34.02,29.88,24.65,37.64,41.17,31.67,27.74,46.1,25.46,34.43,36.73,21.02,19.99
3555 重鵬,月報酬率 %,-6.7961,8.5938,65.7072,9.9856,-14.0791,-6.8852,6.4998,-4.0687,3.589,10.2361,-2.2858,2.047,-2.7221,-0.2946,-1.3293,33.4354,-19.326,1.5321,2.0574,-12.7688,-2.4653,-12.0063,-8.438,8.8236,-2.3422
3555 重鵬,現股當沖比重,0,0,0,0,0,0,0,12.74,0,0,8.54,5.96,10.41,0,7.89,17.19,12.19,19.12,0,0,0,7.78,0,30,0
3556 禾瑞亞,月報酬率 %,-0.0002,-8.0646,0.7797,9.446,-3.248,-0.9156,3.9014,-5.6325,3.6649,-2.6262,5.8092,3.7257,-2.2684,1.9344,0.3795,3.6429,6.3009,-5.9274,2.0326,19.9201,-12.1262,-0.3783,-1.7078,8.1079,-5.3573
3556 禾瑞亞,現股當沖比重,3.47,3.16,0.88,0.8,10.45,0,2.18,4.1,2.3,0,1.39,0.41,1.17,0,1.1,19.49,3.49,6.82,0,38.09,9.6,3.39,6.14,6.44,1.01
3558 神準,月報酬率 %,-17.9426,-1.7493,-5.638,9.4338,-4.0712,-5.8442,-8.9654,21.2122,-4.3749,3.268,7.5948,-12.647,-5.0506,-3.5461,2.9412,2.3561,-14.7602,12.5543,3.0768,-7.0895,3.2129,-4.2802,1.2196,9.6385,-5.4945
3558 神準,現股當沖比重,11.18,5.73,13.53,4.84,6.66,2.8,4.26,19.92,5.7,6.71,7.25,2.36,10.89,7.2,7.09,10.86,11.87,11.57,10.61,15.44,2.12,4.91,8.41,19.11,12.01
3562 頂晶科,月報酬率 %,12.1718,-44.6809,21.5387,-3.4811,-8.1967,10.7144,8.4676,-25.6505,19,-13.8655,23.4148,5.5055,37.4407,-6.2068,-13.9707,-2.5637,-5.7017,40.9302,-9.2409,-5.0908,4.2147,-6.9853,1.5809,10.1168,18.728
3562 頂晶科,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3564 其陽,月報酬率 %,-6.8421,1.8831,7.0238,-4.4903,9.584,-3.345,-6.6546,-7.0327,-5.2852,-1.2035,0.0001,-12.071,-5.038,-22.679,1.2005,2.8814,-0.8401,6.2382,-7.1174,10.3448,-3.8195,0.1805,-9.9098,-16.3999,-4.067
3564 其陽,現股當沖比重,0,0,0,0,0,0,0,5.81,7.04,7.69,4.35,5.69,2.77,0,0,10.53,4.21,9.66,56.71,0,0,0,0,7.79,0
3567 逸昌,月報酬率 %,-6.5016,6.6227,1.5531,4.8929,11.838,19.7772,-0.9303,15.0235,-2.653,-2.9349,29.5896,-1,-6.9024,5.0634,-4.6471,0.7392,2.8902,0.5617,8.9385,1.3676,10.1179,-7.1976,0.1651,3.9539,-6.3392
3567 逸昌,現股當沖比重,10,0,0,0,9.09,3.38,9.22,18.74,3.92,6.41,6.4,12.58,4.54,2.32,0,1.03,0,26.4,26.52,8.16,29.22,9.4,3.63,11.26,0
3570 大塚,月報酬率 %,-4.0455,-14.5026,0.5917,11.7646,-4.6177,-3.1373,-4.0484,6.3291,2.7776,-2.3165,-2.9644,0.2037,-0.6096,1.5338,11.1781,-1.2682,-4.4958,-6.5305,3.0568,-2.3306,1.0845,1.2874,1.2711,1.2552,-2.0662
3570 大塚,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3577 泓格,月報酬率 %,6.422,-3.161,4.4509,0.9943,5.204,1.113,4.1095,-10.921,5.3178,-0.4206,-0.9858,3.5565,1.3735,0.2709,2.973,0.9869,4.692,-5.0418,-5.3097,-0.623,-0.1568,-2.6687,2.9032,5.0158,4.4776
3577 泓格,現股當沖比重,0,0,0,0,13.33,0,2.78,7.01,9.09,5,0,7.14,0,0,0,0,4.12,0,0,0,0,0,0,0,5.45
3580 友威科,月報酬率 %,-0.465,0.9346,-16.7591,-9.6774,68.1038,53.8459,39.5236,-8.1909,29.9258,7.8685,-16.1803,-14.8733,41.8219,9.1744,-23.1691,6.25,4.4118,-4.2255,28.0929,-15.6791,-7.9063,0.9538,-6.7716,1.3516,-16.1667
3580 友威科,現股當沖比重,0,0,0,0,0,0,0,0,45.43,12.87,20.48,5,36.44,0,32.77,0,0,0,0,13.99,3.65,4.93,24.14,0,8.48
3581 博磊,月報酬率 %,11.9533,-18.2292,1.9108,5,9.2263,0.2882,-5.1722,-3.6364,1.258,1.8633,-1.8292,16.1491,46.5241,-18.9781,1.5765,-1.6842,-4.9526,-3.9701,3.1006,24.06,-4.0403,5.4735,-12.974,-3.4406,-2.1379
3581 博磊,現股當沖比重,10.93,10.8,0,0,8.57,4.35,0,0,12.5,5.26,0,4.48,55.61,42.79,19.01,21.21,44,19.23,29.41,18.16,25.98,23.42,3.96,2.38,3.45
3587 閎康,月報酬率 %,-3.0182,5.007,12.8863,3.4829,-6.2713,-2.4331,0.824,-5.0125,8.5751,9.2345,29.0321,-3.4481,-7.1427,11.0578,8.2253,-11.9643,-6.542,-3.0001,-9.2538,-3.4404,-3.9191,-1.6067,-3.2661,0.2599,-8.29
3587 閎康,現股當沖比重,7.74,0.57,13.9,3.51,14.28,1.34,8.33,4.02,0,1.51,7.75,6.51,21.74,6.25,23.18,23.77,14.16,21.25,5.3,5.2,31.74,28.46,0.8,1.67,4.96
3594 磐儀,月報酬率 %,-10.0323,5.0362,1.7124,5.2188,-8.3201,2.1115,-8.8653,-10.1167,0,1.2987,-2.9915,-1.3214,-3.7947,-1.6242,2.8303,34.8623,16.6668,-13.6628,5.1901,-7.0723,-6.0176,5.4615,-5.8928,1.5183,-7.1028
3594 磐儀,現股當沖比重,3.03,9.28,18.53,10.19,0,1.45,1.87,0,0,5.3,0,0,0,24.12,23.36,36.02,25.28,16.32,17.26,24.38,3.24,12.71,7.18,3.68,12.92
3609 東林,月報酬率 %,-3.2001,11.5702,-8.1481,4.4357,24.7104,-0.9288,-1.25,1.8987,-4.9687,4.5751,2.4999,0.3049,0.304,-3.6365,-0.0001,-0.6288,-2.2152,0.3235,-2.9032,-6.9765,-4.2858,-2.2388,-0.0001,3.8166,-2.941
3609 東林,現股當沖比重,0,25.56,0,5.55,2.13,0,2.7,0,0,2.93,14.28,0,7.27,0,0,7.41,7.14,9.09,12.82,0,25,6.23,28.57,0,0
3611 鼎翰,月報酬率 %,2.4821,-5.5363,-5.1282,6.61,-12.8061,3.2399,-3.7659,-10.0003,17.6328,2.6694,0.6002,-8.151,-3.8961,6.0808,-6.5817,-0.0532,8.5716,5.7016,-8.5063,1.134,2.6907,16.594,-9.5507,-1.8635,-1.2658
3611 鼎翰,現股當沖比重,10.29,9.09,6.9,11.59,7.14,2.23,4.54,8.57,5.62,3.39,4.87,2.77,2.63,15.73,12.78,5.95,10.02,3.01,10.87,13.04,4.54,30.33,5.48,3.12,7.25
3615 安可,月報酬率 %,-5.7293,1.3813,-2.1798,21.4485,-3.8028,-3.1474,-8.5002,1.366,33.6927,-6.0484,26.824,-5.2452,-5.5356,-14.7451,7.3173,1.0331,10.057,2.4251,-12.4611,-2.8571,-0.21,-4.2106,-7.6923,0.9524,-8.9623
3615 安可,現股當沖比重,1.95,5.6,3.85,11.98,21.56,7.11,0,3.62,32.84,7.31,7.82,9.42,11.76,9.38,7.4,19.14,47.33,0,10.24,8.49,8.76,7.44,14.3,6.66,4.49
3623 富晶通,月報酬率 %,-11.111,0.6494,-2.4194,8.2646,9.1968,-10.2875,-8.4317,2.2099,-3.7837,-9.7379,2.2822,15.8213,-6.48,-8.8014,6.1603,-11.7172,-8.9393,-3.6649,5.7066,-8.9228,-1.0741,-0.6031,-2.9126,-0.7502,-5.6676
3623 富晶通,現股當沖比重,4.52,7.41,9.05,5.6,5.22,3.29,3.94,4.06,0,0,1.37,7.16,3.29,1.59,31.48,13.51,1.17,0,0,0,0,0,3.5,4.56,3.7
3624 光頡,月報酬率 %,2.7944,8.5436,-11.8069,6.4241,-3.9917,0.4375,-2.3966,-10.7142,3,-0.9708,7.108,-7.0938,-0.7389,-4.2184,-1.0362,-2.1506,12.0879,4.9021,7.7101,-7.5923,27.4648,2.0257,12.2743,15.9163,-16.921
3624 光頡,現股當沖比重,1.4,0,0,1.83,3.48,0,7.69,0,0,6.06,0,0,0,0,7.32,6.67,3.84,29.1,35.59,22.52,46.54,30.46,35.82,31.93,32.33
3625 西勝,月報酬率 %,9.2941,-3.1218,19.4445,11.1627,22.1756,7.5342,13.6941,31.9326,6.1571,2,1.3726,5.0292,9.0239,-1.6894,14.7766,1.9458,-0.881,2.9628,8.0574,-7.3236,-11.2069,4.8544,-2.7777,-8.254,-11.7645
3625 西勝,現股當沖比重,0,0,0,0,0,0,0,21.95,27.24,4.91,14.71,14.99,39.83,17.99,27.14,21,31.73,26.9,20.27,14.08,18.45,33.69,19.63,2.09,3.43
3628 盈正,月報酬率 %,-10.2823,-0.4495,0.4513,5.9551,-0.6787,-1.2628,-1.1628,-10.5884,2.6316,4.1025,4.9261,4.2253,3.6035,-5.7608,0.6919,-1.6379,1.8774,0.2456,-1.9609,-2.6252,-0.8986,2.9793,-1.8867,2.6924,34.8313
3628 盈正,現股當沖比重,1.39,2.44,10.26,0,0,0,0,0,0,0,6.25,18.89,3.13,0,21.43,0,3.22,0,0,0,0,0,0,0,0
3629 地心引力,月報酬率 %,-12.9464,0.0002,12.3077,-8.9041,-4.762,-18.4212,0.9676,-9.5849,-16.0777,-11.6089,15.2074,6,-21.8869,-22.7052,21.8751,-3.3332,1.061,-3.9371,0.8197,-7.3171,-3.5087,9.0907,44.4444,-15,-6.4892
3629 地心引力,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3630 新鉅科,月報酬率 %,-8.1433,-4.2553,70.3705,-1.7391,-2.4336,-8.1635,-9.1355,9.511,4.2184,5.2379,26.2444,64.516,0.9804,-5.3937,-7.4116,8.1281,33.2575,-19.4018,17.073,-10.5073,-16.7004,3.8881,-7.9531,4.4471,-19.2214
3630 新鉅科,現股當沖比重,4.1,3.15,23.89,36.73,18.34,12.79,11.9,8,16.27,4.82,0.03,32.63,45.73,39.58,35.77,37.23,0,20.9,44.69,38.1,17.72,19.21,46.17,1.82,18.42
3631 晟楠,月報酬率 %,-11.222,11.2359,-11.3636,-1.9942,29.9419,16.3312,-11.731,4.5752,-1.6666,-0.2119,7.8557,-14.1733,8.0274,1.0615,1.0504,10.3952,14.1241,-2.6402,12.5424,-9.0361,-3.3112,-11.3013,12.5483,-10.8061,1.5384
3631 晟楠,現股當沖比重,0,5,11.11,8.51,9.09,4.89,0,0,0,8.33,0,0,0.39,29.73,1.74,3.4,24.81,0,8.47,0,0,0,14.29,0,0
3632 研勤,月報酬率 %,-8.6876,-4.2512,-2.3255,-0.8658,-4.3666,-8.4474,-10.2243,-0.0001,6.3889,-5.744,0.8309,-2.1979,-8.9889,-11.7283,12.9369,-8.0495,5.3901,13.8788,-3.4376,0.3239,-0.6449,8.1168,-3.904,1.8749,0.6136
3632 研勤,現股當沖比重,3.22,11.69,5.27,6.68,8.16,6.85,2.08,0,3.94,4.44,1.49,14.14,1.78,7.3,0,3.51,9.15,27.02,1.66,2.85,5.03,6.55,12.36,8.78,19.88
3642 駿熠電,月報酬率 %,-4.9093,3.8242,20.9943,-19.6348,11.1742,-8.6883,6.3432,-12.2808,2.8,-3.5021,-0.2017,2.2224,-7.9052,0.2144,-7.923,0.465,-6.4815,-5.4456,-0.5236,3.9471,-4.8103,-2.1276,5.9782,2.0512,-14.5728
3642 駿熠電,現股當沖比重,5.49,1.25,4.29,2.02,2.26,1.04,0,0,0,0,0,2.07,0,22.58,2.9,9.33,0,0,0,0,0,2.44,4.76,9.37,4.35
3646 艾恩特,月報酬率 %,1.6002,0.0001,22.8347,1.923,19.6035,-3.6111,-5.4755,6.7074,42.2855,-7.6305,13.2608,-0.5758,-6.3707,1.8557,-4.0487,-4.8523,0.0599,-6.5117,-4.9749,-5.2356,-3.8674,-0.5745,-9.8267,4.8075,46.1774
3646 艾恩特,現股當沖比重,0,0,8.48,12.23,6.31,12.04,0,2.47,28.62,4.17,31.39,54.12,22.27,2.11,7.31,4.35,17.48,0,24.99,20,0,12.5,2.27,22.86,30.85
3652 精聯,月報酬率 %,-4.8159,-0.2977,6.8658,10.8294,8.3335,5.7691,-0.0001,0.4546,49.3212,-16.8182,-6.0109,-1.9381,-4.5455,-8.9027,-7.9547,3.946,1.4706,-2.1739,32.8396,-15.9853,-5.0885,18.4152,-11.2204,44.5676,-24.3864
3652 精聯,現股當沖比重,0,0,0,0,0,0,0,0,18.15,0,10.31,0,6.9,0,7.14,6.25,0,0,22.98,40.2,0,30.23,4,33.66,38.58
